author_name,mocks_scraped,years_covered,avg_custom_accuracy_score,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_mean_pick_abs_error
Dave Kluge,1,1,18.125,0.21875,0.15625,0.1875,0.75,13.375
Bucky Brooks,1,1,18.125,0.15625,0.15625,0.28125,0.75,7.53125
Adam Hermann,1,1,18.064516129032256,0.1290322580645161,0.1935483870967742,0.2258064516129032,0.7419354838709677,11.290322580645162
Rob Rang,3,3,17.933467741935484,0.12701612903225806,0.1898521505376344,0.2315188172043011,0.7893145161290324,9.121975806451614
Andrew Harbaugh,1,1,17.8125,0.1875,0.15625,0.21875,0.78125,15.6875
Curt Popejoy,1,1,17.8125,0.1875,0.15625,0.21875,0.8125,10.59375
Cayden Steele,1,1,17.8125,0.15625,0.1875,0.1875,0.8125,11.5
Cory Kinnan,1,1,17.8125,0.15625,0.1875,0.1875,0.75,15.75
Ryan O'Halloran,1,1,17.8125,0.15625,0.125,0.34375,0.8125,7.4375
Dante Collinelli,1,1,17.8125,0.125,0.15625,0.3125,0.84375,7.4375
Brian Bosarge,4,4,17.73689516129032,0.13356854838709678,0.18951612903225806,0.2127016129032258,0.8190524193548387,8.792590725806452
Ben Natan,5,5,17.669354838709676,0.1701612903225806,0.17056451612903226,0.20181451612903226,0.7967741935483871,9.784879032258065
Josh Friedman,2,2,17.641129032258064,0.1098790322580645,0.17338709677419356,0.28377016129032256,0.8094758064516129,8.71219758064516
Cam Marino,3,3,17.563844086021504,0.13676075268817203,0.1895161290322581,0.19926075268817203,0.779233870967742,8.715725806451614
Brady Auer,1,1,17.5,0.21875,0.15625,0.15625,0.8125,11.65625
Charlie Wilson,1,1,17.5,0.15625,0.15625,0.25,0.875,10.875
Matt Fitzgerald,3,3,17.469758064516128,0.14684139784946237,0.15658602150537634,0.26176075268817206,0.7893145161290324,8.823252688172042
Luke Easterling,3,3,17.42361111111111,0.13888888888888887,0.1798611111111111,0.21319444444444444,0.8291666666666666,7.256944444444444
Damian Parson,1,1,17.419354838709676,0.1290322580645161,0.1935483870967742,0.1935483870967742,0.7096774193548387,11.096774193548388
Chris Trapasso,6,6,17.249663978494624,0.13054435483870966,0.19354838709677416,0.18279569892473116,0.7908266129032259,9.685819892473118
Charles McDonald,1,1,17.1875,0.1875,0.15625,0.1875,0.75,8.8125
Shan Reddy,1,1,17.1875,0.15625,0.125,0.3125,0.75,7.90625
Vincent Parise,1,1,17.1875,0.125,0.15625,0.28125,0.8125,12.125
Brenden Armour,1,1,17.1875,0.09375,0.1875,0.25,0.75,9.65625
Kyler Cress,1,1,17.1875,0.09375,0.1875,0.25,0.84375,10.71875
Bill Burt,1,1,17.096774193548388,0.0967741935483871,0.1935483870967742,0.2258064516129032,0.8064516129032258,9.64516129032258
Joe Rowles,2,2,17.03125,0.125,0.171875,0.234375,0.78125,7.75
Alex Simpson,2,2,17.03125,0.109375,0.15625,0.296875,0.78125,9.9375
Cody Williams,3,3,16.979166666666668,0.14583333333333334,0.15625,0.23958333333333334,0.78125,10.385416666666666
D Wash,1,1,16.875,0.1875,0.125,0.25,0.8125,14.8125
Newy Scruggs,1,1,16.875,0.1875,0.125,0.25,0.71875,8.625
Ben Raven,3,3,16.770833333333332,0.09375,0.16666666666666666,0.28125,0.75,11.177083333333334
Mike Florio,2,2,16.5625,0.125,0.15625,0.25,0.78125,10.703125
Nate Davis,1,1,16.5625,0.09375,0.1875,0.21875,0.8125,8.59375
Brentley Weissman,3,3,16.48521505376344,0.15759408602150538,0.14684139784946237,0.2207661290322581,0.8521505376344086,8.952956989247312
Owain Jones,1,1,16.25,0.1875,0.125,0.21875,0.78125,6.21875
Austin Mock,1,1,16.25,0.15625,0.15625,0.1875,0.84375,7.8125
Bill Richette,1,1,16.25,0.15625,0.15625,0.1875,0.84375,8.4375
Brian Lamb,1,1,16.25,0.15625,0.15625,0.1875,0.75,15.71875
Chris Fallica,1,1,16.25,0.15625,0.15625,0.1875,0.75,13.625
Ryland Scholes,1,1,16.25,0.15625,0.15625,0.1875,0.75,16.40625
Zachary Mangum,1,1,16.25,0.15625,0.15625,0.1875,0.65625,10.375
Dylan Chappine,1,1,16.25,0.125,0.1875,0.15625,0.84375,9.6875
Kristopher Knox,1,1,16.25,0.125,0.125,0.3125,0.65625,12.125
Rhett Lewis,1,1,16.25,0.125,0.125,0.3125,0.75,7.9375
Dalton Johnson & Josh Schrock,1,1,16.25,0.0625,0.1875,0.25,0.78125,8.96875
Ken Zalis,1,1,16.129032258064516,0.1290322580645161,0.1290322580645161,0.2903225806451613,0.8064516129032258,10.161290322580646
Adam Hill,1,1,15.937500000000002,0.125,0.15625,0.21875,0.78125,8.21875
Destin Adams,1,1,15.937500000000002,0.125,0.15625,0.21875,0.75,10.25
Paul Bretl,1,1,15.937500000000002,0.125,0.15625,0.21875,0.84375,5.71875
Xaiver Aguiar,1,1,15.937500000000002,0.125,0.15625,0.21875,0.75,10.84375
Dylan Sanders,2,2,15.9375,0.125,0.15625,0.21875,0.765625,11.484375
Aaron Wilson,2,2,15.9375,0.125,0.125,0.296875,0.75,10.328125
David Howman,2,2,15.9375,0.109375,0.140625,0.28125,0.8125,9.703125
John McKechnie,1,1,15.937499999999998,0.15625,0.125,0.25,0.75,13.34375
Nathan Nguyen,1,1,15.937499999999998,0.15625,0.125,0.25,0.75,14.5625
Zack Dietz,1,1,15.937499999999998,0.09375,0.1875,0.1875,0.78125,9.40625
Tim Bielik,4,4,15.844254032258064,0.10231854838709678,0.1736391129032258,0.20463709677419356,0.7951108870967742,10.931199596774194
Hunter Haas,2,2,15.625,0.125,0.15625,0.203125,0.828125,8.046875
Christian Williams,1,1,15.625,0.125,0.125,0.28125,0.8125,6.6875
T.J. Besler,1,1,15.625,0.125,0.125,0.28125,0.8125,6.21875
Domonique Foxworth,1,1,15.625,0.09375,0.15625,0.25,0.75,9.84375
Michael Marino,2,2,15.554435483870968,0.110383064516129,0.1748991935483871,0.1748991935483871,0.8251008064516129,9.148689516129032
Zack Patraw,1,1,15.483870967741936,0.0967741935483871,0.1612903225806451,0.2258064516129032,0.7419354838709677,10.903225806451612
Alan Goldsher,1,1,15.312500000000002,0.15625,0.125,0.21875,0.8125,12.90625
Ric Serritella,1,1,15.312500000000002,0.15625,0.125,0.21875,0.875,9.0625
Bill Zimmerman,1,1,15.312500000000002,0.125,0.15625,0.1875,0.84375,8.875
Luke Reimer,1,1,15.312500000000002,0.09375,0.1875,0.15625,0.84375,11.4375
Tori McElhaney,1,1,15.312500000000002,0.09375,0.125,0.3125,0.8125,7.125
Zach Brunner,4,4,15.133568548387098,0.12525201612903225,0.14919354838709678,0.1958165322580645,0.8419858870967742,9.58039314516129
Tyler Forness,2,2,15.04032258064516,0.079133064516129,0.15877016129032256,0.23639112903225806,0.7615927419354839,9.974798387096774
Jake Oliver,2,2,15.02016129032258,0.094758064516129,0.14213709677419356,0.2535282258064516,0.872983870967742,7.539314516129032
Salvatore Stefanile,1,1,15.000000000000002,0.125,0.125,0.25,0.71875,12.40625
Eduardo A. Encina,1,1,15.000000000000002,0.09375,0.09375,0.375,0.75,8.875
Gilbert Manzano,1,1,15.000000000000002,0.0625,0.1875,0.1875,0.75,8.0625
Hussam Patel,1,1,14.838709677419354,0.1290322580645161,0.1290322580645161,0.2258064516129032,0.8387096774193549,5.903225806451613
Brad Weiss,1,1,14.838709677419354,0.0967741935483871,0.1612903225806451,0.1935483870967742,0.8387096774193549,11.451612903225806
Nick Suss,1,1,14.6875,0.15625,0.125,0.1875,0.78125,11.4375
Bobby Sylvester,1,1,14.6875,0.09375,0.1875,0.125,0.71875,11.09375
Sawyer Hicks,1,1,14.6875,0.0625,0.15625,0.25,0.75,12.65625
Patrick Flowers,1,1,14.516129032258062,0.064516129032258,0.1612903225806451,0.2258064516129032,0.7741935483870968,11.774193548387096
PJ Moran,1,1,14.374999999999998,0.15625,0.09375,0.25,0.71875,8.90625
Chris Congemo,1,1,14.374999999999998,0.09375,0.15625,0.1875,0.78125,17.40625
Blake Murphy,1,1,14.193548387096774,0.1612903225806451,0.0967741935483871,0.2258064516129032,0.8064516129032258,8.870967741935484
Nolan Bianchi,1,1,14.0625,0.15625,0.125,0.15625,0.84375,8.0
Mike Hrynyshyn,2,2,14.0625,0.109375,0.140625,0.1875,0.8125,9.234375
Andrew Golden,1,1,14.0625,0.09375,0.125,0.25,0.78125,11.5
Brian Philpot,1,1,14.0625,0.09375,0.125,0.25,0.90625,8.125
Mark Schofield,1,1,14.0625,0.09375,0.125,0.25,0.78125,15.9375
Lorenz Leinweber,1,1,14.0625,0.0625,0.15625,0.21875,0.8125,10.59375
Brett Whitefield,2,2,13.971774193548388,0.11139112903225805,0.14264112903225806,0.1748991935483871,0.8251008064516129,9.639616935483872
David P. Woods,1,1,13.870967741935484,0.064516129032258,0.1612903225806451,0.1935483870967742,0.8387096774193549,6.838709677419355
Christian D'Andrea,1,1,13.750000000000002,0.09375,0.15625,0.15625,0.8125,5.6875
JR Radcliffe,1,1,13.750000000000002,0.0625,0.125,0.28125,0.84375,5.1875
Mike Randle,2,2,13.75,0.125,0.09375,0.265625,0.8125,9.96875
Paul M Banks,3,3,13.645833333333334,0.08333333333333333,0.13541666666666666,0.21875,0.78125,11.770833333333334
Adrian Broaddus,1,1,13.548387096774192,0.1290322580645161,0.1290322580645161,0.1612903225806451,0.8709677419354839,6.129032258064516
Connor O'Gara,1,1,13.548387096774192,0.1290322580645161,0.1290322580645161,0.1612903225806451,0.8064516129032258,11.516129032258064
Jeff Risdon,3,3,13.51478494623656,0.104502688172043,0.13608870967741934,0.17876344086021503,0.821236559139785,9.531586021505376
Dane Massey,1,1,13.225806451612904,0.0967741935483871,0.1290322580645161,0.1935483870967742,0.8064516129032258,10.67741935483871
Eric Samulski,1,1,13.225806451612904,0.0967741935483871,0.1290322580645161,0.1935483870967742,0.7741935483870968,11.290322580645162
Matt Maiocco,1,1,13.125,0.09375,0.09375,0.28125,0.8125,12.0
Adam Stites,1,1,12.812500000000002,0.125,0.09375,0.21875,0.8125,11.78125
Mason Johnstone,1,1,12.812500000000002,0.125,0.09375,0.21875,0.71875,16.78125
Matt De Lima,1,1,12.812499999999998,0.09375,0.125,0.1875,0.875,7.90625
Peter Bukowski,1,1,12.812499999999998,0.09375,0.125,0.1875,0.75,10.03125
Mark Craig,1,1,12.812499999999998,0.0625,0.09375,0.3125,0.71875,10.28125
Cam Mellor,2,2,12.298387096774194,0.08014112903225805,0.12752016129032256,0.1759072580645161,0.7777217741935484,14.920362903225806
Newt Westen,1,1,12.187500000000002,0.0625,0.09375,0.28125,0.8125,6.28125
Mike Lockhart,2,2,11.970766129032258,0.09627016129032255,0.11189516129032255,0.17439516129032256,0.8563508064516129,9.057459677419356
Andrew Buller-Russ,1,1,11.935483870967742,0.064516129032258,0.0967741935483871,0.2580645161290322,0.7741935483870968,12.870967741935484
Ian Fitz,1,1,11.875,0.09375,0.09375,0.21875,0.71875,12.125
Keith Libby,1,1,11.5625,0.0625,0.09375,0.25,0.8125,14.5625
Justin Bales,1,1,11.25,0.09375,0.09375,0.1875,0.875,12.46875
Tyler Roman,2,2,11.25,0.03125,0.125,0.203125,0.796875,10.59375
Ben Volin,1,1,10.9375,0.03125,0.125,0.1875,0.8125,9.90625
Scott Gorman,1,1,10.9375,0.03125,0.125,0.1875,0.78125,14.1875
Randy Gurzi,1,1,10.0,0.0967741935483871,0.064516129032258,0.1935483870967742,0.7419354838709677,12.193548387096774
Conor Dorney,1,1,10.0,0.09375,0.09375,0.125,0.78125,9.6875
Rob Judin,2,2,9.899193548387096,0.078125,0.0942540322580645,0.14213709677419356,0.7610887096774194,12.71421370967742
Derek Togerson,1,1,9.375,0.125,0.0625,0.125,0.71875,10.625
Jarrett Bailey,3,3,9.375,0.07291666666666667,0.09375,0.125,0.7395833333333334,16.5625
Sayre Bedinger,1,1,9.354838709677418,0.032258064516129,0.1290322580645161,0.0967741935483871,0.8064516129032258,8.03225806451613
Craig Strachan,1,1,9.062500000000002,0.0625,0.09375,0.125,0.8125,13.5625
Mike O'Hara,1,1,9.062500000000002,0.0625,0.09375,0.125,0.84375,12.0625
John Supowitz,1,1,8.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.8,10.333333333333334
Alex Kozora,1,1,5.9375,0.03125,0.0625,0.09375,0.8125,13.9375
Drae Harris,1,1,5.9375,0.03125,0.0625,0.09375,0.78125,10.6875
Natalie Miller,1,1,5.625,0.0,0.0625,0.125,0.78125,13.46875
Jack McKessy,1,1,5.161290322580644,0.032258064516129,0.032258064516129,0.1290322580645161,0.7419354838709677,12.133333333333333
Kenneth Arthur,1,1,4.6875,0.03125,0.0625,0.03125,0.8125,9.125
Keith Manlove,1,1,2.8125,0.0,0.03125,0.0625,0.34375,49.8125
Mike Frazer,1,1,2.666666666666667,0.0,0.0,0.1333333333333333,0.7666666666666667,12.466666666666669
