author_name,total_mocked_picks,historical_years_covered,overall_team_hits,overall_round_one_player_hits,overall_points,overall_max_points,overall_score,overall_weight
Jacob Schyvinck,32,1,1,27,29,96,30.208333333333332,0.3020833333333333
Gavin Riley,31,1,3,22,28,93,30.107526881720432,0.3010752688172043
Bryant McFadden,31,1,2,24,28,93,30.107526881720432,0.3010752688172043
John Ginder,31,1,1,26,28,93,30.107526881720432,0.3010752688172043
Adam Rank,64,2,4,48,56,192,29.166666666666668,0.2916666666666667
Brendan Dzwierzynski,32,1,2,24,28,96,29.166666666666668,0.2916666666666667
Mark Stolte,32,1,2,24,28,96,29.166666666666668,0.2916666666666667
Michael Natelli,32,1,2,24,28,96,29.166666666666668,0.2916666666666667
Daryan Martin,31,1,1,25,27,93,29.032258064516128,0.29032258064516125
Pete Rogers,32,1,2,23,27,96,28.125,0.28125
Crissy Froyd,32,1,1,25,27,96,28.125,0.28125
Matthew Durgin,32,1,1,25,27,96,28.125,0.28125
Laurie Fitzpatrick,32,1,1,24,26,96,27.083333333333332,0.2708333333333333
Scott Bair,31,1,0,24,24,93,25.806451612903224,0.25806451612903225
Mike Frazer,30,1,0,23,23,90,25.555555555555557,0.2555555555555556
Dalton Wasserman,32,1,1,19,21,96,21.875,0.21875
Daniel Kelly,32,1,1,14,16,96,16.666666666666668,0.16666666666666669
Keith Manlove,32,1,1,11,13,96,13.541666666666666,0.13541666666666666
