author_name,mock_name,mocks_scraped,years_covered,avg_custom_accuracy_score,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_mean_pick_abs_error
Tom Downey,Chat Sports,1,1,20.9375,0.15625,0.25,0.1875,0.90625,1.0,6.375
Nick Barrett,Football Nick,4,4,20.91733870967742,0.16507056451612903,0.21244959677419356,0.26713709677419356,0.8266129032258065,1.0,7.545866935483871
Andrew Caley,Covers,3,2,20.831317204301076,0.18259408602150537,0.20376344086021503,0.25826612903225804,0.8712365591397849,1.0,6.205913978494624
C.J. Doon,Baltimore Sun,2,2,20.78125,0.140625,0.21875,0.28125,0.796875,1.0,7.515625
Seth Trachtman,Yardbarker,1,1,20.64516129032258,0.2258064516129032,0.1612903225806451,0.2903225806451613,0.7419354838709677,1.0,13.741935483870968
Daniel Garrett,Around The Block,1,1,20.64516129032258,0.1935483870967742,0.1935483870967742,0.2580645161290322,0.8387096774193549,1.0,7.32258064516129
Chris Schubert,The Draft Network,1,1,20.64516129032258,0.1612903225806451,0.2258064516129032,0.2258064516129032,0.8064516129032258,1.0,8.419354838709678
Harris Oates,Draft ID,3,3,20.628360215053764,0.13608870967741934,0.2513440860215054,0.19892473118279572,0.7893145161290324,1.0,9.931451612903226
Scott Reynolds,Pewter Report,1,1,20.625,0.1875,0.1875,0.28125,0.8125,1.0,11.375
Alexi Iafrato,Boston Herald,1,1,20.625,0.15625,0.21875,0.25,0.78125,1.0,7.84375
Jon Witt,Fantasy Six Pack,1,1,20.625,0.15625,0.21875,0.25,0.875,1.0,5.59375
Chase Hammes,Steel City Underground,1,1,20.625,0.15625,0.15625,0.40625,0.75,1.0,10.8125
Ian Valentino,33rd Team,1,1,20.625,0.125,0.1875,0.375,0.8125,1.0,7.78125
Josh Edwards,CBS,8,6,20.56703629032258,0.16519657258064516,0.20047883064516128,0.27935987903225806,0.7913306451612904,1.0,8.470514112903226
Staff,Pro Football Focus,2,2,20.46875,0.1875,0.203125,0.234375,0.734375,1.0,10.828125
Joe Marino,The Draft Network,2,2,20.46875,0.1875,0.171875,0.3125,0.859375,1.0,7.875
Cam Inman,The Mercury News,2,2,20.46875,0.171875,0.15625,0.375,0.796875,1.0,7.359375
Hayden Winks,Underdog Fantasy,4,4,20.44858870967742,0.15725806451612903,0.22026209677419356,0.23588709677419356,0.8503024193548387,1.0,6.511088709677419
Jacob Camenker,Sporting News,3,3,20.396505376344084,0.14684139784946237,0.2315188172043011,0.2207661290322581,0.852486559139785,1.0,7.700268817204301
Glynn Morgan,NBC Sports Chicago,3,3,20.342741935483872,0.14616935483870966,0.21001344086021503,0.27284946236559143,0.8000672043010754,1.0,8.035618279569894
Bill Huber,SI,1,1,20.3125,0.21875,0.1875,0.21875,0.875,1.0,11.5
Bryan DeArdo,CBS,1,1,20.3125,0.15625,0.1875,0.3125,0.75,1.0,10.1875
Cody Williams,NFL Spin Zone,1,1,20.3125,0.15625,0.1875,0.3125,0.75,1.0,9.0625
Henry McKenna,For The Win,2,2,20.3125,0.15625,0.1875,0.3125,0.734375,1.0,14.8125
Hunter Ansley,Drafticipation,1,1,20.3125,0.15625,0.1875,0.3125,0.75,1.0,8.28125
J.T. Olson,NFL Draft Geek,1,1,20.3125,0.15625,0.1875,0.3125,0.8125,1.0,9.25
Joe Hopkins,CBS 4,1,1,20.3125,0.125,0.21875,0.28125,0.75,1.0,7.75
Staff,Bleacher Report,4,4,20.234375,0.140625,0.2109375,0.2734375,0.7890625,1.0,8.0859375
Chris Ransom,Draft Utopia,5,5,20.159274193548388,0.16330645161290322,0.19455645161290322,0.27661290322580645,0.7544354838709678,1.0,14.335282258064515
Daniel Harms,The Draft Network,1,1,20.0,0.21875,0.15625,0.28125,0.78125,1.0,13.0625
Parker Gabriel,Denver Post,1,1,20.0,0.1875,0.1875,0.25,0.78125,1.0,10.0625
Staff,Penn Live,1,1,20.0,0.1875,0.1875,0.25,0.84375,1.0,6.65625
Adam Aizer,CBS,1,1,20.0,0.1612903225806451,0.2258064516129032,0.1935483870967742,0.8387096774193549,1.0,7.967741935483871
Barry Wilner,St. Louis Post-Dispatch,1,1,20.0,0.15625,0.15625,0.375,0.78125,1.0,7.46875
Benjamin Solak,The Ringer,1,1,20.0,0.15625,0.15625,0.375,0.8125,1.0,6.46875
Jake Rosen,Field 2 Court,2,2,20.0,0.140625,0.203125,0.28125,0.828125,1.0,6.875
DraftGeek,DraftBlaster,1,1,20.0,0.125,0.1875,0.34375,0.71875,1.0,8.96875
Spencer Urquhart,Nola.com,1,1,20.0,0.1,0.1,0.6,0.9,1.0,9.0
Sean Balzer,NFL Draft Lounge,3,3,19.91935483870968,0.15725806451612903,0.19892473118279572,0.26276881720430106,0.8629032258064516,1.0,8.332325268817204
Dane Brugler,The Athletic,3,3,19.872311827956988,0.15759408602150538,0.18918010752688172,0.28427419354838707,0.8521505376344086,1.0,6.272513440860216
Thor Nystrom,NBC Sports,2,2,19.84375,0.140625,0.21875,0.234375,0.796875,1.0,8.140625
Will Brinson,CBS,4,4,19.810987903225808,0.16481854838709678,0.19682459677419356,0.25126008064516125,0.7638608870967742,1.0,9.422379032258064
Staff,Takeaways,3,3,19.731182795698924,0.15725806451612903,0.19959677419354838,0.2516801075268817,0.8424059139784946,1.0,7.238911290322581
Mark Maske,Washington Post,1,1,19.687500000000004,0.125,0.21875,0.25,0.78125,1.0,13.40625
Tyler Calvaruso,Jets Wire,1,1,19.687500000000004,0.125,0.15625,0.40625,0.75,1.0,9.4375
Andrew Wilbar,Behind The Steel Curtain,3,3,19.6875,0.1875,0.19791666666666666,0.20833333333333334,0.7708333333333334,1.0,9.791666666666666
Michael Renner,CBS,1,1,19.6875,0.1875,0.15625,0.3125,0.8125,1.0,11.0625
Chris McGlynn,The Aftermath,2,2,19.6875,0.15625,0.1875,0.28125,0.765625,1.0,11.734375
Ryan Schlipp,Packernet,1,1,19.6875,0.15625,0.1875,0.28125,0.84375,1.0,8.5625
Zack Pearson,Bear Report,1,1,19.6875,0.15625,0.1875,0.28125,0.75,1.0,7.78125
Brandon Holtz,Microsoft Sports,1,1,19.67741935483871,0.2258064516129032,0.1290322580645161,0.3225806451612903,0.7741935483870968,1.0,8.612903225806452
Ryan Fowler,The Draft Network,3,3,19.677419354838708,0.18884408602150538,0.17943548387096775,0.25201612903225806,0.8101478494623656,1.0,9.082661290322582
Kevin Hanson,Sports Illustrated,2,2,19.53125,0.171875,0.15625,0.328125,0.828125,1.0,7.515625
Bob Glauber,Newsday,2,2,19.53125,0.15625,0.171875,0.3125,0.78125,1.0,9.90625
Jason McIntyre,Fox Sports,2,2,19.53125,0.125,0.203125,0.28125,0.796875,1.0,9.0625
Ryan Mink,BaltimoreRavens.com,1,1,19.375,0.1875,0.1875,0.21875,0.84375,1.0,11.15625
Staff,NFL Draft Pro,1,1,19.375,0.15625,0.15625,0.34375,0.8125,1.0,8.90625
Carter Landis,SI,1,1,19.375,0.125,0.1875,0.3125,0.84375,1.0,5.65625
Jacob Louque,Baltimore Beatdown,1,1,19.375,0.125,0.1875,0.3125,0.84375,1.0,9.1875
Staff,Draft Kings,1,1,19.375,0.125,0.125,0.46875,0.78125,1.0,8.875
Jonathan Jones,CBS,1,1,19.35483870967742,0.1290322580645161,0.1935483870967742,0.2903225806451613,0.8387096774193549,1.0,8.774193548387096
Kent Weyrauch,Fantasy Pros,3,3,19.344758064516128,0.14684139784946237,0.1895161290322581,0.27318548387096775,0.8424059139784946,1.0,7.450604838709677
Calvin Watkins,Dallas Morning News,2,2,19.294354838709676,0.15776209677419356,0.19002016129032256,0.2530241935483871,0.841733870967742,1.0,6.965725806451613
Mike Mulhern,NBC Sports Philadelphia,5,5,19.25,0.15,0.2125,0.20625,0.81875,1.0,8.53125
Benjamin Allbright,KOA,2,2,19.21875,0.171875,0.1875,0.234375,0.859375,1.0,8.796875
Pete Prisco,CBS,9,6,19.14986559139785,0.15300179211469533,0.18111559139784944,0.27520161290322576,0.8397177419354839,1.0,8.22345430107527
Dave Richard,CBS,2,2,19.067540322580644,0.1905241935483871,0.1910282258064516,0.19002016129032256,0.7772177419354839,1.0,10.551915322580644
Landon Belote,TWSN,1,1,19.0625,0.1875,0.15625,0.28125,0.875,1.0,9.84375
Mike Tanier,Bleacher Report,1,1,19.0625,0.15625,0.1875,0.25,0.71875,1.0,11.65625
Staff,Nevada Sagebrush,1,1,19.0625,0.15625,0.1875,0.25,0.6875,1.0,10.03125
Staff,Uproxx,2,2,19.0625,0.141633064516129,0.18901209677419356,0.26814516129032256,0.8251008064516129,1.0,7.041834677419355
John Williams,Inside The Star,2,2,19.0625,0.140625,0.171875,0.3125,0.75,1.0,9.796875
Shane Hallam,Draft Countdown,3,3,19.0625,0.13541666666666666,0.20833333333333334,0.22916666666666666,0.8645833333333334,1.0,7.020833333333333
Reese Jones,Fantrax HQ,1,1,19.0625,0.125,0.21875,0.21875,0.84375,1.0,10.5
Richard Bradshaw,Ebony Bird,1,1,19.0625,0.125,0.21875,0.21875,0.84375,1.0,6.9375
John Laub,Football Diehards,1,1,19.0625,0.09375,0.25,0.1875,0.78125,1.0,7.84375
Sean Hammond,Shaw Local News Network,1,1,19.032258064516128,0.1935483870967742,0.1612903225806451,0.2580645161290322,0.8064516129032258,1.0,7.870967741935484
Daniel Kornhauser,Grueling Truth,2,2,18.931451612903224,0.11139112903225805,0.22328629032258066,0.22127016129032256,0.8089717741935484,1.0,8.816532258064516
Logan Lamorandier,SI,2,2,18.90625,0.140625,0.1875,0.265625,0.828125,1.0,7.796875
Doug Farrar,Touchdown Wire,2,2,18.795362903225808,0.17439516129032256,0.15776209677419356,0.28377016129032256,0.7318548387096775,1.0,10.552923387096774
John Shipley,SI,1,1,18.75,0.1875,0.1875,0.1875,0.84375,1.0,11.5
Luis Tirado Jr.,Cat Crave,1,1,18.75,0.15625,0.15625,0.3125,0.71875,1.0,11.59375
Brent Sobleski,Bleacher Report,1,1,18.75,0.125,0.1875,0.28125,0.8125,1.0,11.75
Cam Marino,NFL Draft Buzz,1,1,18.75,0.125,0.1875,0.28125,0.78125,1.0,7.28125
Dan Schneier,CBS,1,1,18.75,0.125,0.1875,0.28125,0.6875,1.0,10.71875
Jake Oliver,Fantasy Data,1,1,18.75,0.125,0.1875,0.28125,0.875,1.0,8.5625
Mike Luchene,NFL Rough Draft,1,1,18.75,0.125,0.1875,0.28125,0.84375,1.0,6.5625
Ryan Noonan,4 For 4,4,4,18.724798387096776,0.14919354838709678,0.18094758064516128,0.2600806451612903,0.8422379032258065,1.0,7.996975806451613
Evan Silva,Establish The Run,4,4,18.717237903225808,0.14138104838709678,0.17338709677419356,0.29032258064516125,0.8344254032258065,1.0,7.230342741935484
J.P. Acosta,SB Nation,2,2,18.664314516129032,0.126008064516129,0.19002016129032256,0.2691532258064516,0.7459677419354839,1.0,10.313508064516128
Connor Allen,4 For 4,3,3,18.625,0.11666666666666665,0.21388888888888888,0.22152777777777777,0.8298611111111112,1.0,7.239583333333333
Staff,Fox News,2,2,18.59375,0.15625,0.171875,0.265625,0.765625,1.0,10.6875
Brad Menendez,Draft Countdown,2,2,18.59375,0.140625,0.1875,0.25,0.796875,1.0,8.5625
Cory Bonini,The Huddle,3,3,18.541666666666668,0.15625,0.17708333333333334,0.25,0.8020833333333334,1.0,10.3125
Ari Meirov,33rd Team,1,1,18.4375,0.1875,0.15625,0.25,0.84375,1.0,11.4375
Staff,Fueled By Sports,1,1,18.4375,0.1875,0.15625,0.25,0.78125,1.0,9.46875
Corey Parson,Sports Illustrated,1,1,18.4375,0.15625,0.125,0.375,0.75,1.0,8.71875
Jason Bantle,Draft Utopia,2,2,18.4375,0.140625,0.203125,0.203125,0.78125,1.0,9.953125
Josh Frey,Purple PTSD,1,1,18.4375,0.125,0.21875,0.1875,0.8125,1.0,10.3125
Matthew Tabeek,AtlantaFalcons.com,1,1,18.4375,0.125,0.15625,0.34375,0.75,1.0,10.0
Art Stapleton,North Jersey,1,1,18.4375,0.09375,0.1875,0.3125,0.75,1.0,9.25
Kyle Stackpole,CBS,2,2,18.432459677419356,0.18951612903225806,0.172883064516129,0.20514112903225806,0.8724798387096775,1.0,6.673891129032258
Glenn Erby,Eagles Wire,1,1,18.387096774193548,0.1935483870967742,0.1612903225806451,0.2258064516129032,0.8709677419354839,1.0,7.709677419354839
James Fragoza,Pro Football Network,1,1,18.387096774193544,0.1612903225806451,0.1935483870967742,0.1935483870967742,0.7741935483870968,1.0,9.96774193548387
Cris Collinsworth,Pro Football Focus,3,3,18.343413978494624,0.14751344086021503,0.16868279569892475,0.27419354838709675,0.7785618279569894,1.0,12.113911290322582
Dave Kluge,Football Guys,1,1,18.125,0.21875,0.15625,0.1875,0.75,1.0,13.375
Bucky Brooks,NFL.com,1,1,18.125,0.15625,0.15625,0.28125,0.75,1.0,7.53125
Adam Hermann,NBC Sports Philadelphia,1,1,18.064516129032256,0.1290322580645161,0.1935483870967742,0.2258064516129032,0.7419354838709677,1.0,11.290322580645162
Sayre Bedinger,Predominately Orange,1,1,18.064516129032256,0.1290322580645161,0.1935483870967742,0.2258064516129032,0.8387096774193549,1.0,6.967741935483871
Andrew Harbaugh,Vikings Wire,1,1,17.8125,0.1875,0.15625,0.21875,0.78125,1.0,15.6875
Brentley Weissman,Pro Football Network,1,1,17.8125,0.1875,0.15625,0.21875,0.875,1.0,10.4375
Curt Popejoy,Draftwire,1,1,17.8125,0.1875,0.15625,0.21875,0.8125,1.0,10.59375
Cayden Steele,NJ.com,1,1,17.8125,0.15625,0.1875,0.1875,0.8125,1.0,11.5
Cory Kinnan,Browns Wire,1,1,17.8125,0.15625,0.1875,0.1875,0.75,1.0,15.75
Kyle Crabbs,33rd Team,1,1,17.8125,0.15625,0.1875,0.1875,0.78125,1.0,11.1875
Ryan O'Halloran,Denver Post,1,1,17.8125,0.15625,0.125,0.34375,0.8125,1.0,7.4375
Zach Brunner,Flurry Sports,2,2,17.8125,0.140625,0.171875,0.25,0.859375,1.0,8.453125
Dante Collinelli,Blue Chip Scouting,1,1,17.8125,0.125,0.15625,0.3125,0.84375,1.0,7.4375
Brian Bosarge,Draft Countdown,4,4,17.73689516129032,0.13356854838709678,0.18951612903225806,0.2127016129032258,0.8190524193548387,1.0,8.792590725806452
Josh Friedman,Courier Post,2,2,17.641129032258064,0.1098790322580645,0.17338709677419356,0.28377016129032256,0.8094758064516129,1.0,8.71219758064516
Brady Auer,BA Sports Podcast,1,1,17.5,0.21875,0.15625,0.15625,0.8125,1.0,11.65625
Charlie Wilson,The Mirror,1,1,17.5,0.15625,0.15625,0.25,0.875,1.0,10.875
Tyler Forness,Sporting News,1,1,17.5,0.09375,0.15625,0.34375,0.78125,1.0,7.5625
Luke Easterling,Draftwire,3,3,17.42361111111111,0.13888888888888887,0.1798611111111111,0.21319444444444444,0.8291666666666666,1.0,7.256944444444444
Damian Parson,The Draft Network,1,1,17.419354838709676,0.1290322580645161,0.1935483870967742,0.1935483870967742,0.7096774193548387,1.0,11.096774193548388
Chris Trapasso,CBS,6,6,17.249663978494624,0.13054435483870966,0.19354838709677416,0.18279569892473116,0.7908266129032259,1.0,9.685819892473118
Charles McDonald,Yahoo Sports,1,1,17.1875,0.1875,0.15625,0.1875,0.75,1.0,8.8125
Shan Reddy,Stanford Daily,1,1,17.1875,0.15625,0.125,0.3125,0.75,1.0,7.90625
Staff,Acme Packing Company,1,1,17.1875,0.15625,0.125,0.3125,0.75,1.0,7.90625
Vincent Parise,Bears Wire,1,1,17.1875,0.125,0.15625,0.28125,0.8125,1.0,12.125
Brenden Armour,NFL Mocks,1,1,17.1875,0.09375,0.1875,0.25,0.75,1.0,9.65625
Kyler Cress,Football Sapient,1,1,17.1875,0.09375,0.1875,0.25,0.84375,1.0,10.71875
Bill Burt,Eagle Tribune,1,1,17.096774193548388,0.0967741935483871,0.1935483870967742,0.2258064516129032,0.8064516129032258,1.0,9.64516129032258
Joe Rowles,Mile High Report,2,2,17.03125,0.125,0.171875,0.234375,0.78125,1.0,7.75
Cam Marino,Stacking The Board,2,2,16.970766129032256,0.14264112903225806,0.1905241935483871,0.15826612903225806,0.7782258064516129,1.0,9.43296370967742
D Wash,Mock Draft HQ,1,1,16.875,0.1875,0.125,0.25,0.8125,1.0,14.8125
Newy Scruggs,The Dallas Morning News,1,1,16.875,0.1875,0.125,0.25,0.71875,1.0,8.625
Staff,Yahoo,1,1,16.875,0.15625,0.15625,0.21875,0.8125,1.0,11.78125
Aaron Wilson,Houston Chronicle,1,1,16.875,0.125,0.125,0.34375,0.6875,1.0,11.75
Ben Raven,M Live,3,3,16.770833333333332,0.09375,0.16666666666666666,0.28125,0.75,1.0,11.177083333333334
Ben Natan,Bleeding Green Nation,6,5,16.703629032258064,0.15221774193548385,0.16297043010752688,0.19942876344086022,0.7941868279569894,1.0,10.221774193548386
Mike Florio,NBC Sports,2,2,16.5625,0.125,0.15625,0.25,0.78125,1.0,10.703125
Nate Davis,USA Today,1,1,16.5625,0.09375,0.1875,0.21875,0.8125,1.0,8.59375
Justin Melo,The Draft Network,3,3,16.461693548387096,0.146505376344086,0.15759408602150538,0.20934139784946237,0.7674731182795699,1.0,11.729166666666666
Owain Jones,Ninety Nine Yards,1,1,16.25,0.1875,0.125,0.21875,0.78125,1.0,6.21875
Austin Mock,The Athletic,1,1,16.25,0.15625,0.15625,0.1875,0.84375,1.0,7.8125
Bill Richette,Bengals Wire,1,1,16.25,0.15625,0.15625,0.1875,0.84375,1.0,8.4375
Brian Lamb,Draft Countdown,1,1,16.25,0.15625,0.15625,0.1875,0.75,1.0,15.71875
Chris Fallica,Fox Sports,1,1,16.25,0.15625,0.15625,0.1875,0.75,1.0,13.625
Ryland Scholes,Ralphie Report,1,1,16.25,0.15625,0.15625,0.1875,0.75,1.0,16.40625
Zachary Mangum,Bama Hammer,1,1,16.25,0.15625,0.15625,0.1875,0.65625,1.0,10.375
Dylan Chappine,White Wolf Sports,1,1,16.25,0.125,0.1875,0.15625,0.84375,1.0,9.6875
Kristopher Knox,Bleacher Report,1,1,16.25,0.125,0.125,0.3125,0.65625,1.0,12.125
Rhett Lewis,NFL.com,1,1,16.25,0.125,0.125,0.3125,0.75,1.0,7.9375
Dalton Johnson & Josh Schrock,NBC Sports Bay Area,1,1,16.25,0.0625,0.1875,0.25,0.78125,1.0,8.96875
Ken Zalis,Fantasy Pros,1,1,16.129032258064516,0.1290322580645161,0.1290322580645161,0.2903225806451613,0.8064516129032258,1.0,10.161290322580646
Rob Rang,Fox Sports,2,2,16.118951612903224,0.1280241935483871,0.1754032258064516,0.1754032258064516,0.7933467741935484,1.0,10.02671370967742
Matthew Freedman,Fantasy Pros,3,2,16.11559139784946,0.09475806451612905,0.16868279569892475,0.24193548387096775,0.8840725806451614,1.0,7.127688172043011
Adam Hill,Las Vegas Review-Journal,1,1,15.937500000000002,0.125,0.15625,0.21875,0.78125,1.0,8.21875
Destin Adams,NFL Draft Rite,1,1,15.937500000000002,0.125,0.15625,0.21875,0.75,1.0,10.25
Paul Bretl,Colts Wire,1,1,15.937500000000002,0.125,0.15625,0.21875,0.84375,1.0,5.71875
Xaiver Aguiar,The Sportswave,1,1,15.937500000000002,0.125,0.15625,0.21875,0.75,1.0,10.84375
Dylan Sanders,Saints Wire,2,2,15.9375,0.125,0.15625,0.21875,0.765625,1.0,11.484375
Mike Hrynyshyn,Blue Chip Scouting,3,2,15.9375,0.11458333333333333,0.16666666666666666,0.20833333333333334,0.8229166666666666,1.0,9.166666666666666
David Howman,Blogging The Boys,2,2,15.9375,0.109375,0.140625,0.28125,0.8125,1.0,9.703125
John McKechnie,Rotowire,1,1,15.937499999999998,0.15625,0.125,0.25,0.75,1.0,13.34375
Nathan Nguyen,Belly Up Sports,1,1,15.937499999999998,0.15625,0.125,0.25,0.75,1.0,14.5625
Zack Dietz,SI,1,1,15.937499999999998,0.09375,0.1875,0.1875,0.78125,1.0,9.40625
Tim Bielik,Cleveland.com,4,4,15.844254032258064,0.10231854838709678,0.1736391129032258,0.20463709677419356,0.7951108870967742,1.0,10.931199596774194
Brentley Weissman,The Draft Network,2,2,15.82157258064516,0.14264112903225806,0.14213709677419356,0.2217741935483871,0.8407258064516129,1.0,8.210685483870968
Hunter Haas,Haas Football,2,2,15.625,0.125,0.15625,0.203125,0.828125,1.0,8.046875
Christian Williams,Football Guys,1,1,15.625,0.125,0.125,0.28125,0.8125,1.0,6.6875
T.J. Besler,Fantasy Data,1,1,15.625,0.125,0.125,0.28125,0.8125,1.0,6.21875
Domonique Foxworth,The Undefeated,1,1,15.625,0.09375,0.15625,0.25,0.75,1.0,9.84375
Michael Marino,Stacking The Board,2,2,15.554435483870968,0.110383064516129,0.1748991935483871,0.1748991935483871,0.8251008064516129,1.0,9.148689516129032
Zack Patraw,SI,1,1,15.483870967741936,0.0967741935483871,0.1612903225806451,0.2258064516129032,0.7419354838709677,1.0,10.903225806451612
Thor Nystrom,Fantasy Pros,1,1,15.483870967741936,0.032258064516129,0.2258064516129032,0.1612903225806451,0.7741935483870968,1.0,10.612903225806452
Alan Goldsher,SI,1,1,15.312500000000002,0.15625,0.125,0.21875,0.8125,1.0,12.90625
Mitch Vosburg,Manistee News,1,1,15.312500000000002,0.15625,0.125,0.21875,0.75,1.0,15.9375
Ric Serritella,SI,1,1,15.312500000000002,0.15625,0.125,0.21875,0.875,1.0,9.0625
Bill Zimmerman,Windy City Gridiron,1,1,15.312500000000002,0.125,0.15625,0.1875,0.84375,1.0,8.875
Luke Reimer,Flurry Sports,1,1,15.312500000000002,0.09375,0.1875,0.15625,0.84375,1.0,11.4375
Tori McElhaney,AtlantaFalcons.com,1,1,15.312500000000002,0.09375,0.125,0.3125,0.8125,1.0,7.125
Cody Williams,Fansided,2,2,15.3125,0.140625,0.140625,0.203125,0.796875,1.0,11.046875
Aaron Wilson,Pro Football Network,1,1,15.000000000000002,0.125,0.125,0.25,0.8125,1.0,8.90625
Salvatore Stefanile,Fantasy Pros,1,1,15.000000000000002,0.125,0.125,0.25,0.71875,1.0,12.40625
Eduardo A. Encina,Tampa Bay Times,1,1,15.000000000000002,0.09375,0.09375,0.375,0.75,1.0,8.875
Gilbert Manzano,OC Register,1,1,15.000000000000002,0.0625,0.1875,0.1875,0.75,1.0,8.0625
Hussam Patel,Five Reason Sports,1,1,14.838709677419354,0.1290322580645161,0.1290322580645161,0.2258064516129032,0.8387096774193549,1.0,5.903225806451613
Brad Weiss,Just Blog Baby,1,1,14.838709677419354,0.0967741935483871,0.1612903225806451,0.1935483870967742,0.8387096774193549,1.0,11.451612903225806
Jason La Canfora,Washington Post,1,1,14.838709677419354,0.0967741935483871,0.1612903225806451,0.1935483870967742,0.7741935483870968,1.0,10.516129032258064
Alan Goldsher,Chicago Sports Stuff,1,1,14.6875,0.15625,0.125,0.1875,0.8125,1.0,13.40625
Nick Suss,Nashville Tennessean,1,1,14.6875,0.15625,0.125,0.1875,0.78125,1.0,11.4375
Bobby Sylvester,Fantasy Pros,1,1,14.6875,0.09375,0.1875,0.125,0.71875,1.0,11.09375
Sawyer Hicks,Draft ID,1,1,14.6875,0.0625,0.15625,0.25,0.75,1.0,12.65625
Patrick Flowers,Bleacher Nation,1,1,14.516129032258062,0.064516129032258,0.1612903225806451,0.2258064516129032,0.7741935483870968,1.0,11.774193548387096
PJ Moran,Fantasy Pros,1,1,14.374999999999998,0.15625,0.09375,0.25,0.71875,1.0,8.90625
Chris Congemo,1st Round Sports,1,1,14.374999999999998,0.09375,0.15625,0.1875,0.78125,1.0,17.40625
Blake Murphy,Revenge Of The Birds,1,1,14.193548387096774,0.1612903225806451,0.0967741935483871,0.2258064516129032,0.8064516129032258,1.0,8.870967741935484
Jeff Risdon,Draftwire,2,2,14.178427419354838,0.1098790322580645,0.141633064516129,0.19002016129032256,0.8256048387096775,1.0,9.609879032258064
Nolan Bianchi,The Detroit News,1,1,14.0625,0.15625,0.125,0.15625,0.84375,1.0,8.0
Thor Nystrom,Fantasy Life,1,1,14.0625,0.15625,0.125,0.15625,0.8125,1.0,12.59375
Mike Randle,Last Word on Pro Football,1,1,14.0625,0.125,0.09375,0.28125,0.78125,1.0,8.875
Andrew Golden,Jets X-Factor,1,1,14.0625,0.09375,0.125,0.25,0.78125,1.0,11.5
Brian Philpot,The Football Hub,1,1,14.0625,0.09375,0.125,0.25,0.90625,1.0,8.125
Mark Schofield,Touchdown Wire,1,1,14.0625,0.09375,0.125,0.25,0.78125,1.0,15.9375
Lorenz Leinweber,SI,1,1,14.0625,0.0625,0.15625,0.21875,0.8125,1.0,10.59375
Tyler Roman,NBC Sports Washington,1,1,14.0625,0.0625,0.15625,0.21875,0.78125,1.0,8.875
Brett Whitefield,Fantasy Points,2,2,13.971774193548388,0.11139112903225805,0.14264112903225806,0.1748991935483871,0.8251008064516129,1.0,9.639616935483872
Staff,Clutch Points,2,2,13.90625,0.125,0.109375,0.234375,0.796875,1.0,10.625
David P. Woods,The Score,1,1,13.870967741935484,0.064516129032258,0.1612903225806451,0.1935483870967742,0.8387096774193549,1.0,6.838709677419355
Matt Fitzgerald,Barstool Sports,2,2,13.860887096774194,0.12651209677419356,0.1255040322580645,0.18951612903225806,0.7933467741935484,1.0,9.625504032258064
Christian D'Andrea,For The Win,1,1,13.750000000000002,0.09375,0.15625,0.15625,0.8125,1.0,5.6875
JR Radcliffe,Milwaukee Journal Sentinel,1,1,13.750000000000002,0.0625,0.125,0.28125,0.84375,1.0,5.1875
Paul M Banks,The Sports Bank,3,3,13.645833333333334,0.08333333333333333,0.13541666666666666,0.21875,0.78125,1.0,11.770833333333334
Adrian Broaddus,600 ESPN El Paso,1,1,13.548387096774192,0.1290322580645161,0.1290322580645161,0.1612903225806451,0.8709677419354839,1.0,6.129032258064516
Connor O'Gara,Saturday Down South,1,1,13.548387096774192,0.1290322580645161,0.1290322580645161,0.1612903225806451,0.8064516129032258,1.0,11.516129032258064
Mike Randle,FTN Fantasy,1,1,13.437500000000002,0.125,0.09375,0.25,0.84375,1.0,11.0625
Brett Gibbons,SI,1,1,13.437500000000002,0.0625,0.15625,0.1875,0.84375,1.0,10.4375
Staff,NBC Sports Boston,2,2,13.4375,0.09375,0.125,0.21875,0.84375,1.0,7.96875
Dane Massey,Ball State Daily News,1,1,13.225806451612904,0.0967741935483871,0.1290322580645161,0.1935483870967742,0.8064516129032258,1.0,10.67741935483871
Eric Samulski,AM NY,1,1,13.225806451612904,0.0967741935483871,0.1290322580645161,0.1935483870967742,0.7741935483870968,1.0,11.290322580645162
Matt Maiocco,NBC Sports Bayarea,1,1,13.125,0.09375,0.09375,0.28125,0.8125,1.0,12.0
Adam Stites,Dolphins Wire,1,1,12.812500000000002,0.125,0.09375,0.21875,0.8125,1.0,11.78125
Mason Johnstone,The Draft Network,1,1,12.812500000000002,0.125,0.09375,0.21875,0.71875,1.0,16.78125
Matt De Lima,SI,1,1,12.812499999999998,0.09375,0.125,0.1875,0.875,1.0,7.90625
Peter Bukowski,Acme Packing Company,1,1,12.812499999999998,0.09375,0.125,0.1875,0.75,1.0,10.03125
Mark Craig,Star Tribune,1,1,12.812499999999998,0.0625,0.09375,0.3125,0.71875,1.0,10.28125
Liam Blutman,Transfer Portal CFB,1,1,12.580645161290322,0.0967741935483871,0.1290322580645161,0.1612903225806451,0.7419354838709677,1.0,9.741935483870968
Tyler Forness,Vikings Wire,1,1,12.580645161290322,0.064516129032258,0.1612903225806451,0.1290322580645161,0.7419354838709677,1.0,12.387096774193548
Jarrett Bailey,Going Long,1,1,12.5,0.125,0.125,0.125,0.75,1.0,18.0
