mock_relative_url,selection_count,player_drafted_matches,team_matches,round_matches,mean_pick_abs_error,median_pick_abs_error,exact_pick_matches,exact_pick_match_rate,team_match_rate,round_match_rate,player_drafted_match_rate,mock_name,author_name,published_at,site_completion_percentage,site_completion_place,external_url,metadata_selection_count
/team-mock-drafts/2025/cardinals-si-2025-richie-bradshaw?date=2025-04-24,6,6,0,2,,,0,0.0,0.0,0.3333333333333333,1.0,SI,Richie Bradshaw,04/24/25,,,https://www.si.com/nfl/cardinals/news/final-arizona-cardinals-nfl-mock-draft-2025?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,6
