team_slug,team_name,player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_mock_count,share_of_team_picks
arizona-cardinals,Arizona Cardinals,Emery Jones Jr.,OT,1,1,1,3.0,3.0,3,3,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,J.J. Pegues,DL,1,1,1,5.0,5.0,5,5,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Jack Sawyer,EDGE,1,1,1,3.0,3.0,3,3,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Jamon Dumas-Johnson,LB,1,1,1,5.0,5.0,5,5,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Jayden Higgins,WR,1,1,1,2.0,2.0,2,2,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Jaylin Smith,CB,1,1,1,7.0,7.0,7,7,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Josh Simmons,OT,1,1,1,1.0,1.0,1,1,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Kenneth Grant,DL,1,1,1,2.0,2.0,2,2,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Luke Lachey,TE,1,1,1,7.0,7.0,7,7,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Miles Frazier,IOL,1,1,1,4.0,4.0,4,4,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Mykel Williams,EDGE,1,1,1,1.0,1.0,1,1,,,,,12,0.08333333333333333
arizona-cardinals,Arizona Cardinals,Tai Felton,WR,1,1,1,4.0,4.0,4,4,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Donovan Ezeiruaku,EDGE,1,1,1,1.0,1.0,1,1,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Drew Kendall,IOL,1,1,1,4.0,4.0,4,4,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Jalen Travis,OT,1,1,1,7.0,7.0,7,7,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Jared Ivey,EDGE,1,1,1,5.0,5.0,5,5,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Malachi Moore,S,1,1,1,7.0,7.0,7,7,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Mykel Williams,EDGE,1,1,1,1.0,1.0,1,1,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Oluwafemi Oladejo,EDGE,1,1,1,4.0,4.0,4,4,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Seth McLaughlin,IOL,1,1,1,4.0,4.0,4,4,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Shavon Revel Jr.,CB,1,1,1,2.0,2.0,2,2,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Trey Amos,CB,1,1,1,2.0,2.0,2,2,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Ty Robinson,DL,1,1,1,3.0,3.0,3,3,,,,,12,0.08333333333333333
atlanta-falcons,Atlanta Falcons,Xavier Watts,S,1,1,1,2.0,2.0,2,2,,,,,12,0.08333333333333333
baltimore-ravens,Baltimore Ravens,Billy Bowman,S,1,1,1,3.0,3.0,3,3,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Connor Colby,IOL,1,1,1,6.0,6.0,6,6,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Donovan Ezeiruaku,EDGE,1,1,1,1.0,1.0,1,1,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Elijah Roberts,DL,1,1,1,5.0,5.0,5,5,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Isaiah Neyor,WR,1,1,1,6.0,6.0,6,6,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Jaydon Blue,RB,1,1,1,4.0,4.0,4,4,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Melvin Smith Jr.,CB,1,1,1,6.0,6.0,6,6,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Moliki Matavao,TE,1,1,1,6.0,6.0,6,6,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Ozzy Trapilo,OT,1,1,1,4.0,4.0,4,4,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Quincy Riley,CB,1,1,1,2.0,2.0,2,2,,,,,11,0.09090909090909091
baltimore-ravens,Baltimore Ravens,Ryan Fitzgerald,K,1,1,1,7.0,7.0,7,7,,,,,11,0.09090909090909091
buffalo-bills,Buffalo Bills,Trey Amos,CB,3,3,3,2.0,2.0,2,2,,,,,30,0.1
buffalo-bills,Buffalo Bills,Billy Bowman,S,2,2,2,3.5,3.5,3,4,,,,,30,0.06666666666666667
buffalo-bills,Buffalo Bills,Brashard Smith,RB,2,2,2,5.5,5.5,5,6,,,,,30,0.06666666666666667
buffalo-bills,Buffalo Bills,Jalen Royals,WR,2,2,2,2.5,2.5,2,3,,,,,30,0.06666666666666667
buffalo-bills,Buffalo Bills,Kenneth Grant,DL,2,2,2,1.0,1.0,1,1,,,,,30,0.06666666666666667
buffalo-bills,Buffalo Bills,Landon Jackson,EDGE,2,2,2,2.0,2.0,2,2,,,,,30,0.06666666666666667
buffalo-bills,Buffalo Bills,Alex Mastromanno,P,1,1,1,6.0,6.0,6,6,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Alfred Collins,DL,1,1,1,2.0,2.0,2,2,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Benjamin Morrison,CB,1,1,1,2.0,2.0,2,2,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Bradyn Swinson,EDGE,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Bryce Cabeldue,IOL,1,1,1,4.0,4.0,4,4,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,C.J. Dippre,TE,1,1,1,6.0,6.0,6,6,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Chandler Martin,LB,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Chase Lundt,OT,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Jackson Hawes,TE,1,1,1,6.0,6.0,6,6,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Jamaree Caldwell,DL,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,James Burnip,P,1,1,1,6.0,6.0,6,6,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Jonas Sanker,S,1,1,1,4.0,4.0,4,4,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Kobe Hudson,WR,1,1,1,4.0,4.0,4,4,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Kyle Williams,WR,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,T.J. Sanders,DL,1,1,1,2.0,2.0,2,2,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Teddye Buchanan,LB,1,1,1,6.0,6.0,6,6,,,,,30,0.03333333333333333
buffalo-bills,Buffalo Bills,Zy Alexander,CB,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Collin Oliver,EDGE,2,2,2,7.0,7.0,7,7,,,,,30,0.06666666666666667
carolina-panthers,Carolina Panthers,Kyle Kennard,EDGE,2,2,2,3.0,3.0,3,3,,,,,30,0.06666666666666667
carolina-panthers,Carolina Panthers,Ajani Cornelius,OT,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Alijah Huzzie,CB,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Andrew Mukuba,S,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Caleb Rogers,IOL,1,1,1,5.0,5.0,5,5,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Danny Stutsman,LB,1,1,1,4.0,4.0,4,4,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jacob Parrish,CB,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jalen Royals,WR,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jalon Walker,EDGE,1,1,1,1.0,1.0,1,1,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jayden Higgins,WR,1,1,1,2.0,2.0,2,2,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jaylin Noel,WR,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
carolina-panthers,Carolina Panthers,Jonas Sanker,S,1,1,1,3.0,3.0,3,3,,,,,30,0.03333333333333333
