player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Abdul Carter,EDGE,249,249,239,1.0,1.0,1,1,2.9919678714859437,3.0,1,5,6,New York Giants,new-york-giants
Will Campbell,OT,249,249,239,1.0,1.0,1,1,4.855421686746988,4.0,4,23,13,New England Patriots,new-england-patriots
Mason Graham,DL,249,249,239,1.0,1.0,1,1,7.2008032128514055,6.0,2,17,14,Jacksonville Jaguars,jacksonville-jaguars
Tyler Warren,TE,249,249,239,1.0,1.0,1,1,9.55421686746988,9.0,3,22,13,New York Jets,new-york-jets
Cameron Ward,QB,248,248,238,1.0,1.0,1,1,1.0080645161290323,1.0,1,2,2,Tennessee Titans,tennessee-titans
Travis Hunter,CB,248,248,238,1.0,1.0,1,1,2.1129032258064515,2.0,2,5,5,Cleveland Browns,cleveland-browns
Ashton Jeanty,RB,248,248,238,1.0,1.0,1,1,6.431451612903226,6.0,3,20,11,Las Vegas Raiders,las-vegas-raiders
Armand Membou,OT,248,248,238,1.0,1.0,1,1,7.75,7.0,4,31,13,New York Jets,new-york-jets
Jalon Walker,EDGE,244,244,234,1.0,1.0,1,1,9.64344262295082,8.0,4,32,21,Carolina Panthers,carolina-panthers
Tetairoa McMillan,WR,242,242,233,1.0,1.0,1,1,12.37190082644628,12.0,4,31,22,Dallas Cowboys,dallas-cowboys
Colston Loveland,TE,241,240,230,1.0,1.0,1,1,16.726141078838175,14.0,4,31,18,Indianapolis Colts,indianapolis-colts
Kelvin Banks,OT,238,238,229,1.0,1.0,1,1,13.357142857142858,11.0,5,31,22,Chicago Bears,chicago-bears
Mykel Williams,EDGE,234,234,225,1.0,1.0,1,1,15.542735042735043,15.0,4,32,22,Atlanta Falcons,atlanta-falcons
Jahdae Barron,CB,234,234,225,1.0,1.0,1,1,18.188034188034187,16.0,6,31,22,Miami Dolphins,miami-dolphins
Will Johnson,CB,231,231,221,1.0,1.0,1,1,16.316017316017316,15.0,5,30,25,Miami Dolphins,miami-dolphins
Mike Green,EDGE,227,226,216,1.0,1.0,1,1,17.88105726872247,16.0,8,32,21,Atlanta Falcons,atlanta-falcons
Shemar Stewart,EDGE,227,227,219,1.0,1.0,1,1,19.859030837004404,17.0,7,32,24,Cincinnati Bengals,cincinnati-bengals
Malaki Starks,S,225,225,217,1.0,1.0,1,1,24.288888888888888,26.0,7,32,20,Baltimore Ravens,baltimore-ravens
Jihaad Campbell,LB,224,224,215,1.0,1.0,1,1,19.566964285714285,19.0,6,32,19,Tampa Bay Buccaneers,tampa-bay-buccaneers
Matthew Golden,WR,222,222,212,1.0,1.0,1,1,17.864864864864863,18.0,6,32,21,Dallas Cowboys,dallas-cowboys
Walter Nolen,DL,217,217,209,1.0,1.0,1,1,20.11520737327189,17.0,8,32,24,San Francisco 49ers,san-francisco-49ers
Josh Simmons,OT,210,210,202,1.0,1.0,1,1,24.666666666666668,25.0,6,32,22,Kansas City Chiefs,kansas-city-chiefs
Shedeur Sanders,QB,202,202,195,1.0,1.0,1,1,15.990099009900991,21.0,1,32,12,Pittsburgh Steelers,pittsburgh-steelers
Omarion Hampton,RB,201,201,193,1.0,1.0,1,1,20.52238805970149,20.0,9,31,13,Denver Broncos,denver-broncos
Grey Zabel,IOL,199,199,190,1.0,1.0,1,1,21.959798994974875,18.0,11,32,18,Seattle Seahawks,seattle-seahawks
Kenneth Grant,DL,198,198,191,1.0,1.0,1,1,22.358585858585858,22.0,8,32,21,Los Angeles Chargers,los-angeles-chargers
Derrick Harmon,DL,186,186,180,1.0,1.0,1,1,22.118279569892472,21.0,7,32,20,Cincinnati Bengals,cincinnati-bengals
Donovan Ezeiruaku,EDGE,183,183,176,1.0,1.0,1,1,25.6775956284153,28.0,14,32,17,Detroit Lions,detroit-lions
Nick Emmanwori,S,168,168,162,1.0,1.0,1,1,24.553571428571427,24.0,8,32,20,Minnesota Vikings,minnesota-vikings
Tyler Booker,IOL,167,167,161,1.0,1.0,1,1,23.251497005988025,25.0,9,32,18,Houston Texans,houston-texans
Emeka Egbuka,WR,156,156,150,1.0,1.0,1,1,24.32051282051282,25.0,6,32,23,Houston Texans,houston-texans
James Pearce Jr.,EDGE,147,147,140,1.0,1.0,1,1,25.12925170068027,28.0,8,32,17,Philadelphia Eagles,philadelphia-eagles
Maxwell Hairston,CB,120,120,120,1.0,1.0,1,1,25.875,26.0,17,32,12,Green Bay Packers,green-bay-packers
Jaxson Dart,QB,116,116,111,1.0,1.0,1,1,22.07758620689655,21.0,2,32,8,Pittsburgh Steelers,pittsburgh-steelers
Josh Conerly Jr.,OT,108,108,104,1.0,1.0,1,1,27.64814814814815,30.5,9,32,13,Kansas City Chiefs,kansas-city-chiefs
Trey Amos,CB,68,68,65,1.0,1.0,1,1,27.573529411764707,29.0,20,32,10,Buffalo Bills,buffalo-bills
TreVeyon Henderson,RB,62,62,60,1.0,1.0,1,1,22.870967741935484,20.0,9,31,8,Denver Broncos,denver-broncos
