author_name,mock_name,mocks_scraped,avg_custom_accuracy_score,avg_simple_score_points,avg_simple_score_rate,avg_round_one_player_match_rate,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_correct_player_in_round_rate,avg_same_position_same_round_rate,avg_same_position_plus_minus_one_round_rate,avg_generous_score_points,avg_generous_score_rate,avg_mean_pick_abs_error
Joe Kuzma,Steel City Underground,1,55.55555555555556,5.0,0.5555555555555556,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,5.0,0.5555555555555556,
John Fennelly,Giants Wire,1,55.55555555555556,5.0,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,5.0,0.5555555555555556,
Kelsey Conway,Cincinnati.com,1,55.55555555555556,5.0,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,5.0,0.5555555555555556,
Mike Luciano,Titan Sized,1,52.38095238095239,11.0,0.5238095238095238,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,11.0,0.5238095238095238,
Jake Arthur,SI,1,51.85185185185185,14.0,0.5185185185185185,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4444444444444444,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,14.0,0.5185185185185185,
Mike Nicastro,Behind The Steel Curtain,1,50.0,9.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,9.0,0.5,
Dave Bryan,Steelers Depot,1,44.44444444444444,8.0,0.4444444444444444,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,8.0,0.4444444444444444,
Staff,TWSN,1,44.44444444444444,8.0,0.4444444444444444,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,8.0,0.4444444444444444,
Ashley Bastock,Cleveland.com,1,41.66666666666667,5.0,0.4166666666666667,0.25,0.0,0.5,0.0,0.5,1.0,0.25,0.0,0.5,5.0,0.4166666666666667,
Dan Duggan,The Athletic,1,41.66666666666667,10.0,0.4166666666666667,0.125,0.0,0.375,0.0,0.25,0.875,0.25,0.125,0.25,10.0,0.4166666666666667,
Staff,The Athletic,1,40.74074074074074,11.0,0.4074074074074074,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,0.5555555555555556,11.0,0.4074074074074074,
Greg Auman,Fox Sports,1,40.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,6.0,0.4,
Alex Kozora,Steelers Depot,1,38.88888888888889,7.0,0.3888888888888889,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.3333333333333333,7.0,0.3888888888888889,
