mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,correct_player_in_round_matches,same_position_same_round_matches,same_position_plus_minus_one_round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,correct_player_in_round_rate,same_position_same_round_rate,same_position_plus_minus_one_round_rate,generous_score_points,generous_score_max_points,generous_score_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/team-mock-drafts/2021/bengals-last-word-on-pro-football-2021-willie-lutz?date=2021-04-25,8,7,1,2,4,2,3,1,,,0,0,0.0,0.25,0.125,0.0,0.5,0.875,0.25,0.375,0.125,13,24,0.5416666666666666,13,24,0.5416666666666666,54.166666666666664,Last Word on Pro Football,Willie Lutz,04/25/21,https://lastwordonsports.com/nfl/2021/04/25/cincinnati-bengals-mock-draft-2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,8
/team-mock-drafts/2021/vikings-the-viking-age-2021-nik-edlund?date=2021-04-11,8,7,1,1,2,0,5,2,,,0,0,0.0,0.125,0.125,0.0,0.25,0.875,0.0,0.625,0.25,12,24,0.5,12,24,0.5,50.0,The Viking Age,Nik Edlund,04/11/21,https://thevikingage.com/2021/04/11/minnesota-vikings-mock-draft-pro-day/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,8
/team-mock-drafts/2021/bears-windy-city-gridiron-2021-lester-a-wiltfong-jr?date=2021-04-14,7,4,1,1,4,1,3,1,,,0,0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,10,21,0.47619047619047616,10,21,0.47619047619047616,47.61904761904761,Windy City Gridiron,Lester A. Wiltfong Jr.,04/14/21,https://www.windycitygridiron.com/2021/4/14/22381072/chicago-bears-7-round-swing-qb-mock-draft-nfl-justin-fields-dillon-radunz-simi-fehoko-trevon-grimes?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
/team-mock-drafts/2021/falcons-nfl-spin-zone-2021-lucas-schuh?date=2021-04-22,9,8,2,1,2,1,4,1,,,0,0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.4444444444444444,0.1111111111111111,12,27,0.4444444444444444,12,27,0.4444444444444444,44.44444444444444,NFL Spin Zone,Lucas Schuh,04/22/21,https://nflspinzone.com/2021/04/22/atlanta-falcons-7-round-mock-draft-kyle-pitts/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2021/cowboys-pro-football-network-2021-dalton-miller?date=2021-04-19,10,8,1,0,3,0,5,3,,,0,0,0.0,0.0,0.1,0.0,0.3,0.8,0.0,0.5,0.3,13,30,0.43333333333333335,13,30,0.43333333333333335,43.333333333333336,Pro Football Network,Dalton Miller,04/19/21,https://www.profootballnetwork.com/cowboys-mock-draft-2021-pre-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/team-mock-drafts/2021/49ers-niner-noise-2021-robert-morrison?date=2021-04-19,9,8,1,1,3,0,5,1,,,0,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,0.0,0.5555555555555556,0.1111111111111111,11,27,0.4074074074074074,11,27,0.4074074074074074,40.74074074074074,Niner Noise,Robert Morrison,04/19/21,https://ninernoise.com/2021/04/19/49ers-7-round-mock-draft-big-ten/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2021/vikings-si-2021-zack-patraw?date=2021-04-23,10,10,1,2,3,1,3,3,,,0,0,0.0,0.2,0.1,0.0,0.3,1.0,0.1,0.3,0.3,12,30,0.4,12,30,0.4,40.0,SI,Zack Patraw,04/23/21,https://www.si.com/nfl/draft/mocks/minnesota-vikings-7-round-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/team-mock-drafts/2021/lions-si-2021-daniel-kelly?date=2021-04-23,6,6,2,0,1,0,3,1,,,0,0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,0.5,0.16666666666666666,7,18,0.3888888888888889,7,18,0.3888888888888889,38.88888888888889,SI,Daniel Kelly,04/23/21,https://www.si.com/nfl/lions/news/kelly-lions-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,6
/team-mock-drafts/2021/steelers-behind-the-steel-curtain-2021-dave-schofield?date=2021-04-16,8,7,1,1,2,1,2,2,,,0,0,0.0,0.125,0.125,0.0,0.25,0.875,0.125,0.25,0.25,9,24,0.375,9,24,0.375,37.5,Behind The Steel Curtain,Dave Schofield,04/16/21,https://www.behindthesteelcurtain.com/2021/4/16/22387546/2021-nfl-mock-draft-determining-all-8-pittsburgh-steelers-selections-najee-harris-asante-samuel-jr?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,8
/team-mock-drafts/2021/steelers-pittsburgh-post-gazette-2021-ray-fittipaldo?date=2021-04-28,8,6,1,1,3,1,2,2,,,0,0,0.0,0.125,0.125,0.0,0.375,0.75,0.125,0.25,0.25,9,24,0.375,9,24,0.375,37.5,Pittsburgh Post Gazette,Ray Fittipaldo,04/28/21,https://www.post-gazette.com/sports/steelers/2021/04/28/pittsburgh-steelers-nfl-mock-draft-najee-harris-creed-humphrey/stories/202104280020?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,8
/team-mock-drafts/2021/chargers-with-the-first-pick-2021-geoffrey-godfrey?date=2021-04-22,9,7,1,2,4,2,1,2,,,0,0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,10,27,0.37037037037037035,10,27,0.37037037037037035,37.03703703703704,With The First Pick,Geoffrey Godfrey,04/22/21,https://withthefirstpick.com/2021/04/22/chargers-mock-slater-samuel-roche/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2021/cowboys-the-landry-hat-2021-tyrone-starr?date=2021-04-24,10,8,1,0,2,0,4,3,,,0,0,0.0,0.0,0.1,0.0,0.2,0.8,0.0,0.4,0.3,11,30,0.36666666666666664,11,30,0.36666666666666664,36.666666666666664,The Landry Hat,Tyrone Starr,04/24/21,https://thelandryhat.com/2021/04/24/dallas-cowboys-go-defensive-7-round-mock/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/team-mock-drafts/2021/packers-grueling-truth-2021-samuel-teets?date=2021-04-19,10,7,0,0,0,0,4,3,,,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.4,0.3,11,30,0.36666666666666664,11,30,0.36666666666666664,36.666666666666664,Grueling Truth,Samuel Teets,04/19/21,https://thegruelingtruth.com/football/nfl/green-bay-packers-seven-round-2021-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/team-mock-drafts/2021/lions-nfl-mocks-2021-dan-schmelzer?date=2021-04-22,6,5,1,2,4,1,0,3,,,0,0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.5,6,18,0.3333333333333333,6,18,0.3333333333333333,33.33333333333333,NFL Mocks,Dan Schmelzer,04/22/21,https://nflmocks.com/2021/04/22/detroit-lions-stability-7-round-2021-nfl-mock-draft/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,6
/team-mock-drafts/2021/broncos-predominately-orange-2021-graham-tiedtke?date=2021-04-28,5,5,2,1,1,1,1,0,,,0,0,0.0,0.2,0.4,0.0,0.2,1.0,0.2,0.2,0.0,5,15,0.3333333333333333,5,15,0.3333333333333333,33.33333333333333,Predominately Orange,Graham Tiedtke,04/28/21,https://predominantlyorange.com/2021/04/28/denver-broncos-defense-mock-draft-2/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,5
