author_name,mock_name,mocks_scraped,avg_custom_accuracy_score,avg_simple_score_points,avg_simple_score_rate,avg_round_one_player_match_rate,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_mean_pick_abs_error
Josh Norris,Underdog Fantasy,1,61.458333333333336,59.0,0.6145833333333334,0.84375,0.4375,0.5,0.5,0.84375,1.0,4.8125
Charles Davis,NFL.com,1,57.291666666666664,55.0,0.5729166666666666,0.84375,0.40625,0.4375,0.4375,0.84375,1.0,5.25
Charlie Campbell,Walter Football,1,56.25,54.0,0.5625,0.875,0.34375,0.40625,0.5,0.875,1.0,3.5
Harris Oates,Draft ID,1,54.166666666666664,52.0,0.5416666666666666,0.8125,0.21875,0.40625,0.28125,0.8125,1.0,11.5
Walter Cherepinsky,Walter Football,1,54.166666666666664,52.0,0.5416666666666666,0.875,0.34375,0.375,0.34375,0.875,1.0,3.09375
Garion Thorne,Draft Kings,1,53.333333333333336,16.0,0.5333333333333333,1.0,0.3,0.3,0.5,1.0,1.0,2.8
Ryan Wilson,CBS,1,53.125,51.0,0.53125,0.78125,0.3125,0.40625,0.40625,0.78125,1.0,7.21875
Staff,ESPN,1,53.125,51.0,0.53125,0.78125,0.3125,0.40625,0.5,0.78125,1.0,7.96875
Zach Cohen,NFL Spin Zone,1,53.125,51.0,0.53125,0.84375,0.375,0.375,0.375,0.84375,1.0,5.53125
Anthony Staggs,4 For 4,1,52.083333333333336,50.0,0.5208333333333334,0.8125,0.28125,0.375,0.4375,0.8125,1.0,6.6875
Ben Axelrod,WKYC,1,52.083333333333336,50.0,0.5208333333333334,0.8125,0.34375,0.375,0.4375,0.8125,1.0,5.90625
Jacob Infante,Windy City Gridiron,1,52.083333333333336,50.0,0.5208333333333334,0.8125,0.34375,0.375,0.46875,0.8125,1.0,7.15625
Jordan Reid,The Draft Network,1,52.083333333333336,50.0,0.5208333333333334,0.8125,0.34375,0.375,0.4375,0.8125,1.0,7.34375
Zach Goodall,SI,1,51.041666666666664,49.0,0.5104166666666666,0.78125,0.3125,0.375,0.40625,0.78125,1.0,7.03125
Brendan Donahue,Sharp Football Analysis,1,51.041666666666664,49.0,0.5104166666666666,0.84375,0.3125,0.34375,0.375,0.84375,1.0,4.9375
Jacob Camenker,Riggo's Rag,1,51.041666666666664,49.0,0.5104166666666666,0.84375,0.34375,0.34375,0.46875,0.84375,1.0,5.09375
Maddy Hudak,Saints Wire,1,50.0,48.0,0.5,0.8125,0.25,0.34375,0.4375,0.8125,1.0,6.53125
Andrew Wilbar,Behind The Steel Curtain,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.28125,0.34375,0.375,0.78125,1.0,7.375
Dalton Miller,Pro Football Network,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.40625,0.34375,0.4375,0.78125,1.0,8.46875
Eddie Brown,San Diego Union Tribune,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.25,0.34375,0.34375,0.78125,1.0,7.59375
Justin Melo,The Draft Network,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.28125,0.34375,0.3125,0.78125,1.0,7.03125
Les Bowen,Philadelphia Inquirer,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.3125,0.34375,0.4375,0.78125,1.0,6.375
Ryan Pawloski,Still Curtain,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.28125,0.34375,0.3125,0.78125,1.0,8.875
Staff,UK Draft,1,48.95833333333333,47.0,0.4895833333333333,0.78125,0.3125,0.34375,0.40625,0.78125,1.0,8.03125
Michael Campbell,The Draft Zone,1,47.91666666666667,46.0,0.4791666666666667,0.75,0.25,0.34375,0.3125,0.75,1.0,8.5
Albert Breer,SI,1,47.91666666666667,46.0,0.4791666666666667,0.8125,0.3125,0.3125,0.375,0.8125,1.0,6.09375
Andy McNamara,Sportsnet,1,47.91666666666667,46.0,0.4791666666666667,0.8125,0.25,0.3125,0.375,0.8125,1.0,7.21875
Benjamin Solak,The Draft Network,1,47.91666666666667,46.0,0.4791666666666667,0.8125,0.3125,0.3125,0.34375,0.8125,1.0,6.375
Michael Middlehurst-Schwartz,USA Today,1,47.91666666666667,46.0,0.4791666666666667,0.8125,0.3125,0.3125,0.4375,0.8125,1.0,5.875
Peter King,NBC Sports,1,47.91666666666667,46.0,0.4791666666666667,0.8125,0.3125,0.3125,0.3125,0.8125,1.0,5.21875
Joe Giglio,NJ.com,1,47.31182795698925,44.0,0.4731182795698925,0.7741935483870968,0.22580645161290322,0.3225806451612903,0.3225806451612903,0.7741935483870968,1.0,7.129032258064516
Chris Trapasso,CBS,1,46.875,45.0,0.46875,0.71875,0.25,0.34375,0.28125,0.71875,1.0,9.71875
Andrew Aziz,Stampede Blue,1,46.875,45.0,0.46875,0.78125,0.1875,0.3125,0.3125,0.78125,1.0,8.09375
Brian Johannes,The Huddle Report,1,46.875,45.0,0.46875,0.78125,0.34375,0.3125,0.375,0.78125,1.0,7.25
Dan Kadar,Akron Beacon Journal,1,46.875,45.0,0.46875,0.78125,0.25,0.3125,0.375,0.78125,1.0,6.625
James Rapien,SI,1,46.875,45.0,0.46875,0.78125,0.21875,0.3125,0.28125,0.78125,1.0,10.40625
Jimmy Kempski,Philly Voice,1,46.875,45.0,0.46875,0.78125,0.25,0.3125,0.4375,0.78125,1.0,6.875
Lance Zierlein,NFL.com,1,46.875,45.0,0.46875,0.78125,0.28125,0.3125,0.4375,0.78125,1.0,5.59375
Mike Mulhern,NBC Sports Philadelphia,1,46.875,45.0,0.46875,0.78125,0.1875,0.3125,0.25,0.78125,1.0,7.0625
Eric Edholm,Yahoo Sports,1,46.875,45.0,0.46875,0.84375,0.21875,0.28125,0.40625,0.84375,1.0,6.40625
John Daigle,NBC Sports,1,46.875,45.0,0.46875,0.84375,0.28125,0.28125,0.40625,0.84375,1.0,6.34375
Matthew Freedman,Action Network,1,46.875,45.0,0.46875,0.84375,0.25,0.28125,0.4375,0.84375,1.0,6.03125
Steve Seufert,Primetime Sports Talk,1,46.875,45.0,0.46875,0.84375,0.28125,0.28125,0.40625,0.84375,1.0,4.8125
Dakota Cox,Bama Hammer,1,45.83333333333333,44.0,0.4583333333333333,0.75,0.3125,0.3125,0.375,0.75,1.0,6.8125
Nelson Espinal,UCSD Guardian,1,45.83333333333333,44.0,0.4583333333333333,0.75,0.28125,0.3125,0.40625,0.75,1.0,8.21875
Jeff Schudel,News Herald,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.25,0.28125,0.40625,0.8125,1.0,6.0
Kyle Crabbs,The Draft Network,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.25,0.28125,0.3125,0.8125,1.0,4.3125
Omar Kelly,Sun Sentinel,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.21875,0.28125,0.25,0.8125,1.0,6.96875
Reuben Frank,NBC Sports Philadelphia,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.21875,0.28125,0.46875,0.8125,1.0,6.625
Staff,Draftwire,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.25,0.28125,0.4375,0.8125,1.0,7.3125
Staff,Tankathon,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.25,0.28125,0.28125,0.8125,1.0,6.125
Staff,The Draft Network,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.25,0.28125,0.40625,0.8125,1.0,6.84375
Steve Serby,NY Post,1,45.83333333333333,44.0,0.4583333333333333,0.8125,0.3125,0.28125,0.34375,0.8125,1.0,5.1875
Joe Marino,The Draft Network,1,45.83333333333333,44.0,0.4583333333333333,0.875,0.28125,0.25,0.40625,0.875,1.0,4.9375
Brett Gibbons,The Lines,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.25,0.28125,0.40625,0.78125,1.0,6.96875
Clint Lamb,Outkick,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.21875,0.28125,0.34375,0.78125,1.0,8.4375
Jeremy Bissett,The Huddle Report,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.21875,0.28125,0.34375,0.78125,1.0,8.46875
Jon Ledyard,Pewter Report,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.3125,0.28125,0.3125,0.78125,1.0,7.3125
Josh Edwards,CBS,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.21875,0.28125,0.3125,0.78125,1.0,7.6875
Mike Tagliere,Fantasy Pros,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.25,0.28125,0.34375,0.78125,1.0,6.78125
Vinnie Iyer,Sporting News,1,44.79166666666667,43.0,0.4479166666666667,0.78125,0.21875,0.28125,0.4375,0.78125,1.0,6.5625
Ben Allbright,Pro Football Network,1,44.79166666666667,43.0,0.4479166666666667,0.84375,0.3125,0.25,0.28125,0.84375,1.0,5.28125
Nate Davis,USA Today,1,44.086021505376344,41.0,0.44086021505376344,0.8064516129032258,0.22580645161290322,0.25806451612903225,0.25806451612903225,0.8064516129032258,1.0,6.709677419354839
Joe Gilbert,Waiting For Next Year,1,43.75,42.0,0.4375,0.6875,0.28125,0.3125,0.34375,0.6875,1.0,12.125
Conor Orr,SI,1,43.75,42.0,0.4375,0.75,0.21875,0.28125,0.40625,0.75,1.0,8.46875
Dave Zangaro,NBC Sports Philadelphia,1,43.75,42.0,0.4375,0.75,0.125,0.28125,0.25,0.75,1.0,7.6875
Ian Hartitz,Pro Football Focus,1,43.75,42.0,0.4375,0.75,0.25,0.28125,0.34375,0.75,1.0,8.1875
Jaime Eisner,The Draft Network,1,43.75,42.0,0.4375,0.75,0.3125,0.28125,0.375,0.75,1.0,7.78125
Jeremy Hayes,Buzzfeed,1,43.75,42.0,0.4375,0.75,0.1875,0.28125,0.25,0.75,1.0,8.15625
Levi Damien,Raiders Wire,1,43.75,42.0,0.4375,0.75,0.28125,0.28125,0.34375,0.75,1.0,10.15625
Michael Renner,Pro Football Focus,1,43.75,42.0,0.4375,0.75,0.21875,0.28125,0.3125,0.75,1.0,7.21875
Staff,Cards Wire,1,43.75,42.0,0.4375,0.75,0.21875,0.28125,0.34375,0.75,1.0,7.28125
Bruce Nolan,Buffalo Rumblings,1,43.75,42.0,0.4375,0.8125,0.21875,0.25,0.25,0.8125,1.0,6.8125
Dan Hope,Eleven Warriors,1,43.75,42.0,0.4375,0.8125,0.1875,0.25,0.34375,0.8125,1.0,6.84375
David Howman,Blogging The Boys,1,43.75,42.0,0.4375,0.8125,0.1875,0.25,0.4375,0.8125,1.0,8.5
Matt Lombardo,Fansided,1,43.75,42.0,0.4375,0.8125,0.25,0.25,0.40625,0.8125,1.0,9.28125
Matthew Valdovinos,Pro Football Network,1,43.75,42.0,0.4375,0.8125,0.21875,0.25,0.34375,0.8125,1.0,8.34375
Mike Schneid,Mike Drop Sports,1,43.75,42.0,0.4375,0.8125,0.21875,0.25,0.3125,0.8125,1.0,6.46875
Pete Prisco,CBS,1,43.75,42.0,0.4375,0.8125,0.28125,0.25,0.46875,0.8125,1.0,6.3125
Staff,USA Today,1,43.75,42.0,0.4375,0.8125,0.25,0.25,0.40625,0.8125,1.0,6.5625
Trevor Sikkema,The Draft Network,1,43.75,42.0,0.4375,0.8125,0.25,0.25,0.4375,0.8125,1.0,6.375
Nick O'Malley,Mass Live,1,43.01075268817204,40.0,0.43010752688172044,0.7741935483870968,0.12903225806451613,0.25806451612903225,0.22580645161290322,0.7741935483870968,1.0,7.419354838709677
A.J. Schulte,Pro Football Network,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.25,0.25,0.3125,0.78125,1.0,8.25
Evan Silva,Establish The Run,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.25,0.25,0.28125,0.78125,1.0,6.0
Jason Pruett,DRAFTPLEX,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.25,0.25,0.40625,0.78125,1.0,6.21875
John Laub,Football Diehards,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.09375,0.25,0.1875,0.78125,1.0,7.84375
Josh Schrock,NBC Sports Bayarea,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.21875,0.25,0.34375,0.78125,1.0,6.75
Kevin Hanson,EDS Football,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.1875,0.25,0.25,0.78125,1.0,7.0
Mark Inabinett,AL.com,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.1875,0.25,0.28125,0.78125,1.0,7.03125
Micky McKeon,Mockout,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.25,0.25,0.40625,0.78125,1.0,8.40625
Ryan McCrystal,Sharp Football Analysis,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.21875,0.25,0.4375,0.78125,1.0,7.375
Staff,Loaded Box Podcast,1,42.70833333333333,41.0,0.4270833333333333,0.78125,0.21875,0.25,0.3125,0.78125,1.0,8.1875
James Dator,SB Nation,1,42.70833333333333,41.0,0.4270833333333333,0.84375,0.21875,0.21875,0.34375,0.84375,1.0,7.3125
Staff,Pro Football Focus,1,41.66666666666667,40.0,0.4166666666666667,0.6875,0.1875,0.28125,0.28125,0.6875,1.0,9.1875
Andersen Pickard,Primetime Sports Talk,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.375,0.25,0.34375,0.75,1.0,6.15625
Ben Raven,M Live,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.15625,0.25,0.3125,0.75,1.0,8.0
Chris Ransom,Draft Utopia,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.21875,0.25,0.40625,0.75,1.0,9.90625
Daniel Kitchen,Steelers Depot,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.21875,0.25,0.40625,0.75,1.0,8.25
Dylan Mickanen,NBC Sports Northwest,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.1875,0.25,0.28125,0.75,1.0,9.53125
Kamran Nia,Primetime Sports Talk,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.21875,0.25,0.28125,0.75,1.0,9.8125
Marcus Mosher,The Game Day,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.25,0.25,0.375,0.75,1.0,8.03125
Roy Countryman,SI,1,41.66666666666667,40.0,0.4166666666666667,0.75,0.21875,0.25,0.28125,0.75,1.0,8.59375
