player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Rashod Bateman,WR,182,182,168,1.0,1.0,1,1,24.25824175824176,23.0,15,32,19,Baltimore Ravens,baltimore-ravens
Trevon Moehrig-Woodard,S,181,181,166,1.0,1.0,1,1,24.933701657458563,25.0,14,32,16,Jacksonville Jaguars,jacksonville-jaguars
Jayson Oweh,EDGE,147,147,138,1.0,1.0,1,1,27.816326530612244,28.0,18,32,17,Baltimore Ravens,baltimore-ravens
Elijah Moore,WR,133,133,124,1.0,1.0,1,1,25.57894736842105,26.0,16,32,14,Tennessee Titans,tennessee-titans
Gregory Rousseau,EDGE,119,119,114,1.0,1.0,1,1,25.100840336134453,26.0,9,32,21,Baltimore Ravens,baltimore-ravens
Jamin Davis,LB,107,107,98,1.0,1.0,1,1,24.94392523364486,26.0,15,32,15,Cleveland Browns,cleveland-browns
Kadarius Toney,WR,104,104,97,1.0,1.0,1,1,26.317307692307693,28.0,15,32,17,Green Bay Packers,green-bay-packers
Travis Etienne,RB,100,100,96,1.0,1.0,1,1,26.4,29.5,16,32,9,Buffalo Bills,buffalo-bills
Terrace Marshall Jr.,WR,83,83,74,1.0,1.0,1,1,27.253012048192772,27.0,20,32,10,Baltimore Ravens,baltimore-ravens
Asante Samuel Jr.,CB,79,79,74,1.0,1.0,1,1,28.17721518987342,29.0,22,32,12,Buffalo Bills,buffalo-bills
Samuel Cosmi,OT,77,77,70,1.0,1.0,1,1,25.324675324675326,25.0,18,32,14,Indianapolis Colts,indianapolis-colts
Alex Leatherwood,OT,62,62,58,1.0,1.0,1,1,27.241935483870968,29.0,17,32,14,Baltimore Ravens,baltimore-ravens
Joe Tryon,EDGE,60,60,57,1.0,1.0,1,1,29.0,30.0,21,32,9,Tampa Bay Buccaneers,tampa-bay-buccaneers
Liam Eichenberg,OT,44,44,44,1.0,1.0,1,1,26.84090909090909,29.0,17,31,10,Baltimore Ravens,baltimore-ravens
Landon Dickerson,IOL,43,43,43,1.0,1.0,1,1,27.976744186046513,29.0,17,32,10,Baltimore Ravens,baltimore-ravens
Rondale Moore,WR,42,42,42,1.0,1.0,1,1,28.11904761904762,29.0,20,32,12,Tampa Bay Buccaneers,tampa-bay-buccaneers
Jalen Mayfield,OT,39,39,37,1.0,1.0,1,1,26.23076923076923,25.0,17,31,11,Kansas City Chiefs,kansas-city-chiefs
Eric Stokes,CB,30,30,30,1.0,1.0,1,1,27.833333333333332,28.5,22,32,7,New Orleans Saints,new-orleans-saints
Creed Humphrey,IOL,26,26,23,1.0,1.0,1,1,26.192307692307693,28.0,11,31,6,Baltimore Ravens,baltimore-ravens
Dillon Radunz,OT,22,22,21,1.0,1.0,1,1,27.818181818181817,29.0,20,32,9,Baltimore Ravens,baltimore-ravens
Joseph Ossai,EDGE,22,22,20,1.0,1.0,1,1,29.272727272727273,30.0,18,32,7,Buffalo Bills,buffalo-bills
Levi Onwuzurike,DL,21,21,21,1.0,1.0,1,1,30.047619047619047,32.0,25,32,6,Tampa Bay Buccaneers,tampa-bay-buccaneers
Tyson Campbell,CB,20,20,20,1.0,1.0,1,1,27.75,28.0,21,32,7,New Orleans Saints,new-orleans-saints
Carlos Basham Jr.,EDGE,17,17,16,1.0,1.0,1,1,26.941176470588236,27.0,18,32,8,Baltimore Ravens,baltimore-ravens
Javonte Williams,RB,16,16,15,1.0,1.0,1,1,27.5625,30.0,18,32,5,Buffalo Bills,buffalo-bills
Nick Bolton,LB,11,11,11,1.0,1.0,1,1,28.545454545454547,28.0,24,32,5,New Orleans Saints,new-orleans-saints
Davis Mills,QB,10,10,10,1.0,1.0,1,1,28.9,31.5,19,32,4,Tampa Bay Buccaneers,tampa-bay-buccaneers
Ifeatu Melifonwu,CB,9,9,9,1.0,1.0,1,1,28.88888888888889,30.0,21,32,6,Buffalo Bills,buffalo-bills
Pat Freiermuth,TE,7,7,7,1.0,1.0,1,1,27.0,25.0,25,30,2,Jacksonville Jaguars,jacksonville-jaguars
Wyatt Davis,IOL,6,6,6,1.0,1.0,1,1,25.166666666666668,27.0,14,30,5,Green Bay Packers,green-bay-packers
Richie Grant,S,5,5,5,1.0,1.0,1,1,27.2,25.0,22,32,4,Jacksonville Jaguars,jacksonville-jaguars
Elijah Molden,CB,5,5,5,1.0,1.0,1,1,29.0,29.0,25,32,4,Tampa Bay Buccaneers,tampa-bay-buccaneers
Walker Little,OT,5,5,5,1.0,1.0,1,1,29.0,31.0,23,31,4,Kansas City Chiefs,kansas-city-chiefs
Dyami Brown,WR,4,4,4,1.0,1.0,1,1,29.0,30.0,25,31,3,Baltimore Ravens,baltimore-ravens
Kelvin Joseph,CB,3,3,3,1.0,1.0,1,1,23.333333333333332,26.0,16,28,3,Arizona Cardinals,arizona-cardinals
Kyle Trask,QB,3,3,3,1.0,1.0,1,1,29.0,28.0,27,32,3,Chicago Bears,chicago-bears
Quinn Meinerz,IOL,3,3,3,1.0,1.0,1,1,25.666666666666668,30.0,17,30,2,Buffalo Bills,buffalo-bills
Daviyon Nixon,DL,3,3,3,1.0,1.0,1,1,31.0,32.0,29,32,2,Green Bay Packers,green-bay-packers
Kellen Mond,QB,3,3,3,1.0,1.0,1,1,27.666666666666668,32.0,19,32,2,Tampa Bay Buccaneers,tampa-bay-buccaneers
Spencer Brown,OT,2,2,2,1.0,1.0,1,1,24.0,24.0,17,31,2,Kansas City Chiefs,kansas-city-chiefs
Jabril Cox,LB,2,2,2,1.0,1.0,1,1,27.0,27.0,26,28,2,Cleveland Browns,cleveland-browns
Baron Browning,LB,2,2,2,1.0,1.0,1,1,27.5,27.5,26,29,2,Cleveland Browns,cleveland-browns
Jevon Holland,S,2,2,2,1.0,1.0,1,1,27.5,27.5,25,30,2,Buffalo Bills,buffalo-bills
Ronnie Perkins,EDGE,2,2,2,1.0,1.0,1,1,31.0,31.0,30,32,2,Buffalo Bills,buffalo-bills
Jaylen Twyman,DL,1,1,1,1.0,1.0,1,1,27.0,27.0,27,27,1,Baltimore Ravens,baltimore-ravens
Trey Smith,IOL,1,1,1,1.0,1.0,1,1,27.0,27.0,27,27,1,Minnesota Vikings,minnesota-vikings
Osa Odighizuwa,DL,1,1,1,1.0,1.0,1,1,28.0,28.0,28,28,1,New Orleans Saints,new-orleans-saints
Rashad Weaver,EDGE,1,1,1,1.0,1.0,1,1,30.0,30.0,30,30,1,Buffalo Bills,buffalo-bills
Alim McNeill,DL,1,1,1,1.0,1.0,1,1,31.0,31.0,31,31,1,Baltimore Ravens,baltimore-ravens
Milton Williams,DL,1,1,1,1.0,1.0,1,1,32.0,32.0,32,32,1,Tampa Bay Buccaneers,tampa-bay-buccaneers
