team_slug,team_name,player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_mock_count,share_of_team_picks
arizona-cardinals,Arizona Cardinals,Asante Samuel Jr.,CB,2,2,2,2.0,2.0,2,2,,,,,31,0.06451612903225806
arizona-cardinals,Arizona Cardinals,Najee Harris,RB,2,2,2,1.0,1.0,1,1,,,,,31,0.06451612903225806
arizona-cardinals,Arizona Cardinals,Sadarius Hutcherson,IOL,2,2,2,5.5,5.5,5,6,,,,,31,0.06451612903225806
arizona-cardinals,Arizona Cardinals,Amon-Ra St. Brown,WR,1,1,1,3.0,3.0,3,3,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Anthony Hines III,LB,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Brett Heggie,IOL,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Brevin Jordan,TE,1,1,1,2.0,2.0,2,2,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Charles Snowden,LB,1,1,1,5.0,5.0,5,5,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Chuba Hubbard,RB,1,1,1,4.0,4.0,4,4,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,D.J. Daniel,CB,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Damonte Coxie,WR,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Dax Milne,WR,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Dylan Moses,LB,1,1,1,4.0,4.0,4,4,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Greg Newsome II,CB,1,1,1,1.0,1.0,1,1,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Hunter Long,TE,1,1,1,3.0,3.0,3,3,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Jaelon Darden,WR,1,1,1,6.0,6.0,6,6,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Jaycee Horn,CB,1,1,1,1.0,1.0,1,1,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Joshua Kaindoh,EDGE,1,1,1,5.0,5.0,5,5,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,K.J. Britt,LB,1,1,1,7.0,7.0,7,7,,,,,31,0.03225806451612903
arizona-cardinals,Arizona Cardinals,Kelvin Joseph,CB,1,1,1,2.0,2.0,2,2,,,,,31,0.03225806451612903
