author_name,mock_name,mocks_scraped,avg_custom_accuracy_score,avg_simple_score_points,avg_simple_score_rate,avg_round_one_player_match_rate,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_correct_player_in_round_rate,avg_same_position_same_round_rate,avg_same_position_plus_minus_one_round_rate,avg_generous_score_points,avg_generous_score_rate,avg_mean_pick_abs_error
Willie Lutz,Last Word on Pro Football,1,54.166666666666664,13.0,0.5416666666666666,0.125,0.0,0.25,0.0,0.5,0.875,0.25,0.375,0.125,13.0,0.5416666666666666,
Nik Edlund,The Viking Age,1,50.0,12.0,0.5,0.125,0.0,0.125,0.0,0.25,0.875,0.0,0.625,0.25,12.0,0.5,
Lester A. Wiltfong Jr.,Windy City Gridiron,1,47.61904761904761,10.0,0.47619047619047616,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,10.0,0.47619047619047616,
Lucas Schuh,NFL Spin Zone,1,44.44444444444444,12.0,0.4444444444444444,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.4444444444444444,0.1111111111111111,12.0,0.4444444444444444,
Robert Morrison,Niner Noise,1,40.74074074074074,11.0,0.4074074074074074,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,0.0,0.5555555555555556,0.1111111111111111,11.0,0.4074074074074074,
Daniel Kelly,SI,1,38.88888888888889,7.0,0.3888888888888889,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.5,0.16666666666666666,7.0,0.3888888888888889,
Dave Schofield,Behind The Steel Curtain,1,37.5,9.0,0.375,0.125,0.0,0.125,0.0,0.25,0.875,0.125,0.25,0.25,9.0,0.375,
Ray Fittipaldo,Pittsburgh Post Gazette,1,37.5,9.0,0.375,0.125,0.0,0.125,0.0,0.375,0.75,0.125,0.25,0.25,9.0,0.375,
Geoffrey Godfrey,With The First Pick,1,37.03703703703704,10.0,0.37037037037037035,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,10.0,0.37037037037037035,
Tyrone Starr,The Landry Hat,1,36.666666666666664,11.0,0.36666666666666664,0.1,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.3,11.0,0.36666666666666664,
Graham Tiedtke,Predominately Orange,1,33.33333333333333,5.0,0.3333333333333333,0.4,0.0,0.2,0.0,0.2,1.0,0.2,0.2,0.0,5.0,0.3333333333333333,
Ryan Heckman,Da Windy City,1,33.33333333333333,6.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,0.8333333333333334,0.0,0.3333333333333333,0.3333333333333333,6.0,0.3333333333333333,
Zack Pearson,247 Sports,1,33.33333333333333,8.0,0.3333333333333333,0.125,0.0,0.125,0.0,0.375,0.875,0.125,0.25,0.125,8.0,0.3333333333333333,
Luke Easterling,Bucs Wire,1,33.33333333333333,8.0,0.3333333333333333,0.0,0.0,0.125,0.0,0.125,0.875,0.0,0.375,0.25,8.0,0.3333333333333333,
Paul Schwartz,NY Post,1,33.33333333333333,6.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,6.0,0.3333333333333333,
Cory Kinnan,With The First Pick,1,33.33333333333333,4.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.5,0.0,4.0,0.3333333333333333,
John Owning,The Dallas Morning News,1,33.33333333333333,9.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,0.3333333333333333,
Kyle Madson,Niners Wire,1,33.33333333333333,7.0,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.8571428571428571,0.0,0.2857142857142857,0.42857142857142855,7.0,0.3333333333333333,
Dalton Miller,Pro Football Network,2,30.925925925925927,9.0,0.30925925925925923,0.1611111111111111,0.0,0.05555555555555555,0.0,0.31666666666666665,0.8444444444444444,0.0,0.3055555555555556,0.31666666666666665,9.0,0.30925925925925923,
Ralph Vacchiano,SNY,2,30.0,5.0,0.3,0.3833333333333333,0.0,0.1,0.0,0.4666666666666667,0.9166666666666667,0.1,0.25,0.1,5.0,0.3,
Jimmy Kempski,Philly Voice,1,30.0,9.0,0.3,0.1,0.0,0.1,0.0,0.3,0.8,0.1,0.2,0.2,9.0,0.3,
Matthew Lenix,Inside The Star,1,30.0,9.0,0.3,0.1,0.0,0.0,0.0,0.3,0.7,0.0,0.3,0.3,9.0,0.3,
Darin McCann,Ebony Bird,1,30.0,9.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.5,9.0,0.3,
Gino Tomaselli,Cowboys Coffee Talk,1,29.629629629629626,8.0,0.2962962962962963,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,0.0,0.3333333333333333,0.2222222222222222,8.0,0.2962962962962963,
Andrew Callahan,Boston Herald,1,29.166666666666668,7.0,0.2916666666666667,0.125,0.0,0.125,0.0,0.375,0.75,0.125,0.125,0.25,7.0,0.2916666666666667,
Jon Heath,Broncos Wire,1,29.166666666666668,7.0,0.2916666666666667,0.125,0.0,0.125,0.0,0.125,0.75,0.125,0.25,0.0,7.0,0.2916666666666667,
Brad Weiss,Just Blog Baby,1,29.166666666666668,7.0,0.2916666666666667,0.0,0.0,0.125,0.0,0.25,1.0,0.125,0.25,0.0,7.0,0.2916666666666667,
Jonah Hovis,NFL Mocks,1,29.166666666666668,7.0,0.2916666666666667,0.25,0.0,0.0,0.0,0.25,0.875,0.0,0.25,0.375,7.0,0.2916666666666667,
Steven Mullenax,The Landry Hat,1,29.166666666666668,7.0,0.2916666666666667,0.25,0.0,0.0,0.0,0.125,0.75,0.0,0.375,0.125,7.0,0.2916666666666667,
Cole Thompson,Fansided,1,29.166666666666668,7.0,0.2916666666666667,0.125,0.0,0.0,0.0,0.5,0.75,0.0,0.25,0.375,7.0,0.2916666666666667,
Justin Bell,Overtime Heroics,1,29.166666666666668,7.0,0.2916666666666667,0.125,0.0,0.0,0.0,0.25,0.625,0.0,0.125,0.625,7.0,0.2916666666666667,
Christian Borman,Lombardi Ave,1,28.57142857142857,6.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,1.0,0.0,0.2857142857142857,0.2857142857142857,6.0,0.2857142857142857,
Luke Parrish,The Viking Age,1,28.57142857142857,6.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.42857142857142855,0.0,6.0,0.2857142857142857,
Paul Bretl,Dairyland Express,1,28.57142857142857,6.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.2857142857142857,0.2857142857142857,6.0,0.2857142857142857,
Vincent Frank,Sportsnaut,1,27.77777777777778,10.0,0.2777777777777778,0.16666666666666666,0.0,0.16666666666666666,0.0,0.4166666666666667,0.9166666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,10.0,0.2777777777777778,
Timothy Rodriguez,With The First Pick,1,27.77777777777778,5.0,0.2777777777777778,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,5.0,0.2777777777777778,
Nick Farabaugh,Pro Football Network,2,27.777777777777775,7.5,0.2777777777777778,0.1111111111111111,0.0,0.05555555555555555,0.0,0.2222222222222222,0.8888888888888888,0.0,0.2777777777777778,0.2777777777777778,7.5,0.2777777777777778,
Benedetto Vitale,Overtime Heroics,2,27.083333333333332,6.0,0.2708333333333333,0.20535714285714285,0.0,0.0625,0.0,0.3839285714285714,0.7946428571428572,0.0625,0.21428571428571427,0.19642857142857142,6.0,0.2708333333333333,
Dan Schmelzer,NFL Mocks,3,26.944444444444443,6.333333333333333,0.26944444444444443,0.13055555555555556,0.0,0.18611111111111112,0.0,0.4472222222222222,0.8694444444444445,0.08888888888888889,0.08333333333333333,0.375,6.333333333333333,0.26944444444444443,
Garrett Ballard,With The First Pick,1,26.666666666666668,8.0,0.26666666666666666,0.1,0.0,0.1,0.0,0.5,0.9,0.1,0.1,0.3,8.0,0.26666666666666666,
Shaun Calderon,Titans Wire,1,25.925925925925924,7.0,0.25925925925925924,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,0.2222222222222222,0.3333333333333333,7.0,0.25925925925925924,
Mike Moraitis,Titans Wire,1,25.925925925925924,7.0,0.25925925925925924,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.6666666666666666,0.0,0.1111111111111111,0.5555555555555556,7.0,0.25925925925925924,
Joseph Haggan,The IDP Guys,1,25.925925925925924,7.0,0.25925925925925924,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.8888888888888888,0.0,0.3333333333333333,0.1111111111111111,7.0,0.25925925925925924,
Joseph Herff,Bear Goggles On,1,25.0,6.0,0.25,0.125,0.0,0.125,0.0,0.375,1.0,0.0,0.125,0.5,6.0,0.25,
Michael H. Vu,The Landry Hat,1,25.0,3.0,0.25,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.25,3.0,0.25,
Jason Willis,Raider Ramble,1,25.0,6.0,0.25,0.125,0.0,0.0,0.0,0.25,1.0,0.0,0.25,0.25,6.0,0.25,
Justin Fried,The Jet Press,1,23.809523809523807,5.0,0.23809523809523808,0.2857142857142857,0.0,0.14285714285714285,0.0,0.5714285714285714,1.0,0.14285714285714285,0.0,0.2857142857142857,5.0,0.23809523809523808,
A.J. Fagerlin,NFL Mocks,1,23.809523809523807,5.0,0.23809523809523808,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,5.0,0.23809523809523808,
Logan Lamorandier,SI,1,23.809523809523807,5.0,0.23809523809523808,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143,1.0,0.0,0.14285714285714285,0.42857142857142855,5.0,0.23809523809523808,
Rob Schwarz Jr.,Bear Goggles On,1,23.809523809523807,5.0,0.23809523809523808,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.2857142857142857,0.14285714285714285,5.0,0.23809523809523808,
Zach Hicks,Stampede Blue,1,23.809523809523807,5.0,0.23809523809523808,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.14285714285714285,0.42857142857142855,5.0,0.23809523809523808,
Rob Leeds,Pewter Plank,1,23.809523809523807,5.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.14285714285714285,5.0,0.23809523809523808,
Ben Natan,Bleeding Green Nation,1,23.333333333333332,7.0,0.23333333333333334,0.2,0.0,0.1,0.0,0.4,0.9,0.1,0.1,0.2,7.0,0.23333333333333334,
Shamus Clancy,NBC Sports Philadelphia,1,23.333333333333332,7.0,0.23333333333333334,0.1,0.0,0.1,0.0,0.4,0.9,0.1,0.2,0.0,7.0,0.23333333333333334,
Shane Carter,Inside The Star,1,23.333333333333332,7.0,0.23333333333333334,0.1,0.0,0.1,0.0,0.2,0.8,0.0,0.2,0.3,7.0,0.23333333333333334,
Matthew Valdovinos,Pro Football Network,1,23.333333333333332,7.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.1,0.5,7.0,0.23333333333333334,
John Lowell,Titans Wire,1,22.22222222222222,6.0,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,6.0,0.2222222222222222,
Justin DiLoro,Bills Wire,1,22.22222222222222,2.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,2.0,0.2222222222222222,
David De Cristofaro,Bills Wire,1,22.22222222222222,2.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,2.0,0.2222222222222222,
Kyle Silagyi,Bills Wire,1,22.22222222222222,2.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,2.0,0.2222222222222222,
Nick Wojton,Bills Wire,1,22.22222222222222,2.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,2.0,0.2222222222222222,
Gavino Borquez,Chargers Wire,1,22.22222222222222,6.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.2222222222222222,0.2222222222222222,6.0,0.2222222222222222,
Justin Melo,Music City Miracles,1,22.22222222222222,6.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.7777777777777778,0.0,0.1111111111111111,0.4444444444444444,6.0,0.2222222222222222,
Samuel Teets,Grueling Truth,18,21.968828496606275,5.277777777777778,0.21968828496606274,0.08814133397466731,0.0,0.042438271604938266,0.0,0.25263147346480674,0.8122093955427289,0.035493827160493825,0.18020282186948855,0.19217772967772967,5.277777777777778,0.21968828496606274,
David Glancy,NFL Mocks,2,21.666666666666664,6.5,0.21666666666666667,0.1,0.0,0.1,0.0,0.30000000000000004,0.8,0.05,0.1,0.30000000000000004,6.5,0.21666666666666667,
Chandler Hyler,Predominately Orange,1,21.21212121212121,7.0,0.21212121212121213,0.09090909090909091,0.0,0.09090909090909091,0.0,0.36363636363636365,0.8181818181818182,0.0,0.18181818181818182,0.2727272727272727,7.0,0.21212121212121213,
Pete Smith,SI,1,20.833333333333336,5.0,0.20833333333333334,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.125,0.375,5.0,0.20833333333333334,
Josh Schrock,NBC Sports Bayarea,1,20.833333333333336,5.0,0.20833333333333334,0.125,0.0,0.0,0.0,0.25,0.75,0.0,0.125,0.375,5.0,0.20833333333333334,
Josh Carney,Steelers Depot,1,20.833333333333336,5.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.375,0.625,0.0,0.125,0.375,5.0,0.20833333333333334,
Nicholas Cothrel,Silver and Black Today,1,20.833333333333336,5.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.25,0.875,0.0,0.25,0.125,5.0,0.20833333333333334,
Ian Cummings,Pro Football Network,3,20.833333333333332,5.0,0.20833333333333334,0.21296296296296294,0.0,0.09722222222222221,0.0,0.3101851851851852,0.7870370370370371,0.041666666666666664,0.1574074074074074,0.1851851851851852,5.0,0.20833333333333334,
Cody Williams,NFL Spin Zone,2,20.370370370370367,5.0,0.2037037037037037,0.05555555555555555,0.0,0.0,0.0,0.2777777777777778,0.75,0.0,0.1111111111111111,0.38888888888888884,5.0,0.2037037037037037,
