mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/mock-drafts/2021/underdog-fantasy-2021-josh-norris?date=2021-04-29,32,32,27,16,27,4.8125,1.5,14,16,0.4375,0.5,0.84375,0.5,0.84375,1.0,59,96,0.6145833333333334,61.458333333333336,Underdog Fantasy,Josh Norris,04/29/21,https://underblog.underdogfantasy.com/josh-norris-final-2021-mock-draft-d16b05a59102?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/nfl-com-2021-charles-davis?date=2021-04-28,32,32,27,14,27,5.25,3.0,13,14,0.40625,0.4375,0.84375,0.4375,0.84375,1.0,55,96,0.5729166666666666,57.291666666666664,NFL.com,Charles Davis,04/28/21,https://www.nfl.com/news/charles-davis-2021-nfl-mock-draft-2-0-ja-marr-chase-reunites-with-joe-burrow-in-?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/walter-football-2021-charlie-campbell?date=2021-04-29,32,32,28,13,28,3.5,1.0,11,16,0.34375,0.40625,0.875,0.5,0.875,1.0,54,96,0.5625,56.25,Walter Football,Charlie Campbell,04/28/21,https://walterfootball.com/draft2021charlie.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/walter-football-2021-walter-cherepinsky?date=2021-04-29,32,32,28,12,28,3.09375,1.0,11,11,0.34375,0.375,0.875,0.34375,0.875,1.0,52,96,0.5416666666666666,54.166666666666664,Walter Football,Walter Cherepinsky,04/28/21,http://walterfootball.com/draft2021.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/draft-id-2021-harris-oates?date=2021-04-27,32,32,26,13,26,11.5,5.0,7,9,0.21875,0.40625,0.8125,0.28125,0.8125,1.0,52,96,0.5416666666666666,54.166666666666664,Draft ID,Harris Oates,04/27/21,https://draftidsports.com/2021/04/27/mock-draft-6-0-oates/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/draft-kings-2021-garion-thorne?date=2021-04-27,10,10,10,3,10,2.8,1.0,3,5,0.3,0.3,1.0,0.5,1.0,1.0,16,30,0.5333333333333333,53.333333333333336,Draft Kings,Garion Thorne,04/27/21,https://dknation.draftkings.com/2021/4/27/22404538/nfl-mock-draft-garion-thornes-draftkings-predictions-for-top-10-picks?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/mock-drafts/2021/nfl-spin-zone-2021-zach-cohen?date=2021-04-28,32,32,27,12,27,5.53125,2.5,12,12,0.375,0.375,0.84375,0.375,0.84375,1.0,51,96,0.53125,53.125,NFL Spin Zone,Zach Cohen,04/28/21,https://nflspinzone.com/2021/04/28/2021-nfl-mock-draft-bears-patriots-trades-final/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/cbs-2021-ryan-wilson?date=2021-04-29,32,32,25,13,25,7.21875,3.0,10,13,0.3125,0.40625,0.78125,0.40625,0.78125,1.0,51,96,0.53125,53.125,CBS,Ryan Wilson,04/29/21,https://www.cbssports.com/nfl/draft/news/2021-nfl-mock-draft-patriots-washington-trade-up-for-qbs-first-eight-picks-are-on-offense/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/espn-2021?date=2021-04-27,32,32,25,13,25,7.96875,5.0,10,16,0.3125,0.40625,0.78125,0.5,0.78125,1.0,51,96,0.53125,53.125,ESPN,Staff,04/27/21,https://www.espn.com/nfl/draft2021/story/_/id/31310824/2021-nfl-mock-draft-nfl-nation-reporters-make-first-round-predictions?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/the-draft-network-2021-jordan-reid?date=2021-04-28,32,32,26,12,26,7.34375,4.5,11,14,0.34375,0.375,0.8125,0.4375,0.8125,1.0,50,96,0.5208333333333334,52.083333333333336,The Draft Network,Jordan Reid,04/27/21,https://thedraftnetwork.com/articles/2021-nfl-mock-draft-predictive-reid?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/windy-city-gridiron-2021-jacob-infante?date=2021-04-29,32,32,26,12,26,7.15625,2.0,11,15,0.34375,0.375,0.8125,0.46875,0.8125,1.0,50,96,0.5208333333333334,52.083333333333336,Windy City Gridiron,Jacob Infante,04/29/21,https://www.windycitygridiron.com/2021/4/29/22401379/2021-nfl-mock-draft-last-minute-round-1-predictions-trevor-lawrence-zach-wilson-chicago-bears?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/wkyc-2021-ben-axelrod?date=2021-04-29,32,32,26,12,26,5.90625,4.0,11,14,0.34375,0.375,0.8125,0.4375,0.8125,1.0,50,96,0.5208333333333334,52.083333333333336,WKYC,Ben Axelrod,04/29/21,https://www.wkyc.com/article/sports/nfl/nfl-draft/2021-nfl-mock-draft-final/95-941a6b19-08da-4a5a-a271-2d37505c456f?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/4-for-4-2021-anthony-staggs?date=2021-04-29,32,32,26,12,26,6.6875,2.5,9,14,0.28125,0.375,0.8125,0.4375,0.8125,1.0,50,96,0.5208333333333334,52.083333333333336,4 For 4,Anthony Staggs,04/29/21,https://www.4for4.com/2021/preseason/2021-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/riggos-rag-2021-jacob-camenker?date=2021-04-29,32,32,27,11,27,5.09375,2.5,11,15,0.34375,0.34375,0.84375,0.46875,0.84375,1.0,49,96,0.5104166666666666,51.041666666666664,Riggo's Rag,Jacob Camenker,04/29/21,https://riggosrag.com/2021/04/29/jacobs-final-2021-nfl-mock-draft-49ers-take-washington-football-team-adds-lb/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/si-2021-zach-goodall?date=2021-04-26,32,32,25,12,25,7.03125,4.0,10,13,0.3125,0.375,0.78125,0.40625,0.78125,1.0,49,96,0.5104166666666666,51.041666666666664,SI,Zach Goodall,04/26/21,https://www.si.com/nfl/buccaneers/front-office/nfl-mock-draft-2021-two-rounds-justin-fields-patriots-buccaneers?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/sharp-football-analysis-2021-brendan-donahue?date=2021-04-29,32,32,27,11,27,4.9375,2.0,10,12,0.3125,0.34375,0.84375,0.375,0.84375,1.0,49,96,0.5104166666666666,51.041666666666664,Sharp Football Analysis,Brendan Donahue,04/29/21,https://www.sharpfootballanalysis.com/analysis/2021-nfl-mock-draft-final-bd/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/saints-wire-2021-maddy-hudak?date=2021-04-23,32,32,26,11,26,6.53125,3.5,8,14,0.25,0.34375,0.8125,0.4375,0.8125,1.0,48,96,0.5,50.0,Saints Wire,Maddy Hudak,04/23/21,https://saintswire.usatoday.com/lists/2021-nfl-mock-draft-first-round-picks-trades-results/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/pro-football-network-2021-dalton-miller?date=2021-04-29,32,32,25,11,25,8.46875,3.0,13,14,0.40625,0.34375,0.78125,0.4375,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,Pro Football Network,Dalton Miller,04/29/21,https://www.profootballnetwork.com/2021-4-round-nfl-mock-draft-top-10-trades-in-store/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/philadelphia-inquirer-2021-les-bowen?date=2021-04-27,32,32,25,11,25,6.375,4.0,10,14,0.3125,0.34375,0.78125,0.4375,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,Philadelphia Inquirer,Les Bowen,04/27/21,https://www.inquirer.com/eagles/eagles-2021-nfl-mock-draft-jaycee-horn-20210427.html?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/uk-draft-2021?date=2021-04-28,32,32,25,11,25,8.03125,4.0,10,13,0.3125,0.34375,0.78125,0.40625,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,UK Draft,Staff,04/28/21,https://www.ukdraft.co.uk/mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/behind-the-steel-curtain-2021-andrew-wilbar?date=2021-04-29,32,32,25,11,25,7.375,3.5,9,12,0.28125,0.34375,0.78125,0.375,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,Behind The Steel Curtain,Andrew Wilbar,04/29/21,https://www.behindthesteelcurtain.com/2021/4/29/22404445/2021-nfl-mock-draft-5-0-final-seven-round-prediction-with-trades-steelers-news-rumors-update-ranking?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/still-curtain-2021-ryan-pawloski?date=2021-04-27,32,32,25,11,25,8.875,4.0,9,10,0.28125,0.34375,0.78125,0.3125,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,Still Curtain,Ryan Pawloski,04/27/21,https://stillcurtain.com/2021/04/27/2021-nfl-mock-draft-final-first-round/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/the-draft-network-2021-justin-melo?date=2021-04-27,32,32,25,11,25,7.03125,4.0,9,10,0.28125,0.34375,0.78125,0.3125,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,The Draft Network,Justin Melo,04/26/21,https://thedraftnetwork.com/articles/2021-nfl-mock-draft-predictive-melo?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/san-diego-union-tribune-2021-eddie-brown?date=2021-04-29,32,32,25,11,25,7.59375,4.5,8,11,0.25,0.34375,0.78125,0.34375,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,San Diego Union Tribune,Eddie Brown,04/28/21,https://www.sandiegouniontribune.com/sports/story/2021-04-28/2021-nfl-mock-draft-final-first-round-projections-trevor-lawrence?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/nbc-sports-2021-peter-king?date=2021-04-26,32,32,26,10,26,5.21875,4.5,10,10,0.3125,0.3125,0.8125,0.3125,0.8125,1.0,46,96,0.4791666666666667,47.91666666666667,NBC Sports,Peter King,04/26/21,https://profootballtalk.nbcsports.com/2021/04/26/2021-nfl-mock-draft-fmia-peter-king/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/si-2021-albert-breer?date=2021-04-27,32,32,26,10,26,6.09375,4.0,10,12,0.3125,0.3125,0.8125,0.375,0.8125,1.0,46,96,0.4791666666666667,47.91666666666667,SI,Albert Breer,04/27/21,https://www.si.com/nfl/2021/04/27/nfl-mock-draft-san-francisco-49ers-mac-jones-bengals-jamarr-chase?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/the-draft-network-2021-benjamin-solak?date=2021-04-26,32,32,26,10,26,6.375,3.5,10,11,0.3125,0.3125,0.8125,0.34375,0.8125,1.0,46,96,0.4791666666666667,47.91666666666667,The Draft Network,Benjamin Solak,04/25/21,https://thedraftnetwork.com/articles/2021-nfl-mock-draft-predictive-solak?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/usa-today-2021-michael-middlehurst-schwartz?date=2021-04-29,32,32,26,10,26,5.875,3.0,10,14,0.3125,0.3125,0.8125,0.4375,0.8125,1.0,46,96,0.4791666666666667,47.91666666666667,USA Today,Michael Middlehurst-Schwartz,04/29/21,https://www.usatoday.com/story/sports/nfl/draft/2021/04/29/nfl-mock-draft-2021-justin-fields-trey-lance-first-round/4880239001/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2021/the-draft-zone-2021-michael-campbell?date=2021-04-14,32,32,24,11,24,8.5,4.0,8,10,0.25,0.34375,0.75,0.3125,0.75,1.0,46,96,0.4791666666666667,47.91666666666667,The Draft Zone,Michael Campbell,04/14/21,https://thedraftzone.com/nfl-draft/4822-2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
