team_slug,team_name,player_name,player_position,weighted_mock_score,raw_mock_count,unique_mocks,unique_authors,avg_pick,median_pick,min_pick,max_pick,avg_author_weight,team_specific_weight_uses,weighted_team_total,raw_team_total,weighted_share_of_team_picks
buffalo-bills,Buffalo Bills,Akheem Mesidor,EDGE,4.344444444444445,15,14,14,25.8,26.0,23,26,0.2896296296296297,10,58.97338483146068,222,0.07366788351830882
buffalo-bills,Buffalo Bills,Emmanuel McNeil-Warren,S,3.374141697877653,13,13,12,26.0,26.0,26,26,0.25954936137520407,8,58.97338483146068,222,0.0572146521268971
buffalo-bills,Buffalo Bills,Kevin Concepcion,WR,3.1516541822721598,13,13,13,26.0,26.0,26,26,0.24243493709785843,9,58.97338483146068,222,0.053441975414489674
buffalo-bills,Buffalo Bills,T.J. Parker,EDGE,3.1333333333333333,12,12,12,26.0,26.0,26,26,0.2611111111111111,9,58.97338483146068,222,0.05313131240962425
buffalo-bills,Buffalo Bills,Denzel Boston,WR,3.033333333333333,10,10,10,26.0,26.0,26,26,0.30333333333333334,6,58.97338483146068,222,0.05143563222633837
buffalo-bills,Buffalo Bills,Jordyn Tyson,WR,2.1833333333333336,7,7,7,24.571428571428573,26.0,20,26,0.31190476190476196,4,58.97338483146068,222,0.037022350668408394
buffalo-bills,Buffalo Bills,Omar Cooper Jr.,WR,2.033333333333333,8,8,8,26.0,26.0,26,26,0.25416666666666665,5,58.97338483146068,222,0.03447883039347956
buffalo-bills,Buffalo Bills,Zion Young,EDGE,1.3888888888888888,5,5,5,26.0,26.0,26,26,0.2777777777777778,3,58.97338483146068,222,0.023551113656748338
buffalo-bills,Buffalo Bills,Emmanuel Pregnon,IOL,1.3333333333333333,4,4,4,27.0,26.0,26,30,0.3333333333333333,0,58.97338483146068,222,0.022609069110478403
buffalo-bills,Buffalo Bills,Jacob Rodriguez,LB,1.3,5,5,5,26.0,26.0,26,26,0.26,4,58.97338483146068,222,0.022043842382716446
buffalo-bills,Buffalo Bills,Avieon Terrell,CB,0.9777777777777777,5,5,5,26.0,26.0,26,26,0.19555555555555554,3,58.97338483146068,222,0.01657998401435083
buffalo-bills,Buffalo Bills,Caleb Lomu,OT,0.888888888888889,3,3,3,26.0,26.0,26,26,0.29629629629629634,3,58.97338483146068,222,0.015072712740318938
buffalo-bills,Buffalo Bills,Christen Miller,DL,0.7777777777777777,3,3,3,26.0,26.0,26,26,0.25925925925925924,2,58.97338483146068,222,0.013188623647779068
buffalo-bills,Buffalo Bills,Olaivavega Ioane,IOL,0.6666666666666667,3,3,3,26.0,26.0,26,26,0.22222222222222224,2,58.97338483146068,222,0.011304534555239203
buffalo-bills,Buffalo Bills,Peter Woods,DL,0.6666666666666667,4,4,4,26.0,26.0,26,26,0.16666666666666669,3,58.97338483146068,222,0.011304534555239203
buffalo-bills,Buffalo Bills,Chase Bisontis,IOL,0.43333333333333335,4,3,3,26.0,26.0,26,26,0.10833333333333334,4,58.97338483146068,222,0.007347947460905482
buffalo-bills,Buffalo Bills,Jermod McCoy,CB,0.41666666666666663,2,2,2,26.0,26.0,26,26,0.20833333333333331,2,58.97338483146068,222,0.007065334097024501
buffalo-bills,Buffalo Bills,Caleb Banks,DL,0.3333333333333333,1,1,1,26.0,26.0,26,26,0.3333333333333333,0,58.97338483146068,222,0.005652267277619601
buffalo-bills,Buffalo Bills,Colton Hood,CB,0.3333333333333333,1,1,1,26.0,26.0,26,26,0.3333333333333333,0,58.97338483146068,222,0.005652267277619601
buffalo-bills,Buffalo Bills,Monroe Freeling,OT,0.26666666666666666,1,1,1,26.0,26.0,26,26,0.26666666666666666,1,58.97338483146068,222,0.004521813822095681
buffalo-bills,Buffalo Bills,Kadyn Proctor,OT,0.25,1,1,1,26.0,26.0,26,26,0.25,1,58.97338483146068,222,0.004239200458214701
buffalo-bills,Buffalo Bills,Dillon Thieneman,S,0.23220973782771537,2,2,2,26.0,26.0,26,26,0.11610486891385768,2,58.97338483146068,222,0.0039375345080046665
buffalo-bills,Buffalo Bills,Lee Hunter,DL,0.2222222222222222,1,1,1,26.0,26.0,26,26,0.2222222222222222,1,58.97338483146068,222,0.003768178185079734
buffalo-bills,Buffalo Bills,R Mason Thomas,EDGE,0.2222222222222222,1,1,1,26.0,26.0,26,26,0.2222222222222222,1,58.97338483146068,222,0.003768178185079734
buffalo-bills,Buffalo Bills,Blake Miller,OT,0.16666666666666669,1,1,1,26.0,26.0,26,26,0.16666666666666669,1,58.97338483146068,222,0.002826133638809801
buffalo-bills,Buffalo Bills,Chris Bell,WR,0.13333333333333333,1,1,1,30.0,30.0,30,30,0.13333333333333333,1,58.97338483146068,222,0.0022609069110478405
buffalo-bills,Buffalo Bills,Rueben Bain,EDGE,0.08333333333333334,1,1,1,7.0,7.0,7,7,0.08333333333333334,1,58.97338483146068,222,0.0014130668194049004
buffalo-bills,Buffalo Bills,Chris Johnson,CB,0.0,1,1,1,26.0,26.0,26,26,0.0,1,58.97338483146068,222,0.0
buffalo-bills,Buffalo Bills,Gabe Jacas,EDGE,0.0,1,1,1,26.0,26.0,26,26,0.0,1,58.97338483146068,222,0.0
carolina-panthers,Carolina Panthers,Kenyon Sadiq,TE,29.95525435073628,72,69,66,18.930555555555557,19.0,14,19,0.41604519931578166,43,102.22169511378848,233,0.29304204276197404
carolina-panthers,Carolina Panthers,Emmanuel McNeil-Warren,S,7.411111111111111,17,17,17,19.0,19.0,19,19,0.43594771241830066,10,102.22169511378848,233,0.07250037384785493
carolina-panthers,Carolina Panthers,Kevin Concepcion,WR,6.327083333333333,14,14,14,19.571428571428573,19.0,19,23,0.4519345238095238,11,102.22169511378848,233,0.061895699599682
carolina-panthers,Carolina Panthers,Monroe Freeling,OT,6.272222222222222,11,11,11,19.0,19.0,19,19,0.5702020202020202,8,102.22169511378848,233,0.06135901204964634
carolina-panthers,Carolina Panthers,Dillon Thieneman,S,5.572222222222222,14,14,14,18.642857142857142,19.0,14,19,0.398015873015873,7,102.22169511378848,233,0.05451115065172301
carolina-panthers,Carolina Panthers,Jordyn Tyson,WR,5.09375,11,11,11,18.363636363636363,19.0,15,19,0.4630681818181818,9,102.22169511378848,233,0.049830419993817085
carolina-panthers,Carolina Panthers,Kadyn Proctor,OT,4.946452476572959,12,11,11,19.0,19.0,19,19,0.41220437304774654,6,102.22169511378848,233,0.04838945852998031
carolina-panthers,Carolina Panthers,Omar Cooper Jr.,WR,4.3,10,10,10,19.0,19.0,19,19,0.43,9,102.22169511378848,233,0.04206543430152902
carolina-panthers,Carolina Panthers,Makai Lemon,WR,4.1,7,7,7,19.0,19.0,19,19,0.5857142857142856,4,102.22169511378848,233,0.04010890247355093
carolina-panthers,Carolina Panthers,Spencer Fano,OT,3.645138888888889,8,8,8,19.0,19.0,19,19,0.4556423611111111,5,102.22169511378848,233,0.035659151267559086
carolina-panthers,Carolina Panthers,Avieon Terrell,CB,3.390896921017403,9,9,9,19.77777777777778,19.0,19,26,0.3767663245574892,4,102.22169511378848,233,0.03317198875681735
carolina-panthers,Carolina Panthers,Jermod McCoy,CB,3.0444444444444443,7,7,7,19.0,19.0,19,19,0.4349206349206349,5,102.22169511378848,233,0.029782762270333208
carolina-panthers,Carolina Panthers,Peter Woods,DL,2.8333333333333335,7,7,7,19.0,19.0,19,19,0.40476190476190477,4,102.22169511378848,233,0.02771753422968967
carolina-panthers,Carolina Panthers,Keldric Faulk,EDGE,2.416666666666667,6,5,5,20.0,19.0,19,25,0.40277777777777785,5,102.22169511378848,233,0.023641426254735306
carolina-panthers,Carolina Panthers,Denzel Boston,WR,2.2222222222222223,4,4,4,20.0,19.0,19,23,0.5555555555555556,3,102.22169511378848,233,0.021739242533089936
carolina-panthers,Carolina Panthers,Caleb Lomu,OT,1.888888888888889,4,4,4,20.0,19.0,19,23,0.47222222222222227,4,102.22169511378848,233,0.018478356153126447
carolina-panthers,Carolina Panthers,Kayden McDonald,DL,1.3333333333333335,2,2,2,19.0,19.0,19,19,0.6666666666666667,2,102.22169511378848,233,0.013043545519853962
carolina-panthers,Carolina Panthers,Blake Miller,OT,1.3333333333333333,4,4,4,19.0,19.0,19,19,0.3333333333333333,1,102.22169511378848,233,0.01304354551985396
carolina-panthers,Carolina Panthers,Akheem Mesidor,EDGE,1.3,4,4,4,17.75,19.0,14,19,0.325,4,102.22169511378848,233,0.012717456881857613
carolina-panthers,Carolina Panthers,Caleb Downs,S,1.0,1,1,1,13.0,13.0,13,13,1.0,1,102.22169511378848,233,0.009782659139890472
carolina-panthers,Carolina Panthers,Emmanuel Pregnon,IOL,1.0,1,1,1,19.0,19.0,19,19,1.0,1,102.22169511378848,233,0.009782659139890472
carolina-panthers,Carolina Panthers,Mansoor Delane,CB,0.6666666666666667,1,1,1,19.0,19.0,19,19,0.6666666666666667,1,102.22169511378848,233,0.006521772759926981
carolina-panthers,Carolina Panthers,Caleb Banks,DL,0.5020080321285141,1,1,1,19.0,19.0,19,19,0.5020080321285141,1,102.22169511378848,233,0.004910973463800437
carolina-panthers,Carolina Panthers,Eli Stowers,TE,0.33333333333333337,1,1,1,19.0,19.0,19,19,0.33333333333333337,1,102.22169511378848,233,0.0032608863799634905
carolina-panthers,Carolina Panthers,C.J. Allen,LB,0.3333333333333333,1,1,1,19.0,19.0,19,19,0.3333333333333333,0,102.22169511378848,233,0.00326088637996349
carolina-panthers,Carolina Panthers,Lee Hunter,DL,0.3333333333333333,1,1,1,19.0,19.0,19,19,0.3333333333333333,0,102.22169511378848,233,0.00326088637996349
carolina-panthers,Carolina Panthers,Olaivavega Ioane,IOL,0.3333333333333333,1,1,1,19.0,19.0,19,19,0.3333333333333333,0,102.22169511378848,233,0.00326088637996349
carolina-panthers,Carolina Panthers,T.J. Parker,EDGE,0.3333333333333333,1,1,1,19.0,19.0,19,19,0.3333333333333333,0,102.22169511378848,233,0.00326088637996349
carolina-panthers,Carolina Panthers,Francis Mauigoa,OT,0.0,1,1,1,16.0,16.0,16,16,0.0,1,102.22169511378848,233,0.0
chicago-bears,Chicago Bears,Emmanuel McNeil-Warren,S,20.34449955908289,50,46,45,25.08,25.0,25,29,0.4068899911816578,26,104.84835758377424,231,0.19403737004490088
chicago-bears,Chicago Bears,Kayden McDonald,DL,12.792438271604938,30,28,28,25.166666666666668,25.0,25,30,0.42641460905349793,17,104.84835758377424,231,0.12200895241857966
chicago-bears,Chicago Bears,Peter Woods,DL,12.460493827160494,26,24,24,25.0,25.0,25,25,0.47924976258309593,18,104.84835758377424,231,0.11884300445244944
chicago-bears,Chicago Bears,T.J. Parker,EDGE,9.849382716049384,19,19,19,25.157894736842106,25.0,22,31,0.5183885640025991,16,104.84835758377424,231,0.09393931333811967
chicago-bears,Chicago Bears,Keldric Faulk,EDGE,8.705555555555556,19,18,18,24.473684210526315,25.0,15,25,0.458187134502924,14,104.84835758377424,231,0.0830299659067123
chicago-bears,Chicago Bears,Akheem Mesidor,EDGE,6.822222222222222,15,15,15,25.0,25.0,25,25,0.4548148148148148,11,104.84835758377424,231,0.06506751635829144
chicago-bears,Chicago Bears,Zion Young,EDGE,6.077160493827161,15,15,15,25.0,25.0,25,25,0.4051440329218107,7,104.84835758377424,231,0.05796142766443896
chicago-bears,Chicago Bears,Dillon Thieneman,S,5.691666666666666,11,11,11,24.636363636363637,25.0,19,30,0.5174242424242425,8,104.84835758377424,231,0.05428474797155504
chicago-bears,Chicago Bears,Caleb Banks,DL,3.7444444444444445,8,8,8,25.0,25.0,25,25,0.46805555555555556,6,104.84835758377424,231,0.0357129527894857
chicago-bears,Chicago Bears,Kadyn Proctor,OT,2.944444444444444,7,7,7,24.571428571428573,25.0,22,25,0.4206349206349206,5,104.84835758377424,231,0.02808288572466976
chicago-bears,Chicago Bears,Blake Miller,OT,2.7333333333333334,4,4,4,25.0,25.0,25,25,0.6833333333333333,4,104.84835758377424,231,0.02606939580478778
chicago-bears,Chicago Bears,Cashius Howell,EDGE,1.7666666666666666,4,4,4,26.0,25.0,25,29,0.44166666666666665,3,104.84835758377424,231,0.016849731434801857
chicago-bears,Chicago Bears,Malachi Lawrence,EDGE,1.2666666666666666,2,2,2,25.0,25.0,25,25,0.6333333333333333,2,104.84835758377424,231,0.012080939519291898
chicago-bears,Chicago Bears,Omar Cooper Jr.,WR,1.1666666666666667,3,3,3,25.0,25.0,25,25,0.3888888888888889,2,104.84835758377424,231,0.011127181136189906
chicago-bears,Chicago Bears,C.J. Allen,LB,1.132716049382716,2,2,2,25.0,25.0,25,25,0.566358024691358,2,104.84835758377424,231,0.010803374277729353
chicago-bears,Chicago Bears,Caleb Downs,S,0.75,1,1,1,8.0,8.0,8,8,0.75,1,104.84835758377424,231,0.00715318787326494
