year,team_slug,team_name,team_code,team_city,team_page_url,pick,window_name,rank,count,player_name,player_position,college_name,player_url
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,1,19,Francis Mauigoa,OT,Miami (FL),https://www.nflmockdraftdatabase.com/players/2026/francis-mauigoa
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,2,18,David Bailey,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2026/david-bailey
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,3,6,Arvell Reese,LB,Ohio State,https://www.nflmockdraftdatabase.com/players/2026/arvell-reese
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,4,3,Sonny Styles,LB,Ohio State,https://www.nflmockdraftdatabase.com/players/2026/sonny-styles
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,4,4,Other,,,https://www.nflmockdraftdatabase.com
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,1,21,Francis Mauigoa,OT,Miami (FL),https://www.nflmockdraftdatabase.com/players/2026/francis-mauigoa
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,2,18,David Bailey,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2026/david-bailey
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,3,8,Sonny Styles,LB,Ohio State,https://www.nflmockdraftdatabase.com/players/2026/sonny-styles
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,4,7,Rueben Bain,EDGE,Miami (FL),https://www.nflmockdraftdatabase.com/players/2026/rueben-bain
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,4,9,Other,,,https://www.nflmockdraftdatabase.com
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,1,36,Francis Mauigoa,OT,Miami (FL),https://www.nflmockdraftdatabase.com/players/2026/francis-mauigoa
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,2,35,David Bailey,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2026/david-bailey
2026,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,3,19,Arvell Reese,LB,Ohio State,https://www.nflmockdraftdatabase.com/players/2026/arvell-reese
