mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/mock-drafts/2024/sny-2024-connor-hughes?date=2024-04-22,10,10,10,6,10,1.9,0.5,5,6,0.5,0.6,1.0,0.6,1.0,1.0,22,30,0.7333333333333333,73.33333333333333,SNY,Connor Hughes,04/22/24,https://sny.tv/articles/nfl-mock-draft-top-10-jets-giants-4-21-24?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/mock-drafts/2024/fox-sports-2024-colin-cowherd?date=2024-04-19,12,12,12,7,12,2.5,0.5,6,7,0.5,0.5833333333333334,1.0,0.5833333333333334,1.0,1.0,26,36,0.7222222222222222,72.22222222222221,Fox Sports,Colin Cowherd,04/19/24,https://www.foxsports.com/stories/nfl/jayden-daniels-moves-up-bo-nix-goes-12th-in-colin-cowherds-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,12
/mock-drafts/2024/newsweek-2024-james-brizuela?date=2024-04-20,10,10,10,5,10,1.9,0.5,5,6,0.5,0.5,1.0,0.6,1.0,1.0,20,30,0.6666666666666666,66.66666666666666,Newsweek,James Brizuela,04/20/24,https://www.newsweek.com/sports/nfl/nfl-mock-draft-2024-predictions-top-10-picks-1892445?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/mock-drafts/2024/bengals-com-2024?date=2024-04-12,18,18,18,9,18,3.4444444444444446,1.5,8,9,0.4444444444444444,0.5,1.0,0.5,1.0,1.0,36,54,0.6666666666666666,66.66666666666666,Bengals.com,Staff,04/12/24,https://www.bengals.com/news/bengals-com-media-mock-draft-3-0-knowledge-is-good?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,18
/mock-drafts/2024/bear-goggles-on-2024-parker-hurley?date=2024-04-10,8,8,8,3,8,2.75,1.5,3,5,0.375,0.375,1.0,0.625,1.0,1.0,14,24,0.5833333333333334,58.333333333333336,Bear Goggles On,Parker Hurley,04/10/24,https://beargoggleson.com/posts/2024-nfl-mock-draft-of-top-8-picks-before-chicago-bears-second-selection-01hv1p7tpbf2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,8
/mock-drafts/2024/walter-football-2024-charlie-campbell?date=2024-04-25,32,32,27,14,27,5.5,2.5,11,15,0.34375,0.4375,0.84375,0.46875,0.84375,1.0,55,96,0.5729166666666666,57.291666666666664,Walter Football,Charlie Campbell,04/25/24,https://walterfootball.com/draft2024charlie.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2024/fox-sports-2024?date=2024-04-25,32,32,27,14,27,5.3125,3.0,10,15,0.3125,0.4375,0.84375,0.46875,0.84375,1.0,55,96,0.5729166666666666,57.291666666666664,Fox Sports,Staff,04/25/24,https://www.foxsports.com/stories/nfl/2024-nfl-mock-draft-michael-penix-jr-rises-brock-bowers-cracks-top-10?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2024/denver-sports-2024-cecil-lammey?date=2024-04-24,32,32,27,14,27,5.71875,5.0,8,15,0.25,0.4375,0.84375,0.46875,0.84375,1.0,55,96,0.5729166666666666,57.291666666666664,Denver Sports,Cecil Lammey,04/24/24,https://denversports.com/2112383/cecil-lammeys-one-and-only-first-round-mock-of-the-2024-nfl-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2024/on3-2024-andy-staples?date=2024-04-23,32,32,26,14,26,6.46875,3.5,9,10,0.28125,0.4375,0.8125,0.3125,0.8125,1.0,54,96,0.5625,56.25,On3,Andy Staples,04/23/24,https://www.on3.com/news/nfl-mock-draft-who-will-trade-up-to-take-j-j-mccarthy/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2024/nfl-com-2024-peter-schrager?date=2024-04-25,32,32,29,12,29,4.28125,2.5,10,14,0.3125,0.375,0.90625,0.4375,0.90625,1.0,53,96,0.5520833333333334,55.208333333333336,NFL.com,Peter Schrager,04/25/24,https://www.nfl.com/news/peter-schrager-2024-nfl-mock-draft-2-0?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
