team_slug,team_name,player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_mock_count,share_of_team_picks
arizona-cardinals,Arizona Cardinals,Marvin Harrison Jr.,WR,2,2,2,1.0,1.0,1,1,,,,,22,0.09090909090909091
arizona-cardinals,Arizona Cardinals,Ainias Smith,WR,1,1,1,4.0,4.0,4,4,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Andru Phillips,CB,1,1,1,3.0,3.0,3,3,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Dadrion Taylor-Demerson,S,1,1,1,3.0,3.0,3,3,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Decamerion Richardson,CB,1,1,1,5.0,5.0,5,5,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Edgerrin Cooper,LB,1,1,1,3.0,3.0,3,3,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Fabien Lovett,DL,1,1,1,7.0,7.0,7,7,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Jackson Powers-Johnson,IOL,1,1,1,2.0,2.0,2,2,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Jalen Sundell,IOL,1,1,1,7.0,7.0,7,7,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Jared Wiley,TE,1,1,1,4.0,4.0,4,4,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Javon Solomon,EDGE,1,1,1,3.0,3.0,3,3,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Jaylen Harrell,EDGE,1,1,1,6.0,6.0,6,6,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Jer'Zhan Newton,DL,1,1,1,1.0,1.0,1,1,,,,,22,0.045454545454545456
arizona-cardinals,Arizona Cardinals,Khyree Jackson,CB,1,1,1,3.0,3.0,3,3,,,,,22,0.045454545454545456
