team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,WR,286,9,1.006993006993007,1.0,1,2,6.213286713286713,4.0,4,36
arizona-cardinals,Arizona Cardinals,EDGE,113,5,1.008849557522124,1.0,1,2,24.95575221238938,27.0,6,59
arizona-cardinals,Arizona Cardinals,CB,100,8,1.01,1.0,1,2,25.53,27.0,9,43
arizona-cardinals,Arizona Cardinals,DL,30,2,1.0,1.0,1,1,26.4,27.0,15,27
arizona-cardinals,Arizona Cardinals,OT,27,8,1.0,1.0,1,1,24.14814814814815,27.0,4,28
arizona-cardinals,Arizona Cardinals,IOL,18,3,1.0,1.0,1,1,26.72222222222222,27.0,23,28
arizona-cardinals,Arizona Cardinals,QB,3,3,1.0,1.0,1,1,12.333333333333334,4.0,1,32
arizona-cardinals,Arizona Cardinals,TE,1,1,1.0,1.0,1,1,11.0,11.0,11,11
arizona-cardinals,Arizona Cardinals,LB,1,1,1.0,1.0,1,1,27.0,27.0,27,27
atlanta-falcons,Atlanta Falcons,EDGE,211,4,1.0,1.0,1,1,9.274881516587678,8.0,8,28
atlanta-falcons,Atlanta Falcons,CB,32,5,1.0,1.0,1,1,12.71875,10.0,8,28
atlanta-falcons,Atlanta Falcons,DL,30,1,1.0,1.0,1,1,8.9,8.0,8,15
atlanta-falcons,Atlanta Falcons,WR,13,3,1.1538461538461537,1.0,1,2,12.923076923076923,8.0,8,40
atlanta-falcons,Atlanta Falcons,OT,4,2,1.0,1.0,1,1,8.0,8.0,8,8
atlanta-falcons,Atlanta Falcons,QB,2,2,1.0,1.0,1,1,8.0,8.0,8,8
baltimore-ravens,Baltimore Ravens,OT,124,8,1.0161290322580645,1.0,1,2,30.18548387096774,30.0,16,62
baltimore-ravens,Baltimore Ravens,CB,41,6,1.0,1.0,1,1,30.0,30.0,30,30
baltimore-ravens,Baltimore Ravens,WR,41,7,1.0,1.0,1,1,30.0,30.0,30,30
baltimore-ravens,Baltimore Ravens,EDGE,34,4,1.0294117647058822,1.0,1,2,30.941176470588236,30.0,30,62
baltimore-ravens,Baltimore Ravens,IOL,20,4,1.0,1.0,1,1,30.0,30.0,30,30
baltimore-ravens,Baltimore Ravens,DL,5,3,1.0,1.0,1,1,30.0,30.0,30,30
baltimore-ravens,Baltimore Ravens,LB,2,1,1.0,1.0,1,1,30.0,30.0,30,30
buffalo-bills,Buffalo Bills,WR,251,10,1.0119521912350598,1.0,1,2,26.673306772908365,28.0,4,60
buffalo-bills,Buffalo Bills,EDGE,6,5,1.0,1.0,1,1,28.0,28.0,28,28
buffalo-bills,Buffalo Bills,CB,5,4,1.0,1.0,1,1,28.0,28.0,28,28
buffalo-bills,Buffalo Bills,DL,5,1,1.0,1.0,1,1,28.0,28.0,28,28
buffalo-bills,Buffalo Bills,OT,4,4,1.0,1.0,1,1,28.0,28.0,28,28
buffalo-bills,Buffalo Bills,QB,1,1,1.0,1.0,1,1,28.0,28.0,28,28
carolina-panthers,Carolina Panthers,WR,8,4,1.0,1.0,1,1,29.25,31.0,19,31
carolina-panthers,Carolina Panthers,EDGE,1,1,1.0,1.0,1,1,19.0,19.0,19,19
carolina-panthers,Carolina Panthers,IOL,1,1,1.0,1.0,1,1,26.0,26.0,26,26
carolina-panthers,Carolina Panthers,CB,1,1,1.0,1.0,1,1,27.0,27.0,27,27
carolina-panthers,Carolina Panthers,TE,1,1,1.0,1.0,1,1,31.0,31.0,31,31
chicago-bears,Chicago Bears,QB,285,3,1.0070175438596491,1.0,1,2,1.224561403508772,1.0,1,33
chicago-bears,Chicago Bears,WR,108,6,1.0,1.0,1,1,9.231481481481481,9.0,4,23
chicago-bears,Chicago Bears,EDGE,77,4,1.025974025974026,1.0,1,2,11.779220779220779,9.0,9,41
chicago-bears,Chicago Bears,DL,57,2,1.0,1.0,1,1,10.578947368421053,9.0,9,18
chicago-bears,Chicago Bears,OT,29,6,1.0,1.0,1,1,10.03448275862069,9.0,9,28
chicago-bears,Chicago Bears,TE,10,1,1.0,1.0,1,1,9.0,9.0,9,9
chicago-bears,Chicago Bears,CB,3,2,1.0,1.0,1,1,15.0,9.0,9,27
chicago-bears,Chicago Bears,IOL,1,1,1.0,1.0,1,1,27.0,27.0,27,27
cincinnati-bengals,Cincinnati Bengals,OT,149,7,1.0134228187919463,1.0,1,2,18.409395973154364,18.0,9,50
cincinnati-bengals,Cincinnati Bengals,DL,59,2,1.0169491525423728,1.0,1,2,18.491525423728813,18.0,18,34
cincinnati-bengals,Cincinnati Bengals,WR,27,6,1.0,1.0,1,1,17.333333333333332,18.0,9,18
cincinnati-bengals,Cincinnati Bengals,CB,14,5,1.0,1.0,1,1,18.0,18.0,18,18
cincinnati-bengals,Cincinnati Bengals,TE,14,1,1.0,1.0,1,1,17.0,18.0,12,18
cincinnati-bengals,Cincinnati Bengals,EDGE,12,3,1.0,1.0,1,1,18.333333333333332,18.0,18,22
cincinnati-bengals,Cincinnati Bengals,IOL,6,2,1.0,1.0,1,1,18.0,18.0,18,18
cleveland-browns,Cleveland Browns,CB,1,1,2.0,2.0,2,2,55.0,55.0,55,55
dallas-cowboys,Dallas Cowboys,OT,139,9,1.0071942446043165,1.0,1,2,24.136690647482013,24.0,12,56
dallas-cowboys,Dallas Cowboys,IOL,96,3,1.0104166666666667,1.0,1,2,24.458333333333332,24.0,19,40
dallas-cowboys,Dallas Cowboys,WR,26,3,1.0,1.0,1,1,23.576923076923077,24.0,13,24
dallas-cowboys,Dallas Cowboys,EDGE,6,3,1.1666666666666667,1.0,1,2,29.333333333333332,24.0,24,56
dallas-cowboys,Dallas Cowboys,CB,5,3,1.0,1.0,1,1,23.4,24.0,21,24
dallas-cowboys,Dallas Cowboys,QB,4,4,1.0,1.0,1,1,17.75,18.0,11,24
dallas-cowboys,Dallas Cowboys,DL,3,2,1.0,1.0,1,1,24.0,24.0,24,24
dallas-cowboys,Dallas Cowboys,LB,3,3,1.0,1.0,1,1,24.0,24.0,24,24
denver-broncos,Denver Broncos,QB,125,5,1.008,1.0,1,2,15.272,12.0,3,37
denver-broncos,Denver Broncos,EDGE,79,4,1.0126582278481013,1.0,1,2,13.987341772151899,12.0,12,44
denver-broncos,Denver Broncos,CB,36,3,1.0,1.0,1,1,12.444444444444445,12.0,12,18
denver-broncos,Denver Broncos,TE,28,1,1.0,1.0,1,1,12.0,12.0,12,12
denver-broncos,Denver Broncos,OT,12,4,1.0,1.0,1,1,13.166666666666666,12.0,12,17
denver-broncos,Denver Broncos,DL,5,1,1.0,1.0,1,1,14.0,12.0,12,22
denver-broncos,Denver Broncos,WR,4,1,1.0,1.0,1,1,12.0,12.0,12,12
