player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Michael Pittman Jr.,WR,11,11,11,2.1818181818181817,2.0,1,4,,,,,6,New York Jets,new-york-jets
Laviska Shenault Jr.,WR,9,9,9,2.3333333333333335,2.0,2,3,,,,,6,Baltimore Ravens,baltimore-ravens
Antonio Gandy-Golden,WR,8,8,8,4.625,4.5,3,6,,,,,7,Buffalo Bills,buffalo-bills
Cam Akers,RB,8,8,8,3.0,3.0,2,4,,,,,7,Pittsburgh Steelers,pittsburgh-steelers
Cesar Ruiz,IOL,8,8,8,1.875,2.0,1,3,,,,,7,New York Giants,new-york-giants
Chase Claypool,WR,8,8,8,2.875,3.0,2,4,,,,,6,Buffalo Bills,buffalo-bills
Trevis Gipson,EDGE,8,8,8,6.125,6.0,5,7,,,,,7,Cleveland Browns,cleveland-browns
Amik Robertson,CB,7,7,7,2.857142857142857,3.0,2,4,,,,,7,Carolina Panthers,carolina-panthers
Andrew Thomas,OT,7,7,7,1.0,1.0,1,1,,,,,4,Cleveland Browns,cleveland-browns
Anfernee Jennings,EDGE,7,7,7,4.285714285714286,4.0,4,5,,,,,6,New York Giants,new-york-giants
Cameron Clark,IOL,7,7,7,6.0,6.0,5,7,,,,,7,Baltimore Ravens,baltimore-ravens
Logan Wilson,LB,7,7,7,2.857142857142857,3.0,2,3,,,,,6,Baltimore Ravens,baltimore-ravens
Lucas Niang,OT,7,7,7,2.5714285714285716,2.0,2,4,,,,,5,Chicago Bears,chicago-bears
Troy Dye,LB,7,7,7,3.0,3.0,3,3,,,,,5,Los Angeles Rams,los-angeles-rams
Van Jefferson,WR,7,7,7,3.4285714285714284,3.0,3,5,,,,,7,Denver Broncos,denver-broncos
Zack Moss,RB,7,7,7,3.4285714285714284,3.0,3,4,,,,,4,Buffalo Bills,buffalo-bills
Alex Taylor,OT,6,6,6,6.0,6.0,5,7,,,,,5,Chicago Bears,chicago-bears
Antonio Gibson,RB,6,6,6,4.833333333333333,5.0,4,6,,,,,5,San Francisco 49ers,san-francisco-49ers
Bryan Edwards,WR,6,6,6,3.0,3.0,3,3,,,,,6,Buffalo Bills,buffalo-bills
C.J. Henderson,CB,6,6,6,1.0,1.0,1,1,,,,,4,Las Vegas Raiders,las-vegas-raiders
Damon Arnette,CB,6,6,6,2.0,2.0,1,3,,,,,5,Kansas City Chiefs,kansas-city-chiefs
Derrek Tuszka,EDGE,6,6,6,5.666666666666667,5.0,5,7,,,,,5,Tennessee Titans,tennessee-titans
Derrick Brown,DL,6,6,6,1.0,1.0,1,1,,,,,4,Carolina Panthers,carolina-panthers
Grant Delpit,S,6,6,6,2.1666666666666665,2.0,1,3,,,,,6,Chicago Bears,chicago-bears
Henry Ruggs III,WR,6,6,6,1.0,1.0,1,1,,,,,5,Las Vegas Raiders,las-vegas-raiders
James Lynch,DL,6,6,6,3.8333333333333335,3.5,3,5,,,,,5,Tennessee Titans,tennessee-titans
James Proche,WR,6,6,5,5.666666666666667,5.0,5,7,,,,,6,Arizona Cardinals,arizona-cardinals
Jeremy Chinn,S,6,6,6,1.8333333333333333,2.0,1,2,,,,,4,Cleveland Browns,cleveland-browns
Jerry Jeudy,WR,6,6,6,1.0,1.0,1,1,,,,,3,Denver Broncos,denver-broncos
Justin Madubuike,DL,6,6,6,2.1666666666666665,2.0,2,3,,,,,5,Tennessee Titans,tennessee-titans
Justin Strnad,LB,6,6,6,5.166666666666667,5.5,4,6,,,,,5,Denver Broncos,denver-broncos
Kristian Fulton,CB,6,6,6,1.0,1.0,1,1,,,,,3,Tennessee Titans,tennessee-titans
Larrell Murchison,DL,6,6,6,4.333333333333333,4.0,4,5,,,,,5,Cleveland Browns,cleveland-browns
Reggie Robinson II,CB,6,6,6,4.333333333333333,4.5,3,6,,,,,5,Chicago Bears,chicago-bears
Saahdiq Charles,OT,6,6,6,4.0,4.0,3,5,,,,,6,Cincinnati Bengals,cincinnati-bengals
A.J. Epenesa,EDGE,5,5,5,1.4,1.0,1,2,,,,,5,Baltimore Ravens,baltimore-ravens
A.J. Terrell,CB,5,5,5,1.6,2.0,1,2,,,,,5,Denver Broncos,denver-broncos
Clyde Edwards-Helaire,RB,5,5,5,2.4,2.0,2,3,,,,,5,Atlanta Falcons,atlanta-falcons
Damien Lewis,IOL,5,5,5,3.6,4.0,3,4,,,,,4,Las Vegas Raiders,las-vegas-raiders
Devin Asiasi,TE,5,5,5,5.0,5.0,3,7,,,,,4,San Francisco 49ers,san-francisco-49ers
