mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/mock-drafts/2020/draftplex-2020-jason-pruett?date=2020-04-21,32,32,27,13,27,6.4375,1.5,12,15,0.375,0.40625,0.84375,0.46875,0.84375,1.0,53,96,0.5520833333333334,55.208333333333336,DRAFTPLEX,Jason Pruett,04/21/20,https://nfldraftplex.com/2020/04/21/2020-nfl-mock-draft-final/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-trade-rumors-2020-logan-ulrich?date=2020-04-22,32,32,24,13,24,8.3125,2.5,13,17,0.40625,0.40625,0.75,0.53125,0.75,1.0,50,96,0.5208333333333334,52.083333333333336,NFL Trade Rumors,Logan Ulrich,04/21/20,https://nfltraderumors.co/2020-nfl-mock-draft-4-0/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/pro-football-network-2020-ben-allbright?date=2020-04-22,32,32,25,12,25,7.625,3.0,11,16,0.34375,0.375,0.78125,0.5,0.78125,1.0,49,96,0.5104166666666666,51.041666666666664,Pro Football Network,Ben Allbright,04/22/20,https://www.profootballnetwork.com/latest-nfl-mock-draft-2020-ben-allbright-final/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-trade-rumors-2020-nate-bouda?date=2020-04-23,32,32,25,12,25,5.9375,3.0,10,15,0.3125,0.375,0.78125,0.46875,0.78125,1.0,49,96,0.5104166666666666,51.041666666666664,NFL Trade Rumors,Nate Bouda,04/22/20,https://nfltraderumors.co/final-two-round-2020-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/riggos-rag-2020-jacob-camenker?date=2020-04-23,32,32,25,12,25,8.09375,2.5,10,12,0.3125,0.375,0.78125,0.375,0.78125,1.0,49,96,0.5104166666666666,51.041666666666664,Riggo's Rag,Jacob Camenker,04/23/20,https://riggosrag.com/2020/04/23/jacobs-final-2020-nfl-mock-draft-redskins-watching-browns-no-10-pick/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/ny-post-2020-steve-serby?date=2020-04-23,32,32,27,11,27,5.46875,1.0,9,16,0.28125,0.34375,0.84375,0.5,0.84375,1.0,49,96,0.5104166666666666,51.041666666666664,NY Post,Steve Serby,04/23/20,https://nypost.com/2020/04/23/nfl-mock-draft-6-0-giants-jets-hold-line-tua-tagovailoa-drops/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/san-diego-union-tribune-2020-eddie-brown?date=2020-04-23,32,32,25,11,25,8.5,2.5,12,17,0.375,0.34375,0.78125,0.53125,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,San Diego Union Tribune,Eddie Brown,04/23/20,https://www.sandiegouniontribune.com/sports/story/2020-04-23/2020-nfl-mock-draft-seven-round-projections?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/action-network-2020-scott-smith?date=2020-04-23,32,32,27,10,27,5.15625,1.5,12,15,0.375,0.3125,0.84375,0.46875,0.84375,1.0,47,96,0.4895833333333333,48.95833333333333,Action Network,Scott Smith,04/23/20,https://www.actionnetwork.com/nfl/2020-nfl-mock-draft-first-round-projections-predictions-picks-smith?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/stadium-2020-tyler-jacobs?date=2020-04-15,32,32,25,11,25,9.15625,3.5,7,13,0.21875,0.34375,0.78125,0.40625,0.78125,1.0,47,96,0.4895833333333333,48.95833333333333,Stadium,Tyler Jacobs,04/15/20,https://watchstadium.com/stadiums-2020-nfl-mock-draft-04-15-2020/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/detroit-free-press-2020-dave-birkett?date=2020-04-22,32,32,24,11,24,8.03125,3.0,12,13,0.375,0.34375,0.75,0.40625,0.75,1.0,46,96,0.4791666666666667,47.91666666666667,Detroit Free Press,Dave Birkett,04/22/20,https://www.freep.com/picture-gallery/sports/nfl/lions/2020/04/22/final-2020-nfl-mock-draft-detroit-lions/3005722001/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nbc-sports-2020-peter-king?date=2020-04-20,32,32,24,11,24,8.46875,4.0,10,14,0.3125,0.34375,0.75,0.4375,0.75,1.0,46,96,0.4791666666666667,47.91666666666667,NBC Sports,Peter King,04/20/20,https://profootballtalk.nbcsports.com/2020/04/20/nfl-mock-draft-2020-justin-herbert-tua-tagovailoa-fmia-peter-king/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nesn-2020-zack-cox?date=2020-04-20,32,32,26,10,26,9.0625,4.5,7,17,0.21875,0.3125,0.8125,0.53125,0.8125,1.0,46,96,0.4791666666666667,47.91666666666667,NESN,Zack Cox,04/19/20,https://nesn.com/2020/04/nfl-mock-draft-patriots-plan-for-future-safety-surprises-late-in-first-round/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/business-insider-2020-tyler-lauletta?date=2020-04-20,31,31,22,11,22,9.580645161290322,3.0,7,15,0.22580645161290322,0.3548387096774194,0.7096774193548387,0.4838709677419355,0.7096774193548387,1.0,44,93,0.4731182795698925,47.31182795698925,Business Insider,Tyler Lauletta,04/20/20,https://www.insider.com/nfl-mock-draft-expert-consensus-first-round-2020-4?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,31
/mock-drafts/2020/mile-high-report-2020-scotty-payne?date=2020-04-23,32,32,25,10,25,7.1875,2.0,11,12,0.34375,0.3125,0.78125,0.375,0.78125,1.0,45,96,0.46875,46.875,Mile High Report,Scotty Payne,04/23/20,https://www.milehighreport.com/2020/4/23/21232291/first-round-mock-draft-2020?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/sports-illustrated-2020-albert-breer?date=2020-04-21,32,32,25,10,25,6.6875,2.0,9,17,0.28125,0.3125,0.78125,0.53125,0.78125,1.0,45,96,0.46875,46.875,Sports Illustrated,Albert Breer,04/21/20,https://www.si.com/nfl/2020/04/21/nfl-mock-draft-17-dolphins-herbert-ruggs-lamb?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/acme-packing-company-2020-shawn-wagner?date=2020-04-23,32,32,25,10,25,8.9375,4.0,8,13,0.25,0.3125,0.78125,0.40625,0.78125,1.0,45,96,0.46875,46.875,Acme Packing Company,Shawn Wagner,04/23/20,https://www.acmepackingcompany.com/nfl-draft-2020-packers/2020/4/23/21232006/2020-nfl-mock-draft-packers-grab-surprise-dl-with-their-first-round-selection?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-com-2020-peter-schrager?date=2020-04-23,32,32,25,10,25,8.3125,3.5,7,10,0.21875,0.3125,0.78125,0.3125,0.78125,1.0,45,96,0.46875,46.875,NFL.com,Peter Schrager,04/23/20,http://www.nfl.com/news/story/0ap3000001110606/article/peter-schrager-2020-nfl-mock-draft-30-tua-tagovailoa-slides?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/big-easy-sports-talk-2020-nick-guarisco?date=2020-04-19,32,32,24,10,24,9.53125,3.0,10,18,0.3125,0.3125,0.75,0.5625,0.75,1.0,44,96,0.4583333333333333,45.83333333333333,Big Easy Sports Talk,Nick Guarisco,04/19/20,http://bigeasysportstalk.com/2020/03/04/2020-b-e-s-t-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/the-big-lead-2020-ryan-phillips?date=2020-04-20,32,32,24,10,24,8.53125,3.0,9,17,0.28125,0.3125,0.75,0.53125,0.75,1.0,44,96,0.4583333333333333,45.83333333333333,The Big Lead,Ryan Phillips,04/19/20,https://www.thebiglead.com/posts/nfl-mock-draft-2020-tua-tagovailoa-dolphins-jordan-love-patriots-01e64qdwsetk?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-com-2020-daniel-jeremiah?date=2020-04-22,32,32,27,8,27,4.9375,2.0,9,15,0.28125,0.25,0.84375,0.46875,0.84375,1.0,43,96,0.4479166666666667,44.79166666666667,NFL.com,Daniel Jeremiah,04/22/20,http://www.nfl.com/news/story/0ap3000001110524/article/daniel-jeremiah-2020-nfl-mock-draft-40-bucs-pick-jerry-jeudy?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/eleven-warriors-2020-dan-hope?date=2020-04-22,32,32,25,9,25,7.46875,3.0,8,12,0.25,0.28125,0.78125,0.375,0.78125,1.0,43,96,0.4479166666666667,44.79166666666667,Eleven Warriors,Dan Hope,04/22/20,https://www.elevenwarriors.com/ohio-state-football/2020/04/113600/2020-nfl-mock-draft-joe-burrow-chase-young-and-jeff-okudah-could-lead-this-years-selections?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/rotoworld-2020-josh-norris?date=2020-04-23,32,32,25,9,25,9.28125,4.0,7,13,0.21875,0.28125,0.78125,0.40625,0.78125,1.0,43,96,0.4479166666666667,44.79166666666667,Rotoworld,Josh Norris,04/22/20,https://www.rotoworld.com/article/mock-draft/norris-final-2020-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/walter-football-2020-walter-cherepinsky?date=2020-04-23,32,32,25,9,25,11.25,5.0,7,12,0.21875,0.28125,0.78125,0.375,0.78125,1.0,43,96,0.4479166666666667,44.79166666666667,Walter Football,Walter Cherepinsky,04/23/20,http://walterfootball.com/draft2020.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/draftsite-2020-dj-boyer?date=2020-04-23,32,32,22,10,22,9.21875,2.5,10,16,0.3125,0.3125,0.6875,0.5,0.6875,1.0,42,96,0.4375,43.75,DraftSite,DJ Boyer,04/23/20,https://www.draftsite.com/nfl/mock-draft/2020/round1/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/cbs-2020-jason-la-canfora?date=2020-04-23,32,32,26,8,26,7.1875,3.0,10,14,0.3125,0.25,0.8125,0.4375,0.8125,1.0,42,96,0.4375,43.75,CBS,Jason La Canfora,04/23/20,https://www.cbssports.com/nfl/draft/news/2020-nfl-mock-draft-patriots-trade-up-for-tua-tagovailoa-in-jason-la-canforas-one-and-only-mock/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/the-game-haus-2020-joe-ditullio?date=2020-04-23,32,32,24,9,24,8.84375,3.5,9,11,0.28125,0.28125,0.75,0.34375,0.75,1.0,42,96,0.4375,43.75,The Game Haus,Joe DiTullio,04/23/20,https://thegamehaus.com/nfl-draft/2020-nfl-mock-draft-april-23/2020/04/23/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/washington-post-2020-john-clayton?date=2020-04-22,32,32,24,9,24,7.65625,3.0,9,16,0.28125,0.28125,0.75,0.5,0.75,1.0,42,96,0.4375,43.75,Washington Post,John Clayton,04/22/20,https://www.washingtonpost.com/sports/2020/04/22/nfl-mock-draft-2020-final/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/college-football-news-2020-pete-fiutak?date=2020-04-20,32,32,24,9,24,9.15625,4.0,8,13,0.25,0.28125,0.75,0.40625,0.75,1.0,42,96,0.4375,43.75,College Football News,Pete Fiutak,04/20/20,https://collegefootballnews.com/2020/04/2020-nfl-draft-two-round-mock-draft-betting-odds/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/la-times-2020-sam-farmer?date=2020-04-17,32,32,24,9,24,9.59375,4.5,8,12,0.25,0.28125,0.75,0.375,0.75,1.0,42,96,0.4375,43.75,LA Times,Sam Farmer,04/17/20,https://www.latimes.com/sports/story/2020-04-17/nfl-mock-draft-2020-live-team-reporters?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/acme-packing-company-2020?date=2020-04-15,32,32,24,9,24,8.5,3.5,7,12,0.21875,0.28125,0.75,0.375,0.75,1.0,42,96,0.4375,43.75,Acme Packing Company,Staff,04/15/20,https://www.acmepackingcompany.com/nfl-draft-2020-packers/2020/4/15/21222486/apc-mock-draft-2020-packers-find-an-answer-at-right-tackle-with-the-30th-pick?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/rotoworld-2020-thor-nystrom?date=2020-04-23,32,32,26,8,26,8.0,3.5,7,13,0.21875,0.25,0.8125,0.40625,0.8125,1.0,42,96,0.4375,43.75,Rotoworld,Thor Nystrom,04/23/20,https://www.rotoworld.com/article/mock-drafts/thors-final-2020-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/sb-nation-2020-dan-kadar?date=2020-04-23,32,32,26,8,26,8.1875,3.0,7,17,0.21875,0.25,0.8125,0.53125,0.8125,1.0,42,96,0.4375,43.75,SB Nation,Dan Kadar,04/22/20,https://www.sbnation.com/nfl/2020/4/22/21232124/2020-nfl-mock-draft-1st-round-justin-herbert-joe-burrow-tua-raiders-dolphins-chase-young?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/the-ringer-2020-danny-kelly?date=2020-04-22,32,32,26,8,26,8.09375,3.5,7,13,0.21875,0.25,0.8125,0.40625,0.8125,1.0,42,96,0.4375,43.75,The Ringer,Danny Kelly,04/22/20,https://www.theringer.com/2020/4/22/21229833/final-2020-nfl-mock-draft-joe-burrow-chase-young?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-com-2020-charley-casserly?date=2020-04-23,32,32,24,9,24,8.15625,4.5,6,12,0.1875,0.28125,0.75,0.375,0.75,1.0,42,96,0.4375,43.75,NFL.com,Charley Casserly,04/23/20,http://www.nfl.com/news/story/0ap3000001110566/article/charley-casserly-2020-nfl-mock-draft-30-bucs-protect-brady?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/courier-post-2020-josh-friedman?date=2020-04-22,32,32,26,8,26,7.84375,4.0,6,13,0.1875,0.25,0.8125,0.40625,0.8125,1.0,42,96,0.4375,43.75,Courier Post,Josh Friedman,04/22/20,https://www.courierpostonline.com/story/sports/nfl/2020/04/22/2020-nfl-mock-draft/3000842001/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/heavy-2020-vinny-somma?date=2020-04-14,32,32,26,8,26,8.15625,3.0,6,10,0.1875,0.25,0.8125,0.3125,0.8125,1.0,42,96,0.4375,43.75,Heavy,Vinny Somma,04/14/20,https://heavy.com/sports/2020/04/2020-nfl-mock-draft-tua-tagovailoa-jerry-jeudy-stock-down/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nbc-sports-boston-2020-phil-perry?date=2020-04-23,32,32,25,8,25,8.71875,2.0,9,16,0.28125,0.25,0.78125,0.5,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,NBC Sports Boston,Phil Perry,04/23/20,https://www.nbcsports.com/boston/patriots/2020-nfl-mock-draft-60-patriots-add-needed-help-linebacker?int?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/bleacher-report-2020-matt-miller?date=2020-04-23,32,32,25,8,25,8.5625,2.5,8,15,0.25,0.25,0.78125,0.46875,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Bleacher Report,Matt Miller,04/22/20,https://bleacherreport.com/articles/2887110-2020-nfl-mock-draft-matt-millers-final-7-round-predictions?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/philly-voice-2020-jimmy-kempski?date=2020-04-23,32,32,27,7,27,5.59375,3.0,8,17,0.25,0.21875,0.84375,0.53125,0.84375,1.0,41,96,0.4270833333333333,42.70833333333333,Philly Voice,Jimmy Kempski,04/22/20,https://www.phillyvoice.com/jimmy-kempskis-full-first-round-2020-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/overtime-heroics-2020-alex-simpson?date=2020-04-22,32,32,25,8,25,8.8125,3.5,7,12,0.21875,0.25,0.78125,0.375,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Overtime Heroics,Alex Simpson,04/22/20,https://www.overtimeheroics.net/index.php/2020/04/22/alex-simpsons-two-round-2020-nfl-mock-draft-with-trades/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/predominately-orange-2020?date=2020-04-21,32,32,25,8,25,8.0,3.5,7,12,0.21875,0.25,0.78125,0.375,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Predominately Orange,Staff,04/21/20,https://predominantlyorange.com/2020/04/21/2020-nfl-draft-broncos-go-defense-final-first-round-mock-draft/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-com-2020-lance-zierlein?date=2020-04-23,32,32,27,7,27,5.21875,2.0,7,12,0.21875,0.21875,0.84375,0.375,0.84375,1.0,41,96,0.4270833333333333,42.70833333333333,NFL.com,Lance Zierlein,04/23/20,http://www.nfl.com/news/story/0ap3000001110679/article/lance-zierlein-2020-nfl-mock-draft-30-justin-herbert-falls-to-18?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/bleacher-report-2020-mike-freeman?date=2020-04-22,32,32,25,8,25,9.0,4.5,6,13,0.1875,0.25,0.78125,0.40625,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Bleacher Report,Mike Freeman,04/21/20,https://bleacherreport.com/articles/2887549-mike-freemans-10-point-stance-tua-herbert-love-nfl-mock-draft-answers-all?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/touchdown-wire-2020-mark-schofield?date=2020-04-13,32,32,25,8,25,10.6875,4.0,6,14,0.1875,0.25,0.78125,0.4375,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Touchdown Wire,Mark Schofield,04/13/20,https://touchdownwire.usatoday.com/2020/04/13/touchdown-wires-mock-draft-6-0-the-how-id-do-it-version/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/twin-city-pioneer-press-2020-chris-tomasson?date=2020-04-22,32,32,25,8,25,8.6875,4.0,5,14,0.15625,0.25,0.78125,0.4375,0.78125,1.0,41,96,0.4270833333333333,42.70833333333333,Twin City Pioneer Press,Chris Tomasson,04/22/20,https://www.twincities.com/2020/04/22/chris-tomassons-nfl-mock-draft-vikings-take-cornerback-at-no-22/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/ebony-bird-2020-richard-bradshaw?date=2020-04-23,32,32,27,7,27,6.9375,4.0,4,7,0.125,0.21875,0.84375,0.21875,0.84375,1.0,41,96,0.4270833333333333,42.70833333333333,Ebony Bird,Richard Bradshaw,04/23/20,https://ebonybird.com/2020/04/23/2020-nfl-draft-ravens-nab-linebacker/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/247-sports-2020-lance-cartelli?date=2020-04-18,32,32,24,8,24,9.125,3.5,8,13,0.25,0.25,0.75,0.40625,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,247 Sports,Lance Cartelli,04/18/20,https://247sports.com/nfl/cleveland-browns/ContentGallery/2020-NFL-Mock-Draft-131849780/#131849780_1?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/bengals-com-2020-media?date=2020-04-19,32,32,24,8,24,8.8125,3.5,8,13,0.25,0.25,0.75,0.40625,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,Bengals.com,Media,04/19/20,https://www.bengals.com/news/third-and-final-2020-bengals-com-media-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-com-2020-charles-davis?date=2020-04-21,32,32,24,8,24,8.71875,3.5,8,17,0.25,0.25,0.75,0.53125,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,NFL.com,Charles Davis,04/21/20,http://www.nfl.com/news/story/0ap3000001110236/article/charles-davis-2020-nfl-mock-draft-30-49ers-pick-ceedee-lamb?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/nfl-spin-zone-2020-daniel-spencer?date=2020-04-17,32,32,24,8,24,9.125,2.5,8,14,0.25,0.25,0.75,0.4375,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,NFL Spin Zone,Daniel Spencer,04/17/20,https://nflspinzone.com/2020/04/17/nfl-mock-draft-2020-trades-vikings-raiders-patriots/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/windy-city-gridiron-2020-jacob-infante?date=2020-04-21,32,32,24,8,24,11.625,6.0,7,11,0.21875,0.25,0.75,0.34375,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,Windy City Gridiron,Jacob Infante,04/21/20,https://www.windycitygridiron.com/2020/4/21/21227077/2020-nfl-mock-draft-chicago-bears-two-rounds-trade-joe-burrow-chase-young-antoine-winfield-lions?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/tankathon-2020?date=2020-04-23,32,32,26,7,26,6.40625,2.5,7,13,0.21875,0.21875,0.8125,0.40625,0.8125,1.0,40,96,0.4166666666666667,41.66666666666667,Tankathon,Staff,04/23/20,http://www.tankathon.com/nfl/mock_draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/bleacher-report-2020-brent-sobleski?date=2020-04-11,32,32,24,8,24,8.25,4.0,6,11,0.1875,0.25,0.75,0.34375,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,Bleacher Report,Brent Sobleski,04/10/20,https://bleacherreport.com/articles/2885807-2020-first-round-nfl-mock-draft-tua-tagovailoa-tumbles-out-of-top-10#slide0?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
/mock-drafts/2020/pewter-report-2020-jon-ledyard?date=2020-04-21,32,32,24,8,24,9.3125,4.0,6,12,0.1875,0.25,0.75,0.375,0.75,1.0,40,96,0.4166666666666667,41.66666666666667,Pewter Report,Jon Ledyard,04/21/20,https://www.pewterreport.com/ledyards-final-2020-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,32
