team_slug,team_name,player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_mock_count,share_of_team_picks
arizona-cardinals,Arizona Cardinals,Alohi Gilman,S,1,1,1,4.0,4.0,4,4,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Anfernee Jennings,EDGE,1,1,1,4.0,4.0,4,4,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,C.J. Henderson,CB,1,1,1,1.0,1.0,1,1,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Chase Claypool,WR,1,1,1,3.0,3.0,3,3,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,D.J. Wonnum,EDGE,1,1,1,6.0,6.0,6,6,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Derrick Brown,DL,1,1,1,1.0,1.0,1,1,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,James Proche,WR,1,1,1,7.0,7.0,7,7,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Jared Pinkney,TE,1,1,1,7.0,7.0,7,7,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Justin Strnad,LB,1,1,1,6.0,6.0,6,6,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Markus Bailey,LB,1,1,1,4.0,4.0,4,4,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Matt Peart,OT,1,1,1,3.0,3.0,3,3,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Rashard Lawrence,DL,1,1,1,3.0,3.0,3,3,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Robert Hunt,IOL,1,1,1,3.0,3.0,3,3,,,,,14,0.07142857142857142
arizona-cardinals,Arizona Cardinals,Troy Pride Jr.,CB,1,1,1,4.0,4.0,4,4,,,,,14,0.07142857142857142
atlanta-falcons,Atlanta Falcons,Bryce Hall,CB,2,2,2,3.0,3.0,3,3,,,,,18,0.1111111111111111
atlanta-falcons,Atlanta Falcons,Adrian Killins Jr.,RB,1,1,1,7.0,7.0,7,7,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Albert Okwuegbunam,TE,1,1,1,4.0,4.0,4,4,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Clyde Edwards-Helaire,RB,1,1,1,3.0,3.0,3,3,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Eric Lee Jr.,S,1,1,1,7.0,7.0,7,7,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Evan Weaver,LB,1,1,1,4.0,4.0,4,4,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Harrison Bryant,TE,1,1,1,4.0,4.0,4,4,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Isaiah Simmons,LB,1,1,1,1.0,1.0,1,1,,,,,18,0.05555555555555555
atlanta-falcons,Atlanta Falcons,Javon Kinlaw,DL,1,1,1,1.0,1.0,1,1,,,,,18,0.05555555555555555
