section,year,cache_id,mock_relative_url,mock_absolute_url,mock_name,author_name,published_at,description,intro,external_url,rankings_url,completed_url,completion_percentage,completion_place,most_accurate,temporary_mock,scheduled_to_be_deleted,time_left_before_deletion,top_authors_count,twitter,user_mock,user_premium,selection_count,previous_mock_date_count,list_rank
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/walter-football-2020-walter-cherepinsky?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/walter-football-2020-walter-cherepinsky?date=2020-04-23,Walter Football,Walter Cherepinsky,04/23/20,"2020 NFL Mock Draft : Detailed NFL Mock Drafts, Player Prospect Rankings, One of the Largest Mock Draft Databases on the Web, Power Rankings and Much More for the NFL and Other Sports.",,http://walterfootball.com/draft2020.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,26.2%,101st,False,False,False,03/26/2019 11:46pm CDT,4,walterfootball,False,False,32,1,11
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/riggos-rag-2020-jacob-camenker?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/riggos-rag-2020-jacob-camenker?date=2020-04-23,Riggo's Rag,Jacob Camenker,04/23/20,Jacob’s final 2020 NFL Mock Draft: Redskins watching Browns No. 10 pick : The 2020 NFL Draft is here. The Washington Redskins will likely take Chase Young and may trade Trent Williams. Here's what to watch in mock draft form.,,https://riggosrag.com/2020/04/23/jacobs-final-2020-nfl-mock-draft-redskins-watching-browns-no-10-pick/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,32.21%,19th,False,False,False,03/03/2020 12:12pm CST,3,JacobCamenker,False,False,32,1,12
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/nfl-com-2020-lance-zierlein?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/nfl-com-2020-lance-zierlein?date=2020-04-23,NFL.com,Lance Zierlein,04/23/20,"Lance Zierlein 2020 NFL mock draft 3.0: Justin Herbert falls to 18 : It's draft day! Before the first round kicks off tonight, Lance Zierlein provides his final predictions on the top 32 picks. Could Justin Herbert fall into the bottom half of the first round?",,http://www.nfl.com/news/story/0ap3000001110679/article/lance-zierlein-2020-nfl-mock-draft-30-justin-herbert-falls-to-18?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,25.0%,146th,False,False,False,02/05/2020 09:56am CST,0,LanceZierlein,False,False,32,1,13
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/draftsite-2020-dj-boyer?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/draftsite-2020-dj-boyer?date=2020-04-23,DraftSite,DJ Boyer,04/23/20,"2020 NFL Mock Draft - Round 1 - NFL - DraftSite.com : Round 1 of the 2020  NFL mock draft projections, with trade info based on weekly team projections and college and amateur player rankings.",,https://www.draftsite.com/nfl/mock-draft/2020/round1/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,36.78%,7th,False,False,False,03/09/2019 01:00pm CST,1,DraftSite,False,False,32,1,14
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/acme-packing-company-2020-shawn-wagner?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/acme-packing-company-2020-shawn-wagner?date=2020-04-23,Acme Packing Company,Shawn Wagner,04/23/20,"2020 NFL Mock Draft: Packers grab surprise DL with their first-round selection : Green Bay adds an interior lineman in this final mock draft, but not one of the more popular choices.","The big day is here and, with that, the final version of Shawn’s mock for the 2020 NFL Draft. This edition of the draft is poised to be one of many surprises and possible trades as the offensive line, wide receivers, and quarterbacks figure to steal the show. How far will Tua Tagovailoa drop amid health concerns? Will Jordan Love be a first-round pick? How many offensive linemen will go in the first 15 picks? Those questions all promise to be answered later today. For now, here is a look at one possible way the draft could stack up, including the Green Bay Packers’ selection at 30th overall, barring trades.",https://www.acmepackingcompany.com/nfl-draft-2020-packers/2020/4/23/21232006/2020-nfl-mock-draft-packers-grab-surprise-dl-with-their-first-round-selection?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,30.29%,39th,False,False,False,04/06/2020 09:32pm CDT,0,17Swagner,False,False,32,3,15
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/mile-high-report-2020-scotty-payne?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/mile-high-report-2020-scotty-payne?date=2020-04-23,Mile High Report,Scotty Payne,04/23/20,Mocking the first round of the 2020 NFL Draft : How I likely incorrectly see the first-round of the 2020 NFL Draft going down.,,https://www.milehighreport.com/2020/4/23/21232291/first-round-mock-draft-2020?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,32.69%,17th,False,False,False,04/30/2020 11:13am CDT,0,Skotty_Payne,False,False,32,1,16
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/nbc-sports-bay-area-2020-dalton-johnson-josh-schrock?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/nbc-sports-bay-area-2020-dalton-johnson-josh-schrock?date=2020-04-23,NBC Sports Bay Area,Dalton Johnson & Josh Schrock,04/23/20,2020 NFL mock draft: Final first-round pick projections with trades ,"With Tua Tagovailoa reportedly expected to slide due to the inability of teams to conduct medical evaluations, the Dolphins give Washington a king's ransom to go up and draft the quarterback they've scouted more than any other. Herbert has all the physical traits you want in an NFL quarterback, and some scouts have said he has the 'highest floor' of any draft QB. The Dolphins go get their guy.",https://www.nbcsports.com/bayarea/raiders/2020-nfl-mock-draft-final-first-round-pick-projections-trades?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,11.06%,416th,False,False,False,02/06/2020 09:07am CST,0,DaltonJ_Johnson,False,False,32,1,17
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/ny-post-2020-steve-serby?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/ny-post-2020-steve-serby?date=2020-04-23,NY Post,Steve Serby,04/23/20,"NFL Mock Draft 6.0: Giants, Jets hold line, Tua Tagovailoa drops : Steve Serby's NFL Mock Draft 6.0 does not include trades, features a Tua Tagovailoa fall and a surprise landing spot when all is said and done.",,https://nypost.com/2020/04/23/nfl-mock-draft-6-0-giants-jets-hold-line-tua-tagovailoa-drops/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,33.65%,13th,False,False,False,01/11/2020 09:35pm CST,0,NYPost_Serby,False,False,32,1,18
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/cbs-2020-ryan-wilson?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/cbs-2020-ryan-wilson?date=2020-04-23,CBS,Ryan Wilson,04/23/20,"2020 NFL Mock Draft: Dolphins take Jordan Love over Justin Herbert in Ryan Wilson's final mock draft : This is it, the final mock draft ahead of the actual 2020 NFL Draft","Of the the 33 previous mock drafts we've done, dating back to the start of the 2019 college football season (you can check out mock draft No. 1 right here!) this last version proved to be the toughest. For starters, we didn't have any trades, even though it's become quite clear that several teams will be clamoring to move up -- but not for a quarterback, we think. Instead, names like C.J. Henderson, Javon Kinlaw and CeeDee Lamb could go much earlier than the mock-draft community expects. Knowing that, it's hard to peg which players fall where but, hey, we'll all know soon enough in a few hours. But our hunch tells us that the Dolphins pass on a quarterback at No. 5, the Chargers don't pass on one a pick later, and Justin Herbert not only slides, but ends up going after Jordan Love. Of course, you also have a better chance of buying the winning lottery ticket while getting hit by lightning than we do of nailing all 32 picks, but trying to get into the minds of all 32 teams is what makes this fun. ",https://www.cbssports.com/nfl/draft/news/2020-nfl-mock-draft-dolphins-take-jordan-love-over-justin-herbert-in-ryan-wilsons-final-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,16.11%,353rd,False,False,False,05/06/2019 11:40pm CDT,0,ryanwilsonCBS,False,False,32,1,19
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/san-diego-union-tribune-2020-eddie-brown?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/san-diego-union-tribune-2020-eddie-brown?date=2020-04-23,San Diego Union Tribune,Eddie Brown,04/23/20,2020 NFL Mock Draft: Seven-round projections : Looking forward to the 2020 NFL Draft? Let us tell you what will happen.,"The Dolphins doth protest too much, methinks. First, they spend a month trying to convince everyone they were favoring former Oregon quarterback Justin Herbert over former Alabama quarterback Tua Tagovailoa. Then, a story leaks the day before the draft that they are trying to trade up, but not for a quarterback. They’re targeting an offensive tackle. Methinks the Dolphins want Tagovailoa (they reportedly cleared him medically after all), but are trying to convince the Chargers they don’t so they don’t have to burn any draft capital in a bidding war.",https://www.sandiegouniontribune.com/sports/story/2020-04-23/2020-nfl-mock-draft-seven-round-projections?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,39.9%,2nd,False,False,False,09/27/2021 10:04pm CDT,1,UTEddieBrown,False,False,32,16,20
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/atlantafalcons-com-2020-matthew-tabeek?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/atlantafalcons-com-2020-matthew-tabeek?date=2020-04-23,AtlantaFalcons.com,Matthew Tabeek,04/23/20,"Tabeek's Final 2020 Mock Draft: Falcons trade up for defensive star : The Falcons jump into the top 10 and land Brown, a monster in the trenches","I'm sure you've heard or read about all of the rumors related to the Falcons, especially the ones about them trading up. I have a feeling they will, and that's based on a gut feeling. Nothing else, I promise. So, without further ado, here is final 2020 mock draft. Let me know how you feel about the pick here. Enjoy.",https://www.atlantafalcons.com/news/tabeek-s-final-2020-mock-draft-falcons-trade-up-for-defensive-star?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,18.75%,300th,False,False,False,02/12/2020 05:35pm CST,0,MatthewTabeek,False,False,32,2,21
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/acme-packing-company-2020-peter-bukowski?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/acme-packing-company-2020-peter-bukowski?date=2020-04-23,Acme Packing Company,Peter Bukowski,04/23/20,"After flurry of early trades, Packers snag a receiver in a final 2020 mock draft : Between technology problems, no pro days, and wacky rumors swirling, the first round of the 2020 NFL draft promises to be wild. In this version, the Packers weather the storm and get ""their guy.""","With the draft less than 24 hours away, I take my best (and almost certainly futile) shot at trying to predict what will happen. One caveat: while this is what I believe to be the most likely scenario, a trade for a receiver is the second-most likely whether it’s up or down. Brian Gutekunst made it clear this week he wants to find value spots with the receivers and he’s not going to wait to get to those ranges. If guys start to go off the board, he’ll move up, if they don’t—this version turns out to be a little bit of a combination of the two—he will stay patient. We know you’re going to scroll down to 30 first anyway (you’re welcome). ",https://www.acmepackingcompany.com/nfl-draft-2020-packers/2020/4/23/21231390/packersl-mock-draft-2020-nfl-draft-brandon-aiyuk-first-round-pick?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,14.42%,377th,False,False,False,10/01/2021 11:24am CDT,0,Peter_Bukowski,False,False,32,1,22
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/nfl-com-2020-charley-casserly?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/nfl-com-2020-charley-casserly?date=2020-04-23,NFL.com,Charley Casserly,04/23/20,"Charley Casserly 2020 NFL mock draft 3.0: Bucs protect Brady : Charley Casserly takes one last attempt at projecting the first round of the 2020 NFL Draft. He has three trades in the top 10 alone, including one that should excite new Bucs QB Tom Brady.",,http://www.nfl.com/news/story/0ap3000001110566/article/charley-casserly-2020-nfl-mock-draft-30-bucs-protect-brady?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,23.56%,172nd,False,False,False,02/25/2020 12:04pm CST,0,CharleyCasserly,False,False,32,2,23
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/action-network-2020-matthew-freedman?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/action-network-2020-matthew-freedman?date=2020-04-23,Action Network,Matthew Freedman,04/23/20,"Freedman's Final 2020 Mock Draft: Burrow, Young & Then What? : See Matthew Freedman's final 2020 mock draft, including how he sees the entire first round playing out.","If you were to do a mock, you might go through it pick-by-pick trying to match each player perfectly with his team and draft position. That’s not the way I conceptualize a mock. To me, it’s not an exercise in attempted sequential perfection. I know I can’t do a perfect mock. I’m just trying to create a mock that is good enough. For almost any player after pick No. 1, it’s hard to get everything about his draft situation right — and so I don’t try to get everything right. Instead, I try to maximize my odds of being right about the generalities.",https://www.actionnetwork.com/nfl/2020-nfl-mock-draft-final-projections-round-1-picks-joe-burrow-chase-young-matthew-freedman?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,23.32%,182nd,False,False,False,10/01/2021 02:05pm CDT,3,MattFtheOracle,False,False,32,3,24
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/action-network-2020-scott-smith?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/action-network-2020-scott-smith?date=2020-04-23,Action Network,Scott Smith,04/23/20,NFL Mock Draft 2020: Scott Smith's Final Projections for Round 1 | The Action Network : Scott Smith reveals the final version of his 2020 NFL mock draft.,"In a special collaboration with The Action Network, you’ll find the final edition of Scott Smith’s 2020 NFL mock draft below. Scott is a football analyst who has written for Rotoviz and Player Profiler. He’s been the No. 1 mock ranker over the past two years at Mock Draft Database.",https://www.actionnetwork.com/nfl/2020-nfl-mock-draft-first-round-projections-predictions-picks-smith?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,37.02%,6th,False,False,False,10/01/2021 02:05pm CDT,1,ScottSmithFF,False,False,32,2,25
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/microsoft-sports-2020-brandon-holtz?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/microsoft-sports-2020-brandon-holtz?date=2020-04-23,Microsoft Sports,Brandon Holtz,04/23/20,2020 NFL Mock Draft : Microsoft Sports: Mock Draft 2.0,,https://www.msn.com/en-us/sports/nfl/microsoft-sports-mock-draft-20/ar-BB13607i?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,19.71%,272nd,False,False,False,04/21/2020 09:47pm CDT,0,TheRealBHoltz,False,False,31,1,26
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/my-nfl-draft-2020?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/my-nfl-draft-2020?date=2020-04-23,My NFL Draft,Staff,04/23/20,2020 NFL Mock Draft : 2020 NFL Mock Draft and NFL Draft Results. Our 2020 NFL mock draft will be updated frequently and contains prospects profiles with videos.,,http://www.mynfldraft.com/NFL-Mock-Draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,21.15%,243rd,False,False,False,08/15/2019 01:01pm CDT,2,,False,False,32,1,27
mock-drafts,2020,mocks/Show-0,/mock-drafts/2020/jets-wire-2020-tyler-calvaruso?date=2020-04-23,https://www.nflmockdraftdatabase.com/mock-drafts/2020/jets-wire-2020-tyler-calvaruso?date=2020-04-23,Jets Wire,Tyler Calvaruso,04/23/20,Jets Wire's 2020 NFL Mock Draft 5.0: Andrew Thomas to New York in final 7-round prediction : Jets Wire's final mock draft of the year has New York landing Georgia offensive tackle Andrew Thomas at No. 11.,,https://jetswire.usatoday.com/2020/04/23/2020-nfl-draft-mock-draft-new-york-jets-andrew-thomas-joe-douglas-seven-round/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2020/consensus-big-board-2020,https://www.nflmockdraftdatabase.com/mock-drafts/2020/final-scores,19.95%,264th,False,False,False,04/14/2020 09:48pm CDT,0,tyler_calvaruso,False,False,32,1,28
