mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,correct_player_in_round_matches,same_position_same_round_matches,same_position_plus_minus_one_round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,correct_player_in_round_rate,same_position_same_round_rate,same_position_plus_minus_one_round_rate,generous_score_points,generous_score_max_points,generous_score_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/team-mock-drafts/2023/colts-stampede-blue-2023-elliot-denton-singh?date=2023-04-23,9,8,1,3,5,3,2,1,,,0,0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.1111111111111111,14,27,0.5185185185185185,14,27,0.5185185185185185,51.85185185185185,Stampede Blue,Elliot Denton-Singh,04/23/23,https://www.stampedeblue.com/2023/4/23/23618651/indianapolis-colts-seven-round-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2023/bears-bears-wire-2023-nate-atkins?date=2023-04-22,7,6,1,1,3,1,2,3,,,0,0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.42857142857142855,10,21,0.47619047619047616,10,21,0.47619047619047616,47.61904761904761,Bears Wire,Nate Atkins,04/22/23,https://bearswire.usatoday.com/lists/bears-nfl-draft-2023-defensive-linemen-for-every-round/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
/team-mock-drafts/2023/texans-texans-wire-2023-john-crumpler?date=2023-04-25,7,7,1,1,2,1,2,3,,,0,0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,10,21,0.47619047619047616,10,21,0.47619047619047616,47.61904761904761,Texans Wire,John Crumpler,04/25/23,https://texanswire.usatoday.com/lists/texans-wire-7-round-mock-draft-will-levis-come-on-down/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
/team-mock-drafts/2023/chiefs-arrowhead-pride-2023-price-carter?date=2023-04-24,3,3,1,0,2,0,1,2,,,0,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,4,9,0.4444444444444444,4,9,0.4444444444444444,44.44444444444444,Arrowhead Pride,Price Carter,04/24/23,https://www.arrowheadpride.com/2023/4/24/23694060/chiefs-nfl-draft-2023-mock-draft-dream-comes-true?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2023/vikings-twsn-2023-matt-levine?date=2023-04-18,3,3,1,0,2,0,2,0,,,0,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,4,9,0.4444444444444444,4,9,0.4444444444444444,44.44444444444444,TWSN,Matt Levine,04/18/23,https://twsn.net/2023/04/minnesota-vikings-three-round-2023-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2023/steelers-steelers-depot-2023-jonathan-heitritter?date=2023-04-24,7,7,0,3,3,2,0,3,,,0,0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,1.0,0.2857142857142857,0.0,0.42857142857142855,9,21,0.42857142857142855,9,21,0.42857142857142855,42.857142857142854,Steelers Depot,Jonathan Heitritter,04/23/23,https://steelersdepot.com/2023/04/heitritter-pittsburgh-steelers-2023-mock-draft-final-version/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
/team-mock-drafts/2023/saints-saints-wire-2023-john-sigler?date=2023-04-13,7,6,1,0,2,0,4,1,,,0,0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,0.0,0.5714285714285714,0.14285714285714285,9,21,0.42857142857142855,9,21,0.42857142857142855,42.857142857142854,Saints Wire,John Sigler,04/13/23,https://saintswire.usatoday.com/lists/2023-nfl-mock-draft-7-rounds-trades-saints-picks-keion-white-mazi-smith-israel-abanikanda/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
/team-mock-drafts/2023/colts-draftwire-2023-curt-popejoy?date=2023-04-22,9,8,1,1,4,1,2,4,,,0,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.4444444444444444,11,27,0.4074074074074074,11,27,0.4074074074074074,40.74074074074074,Draftwire,Curt Popejoy,04/21/23,https://draftwire.usatoday.com/lists/indianapolis-colts-2023-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2023/packers-nfl-spin-zone-2023-michael-johnson?date=2023-04-25,5,5,2,1,2,1,1,1,,,0,0,0.0,0.2,0.4,0.0,0.4,1.0,0.2,0.2,0.2,6,15,0.4,6,15,0.4,40.0,NFL Spin Zone,Michael Johnson,04/25/23,https://nflspinzone.com/2023/04/25/green-bay-packers-2023-nfl-mock-draft-post-aaron-rodgers-trade/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,5
/team-mock-drafts/2023/patriots-98-5-the-sports-hub-2023-alex-barth?date=2023-04-24,10,7,1,2,4,2,2,2,,,0,0,0.0,0.2,0.1,0.0,0.4,0.7,0.2,0.2,0.2,12,30,0.4,12,30,0.4,40.0,98.5 The Sports Hub,Alex Barth,04/24/23,https://985thesportshub.com/listicle/patriots-mock-draft-3-0-putting-it-all-together/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
