player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Steve Avila,IOL,7,7,7,2.142857142857143,2.0,2,3,,,,,5,Dallas Cowboys,dallas-cowboys
Trey Dean III,S,7,7,7,5.714285714285714,6.0,4,7,,,,,3,New England Patriots,new-england-patriots
Tuli Tuipulotu,DL,7,7,7,2.4285714285714284,2.0,2,3,,,,,5,Chicago Bears,chicago-bears
YaYa Diaby,EDGE,7,7,7,4.142857142857143,4.0,3,6,,,,,6,Indianapolis Colts,indianapolis-colts
Zach Charbonnet,RB,7,7,7,2.4285714285714284,2.0,2,4,,,,,5,Cincinnati Bengals,cincinnati-bengals
Adetomiwa Adebawore,EDGE,6,6,6,2.1666666666666665,2.0,2,3,,,,,5,Chicago Bears,chicago-bears
Anthony Johnson Jr.,CB,6,6,6,5.166666666666667,5.5,3,7,,,,,5,Chicago Bears,chicago-bears
Arquon Bush,CB,6,6,6,6.666666666666667,7.0,6,7,,,,,5,Las Vegas Raiders,las-vegas-raiders
Brandon Joseph,S,6,6,6,4.5,4.5,3,6,,,,,6,Cleveland Browns,cleveland-browns
Chamarri Conner,S,6,6,6,6.333333333333333,6.5,5,7,,,,,5,Pittsburgh Steelers,pittsburgh-steelers
Chris Rodriguez Jr.,RB,6,6,6,6.5,7.0,5,7,,,,,5,Dallas Cowboys,dallas-cowboys
D.J. Turner,CB,6,6,6,2.3333333333333335,2.0,2,3,,,,,6,Chicago Bears,chicago-bears
Dalton Kincaid,TE,6,6,6,1.3333333333333333,1.0,1,2,,,,,5,Dallas Cowboys,dallas-cowboys
Deonte Banks,CB,6,6,6,1.1666666666666667,1.0,1,2,,,,,5,Pittsburgh Steelers,pittsburgh-steelers
Deuce Vaughn,RB,6,6,6,5.166666666666667,5.0,4,6,,,,,5,Houston Texans,houston-texans
Emmanuel Forbes,CB,6,6,6,1.8333333333333333,2.0,1,2,,,,,5,Cincinnati Bengals,cincinnati-bengals
Luke Wypler,IOL,6,6,6,3.3333333333333335,3.5,2,4,,,,,4,Buffalo Bills,buffalo-bills
Matthew Bergeron,OT,6,6,6,2.1666666666666665,2.0,2,3,,,,,5,New England Patriots,new-england-patriots
O'Cyrus Torrence,IOL,6,6,6,1.6666666666666667,2.0,1,2,,,,,5,Indianapolis Colts,indianapolis-colts
Olusegun Oluwatimi,IOL,6,6,5,4.333333333333333,4.0,4,5,,,,,5,San Francisco 49ers,san-francisco-49ers
Rashee Rice,WR,6,6,6,2.1666666666666665,2.0,2,3,,,,,6,Atlanta Falcons,atlanta-falcons
Starling Thomas V,CB,6,6,6,5.166666666666667,5.5,4,6,,,,,5,New England Patriots,new-england-patriots
Stetson Bennett IV,QB,6,6,6,6.666666666666667,7.0,6,7,,,,,5,Washington Commanders,washington-commanders
Trenton Simpson,LB,6,6,4,1.8333333333333333,2.0,1,2,,,,,5,Pittsburgh Steelers,pittsburgh-steelers
Tyler Steen,OT,6,6,6,3.5,3.0,3,5,,,,,3,New England Patriots,new-england-patriots
Wanya Morris,OT,6,6,6,4.333333333333333,4.5,3,5,,,,,4,Chicago Bears,chicago-bears
Warren McClendon,OT,6,6,6,5.333333333333333,6.0,3,7,,,,,6,Buffalo Bills,buffalo-bills
Will Anderson Jr.,EDGE,6,6,6,1.0,1.0,1,1,,,,,3,Detroit Lions,detroit-lions
Zay Flowers,WR,6,6,6,1.3333333333333333,1.0,1,2,,,,,6,Buffalo Bills,buffalo-bills
Andre Carter II,EDGE,5,5,5,3.0,3.0,2,4,,,,,5,Carolina Panthers,carolina-panthers
Andrei Iosivas,WR,5,5,5,5.4,6.0,3,7,,,,,5,Houston Texans,houston-texans
Anton Harrison,OT,5,5,5,1.4,1.0,1,2,,,,,3,Pittsburgh Steelers,pittsburgh-steelers
C.J. Stroud,QB,5,5,5,1.0,1.0,1,1,,,,,3,Carolina Panthers,carolina-panthers
Cam Smith,CB,5,5,5,1.8,2.0,1,2,,,,,5,Houston Texans,houston-texans
DeWayne McBride,RB,5,5,5,4.6,4.0,3,7,,,,,5,Arizona Cardinals,arizona-cardinals
Henry To'oto'o,LB,5,5,5,3.8,4.0,3,4,,,,,4,Las Vegas Raiders,las-vegas-raiders
Jahmyr Gibbs,RB,5,5,5,1.8,2.0,1,2,,,,,5,Atlanta Falcons,atlanta-falcons
Jake Haener,QB,5,5,5,5.2,5.0,4,6,,,,,4,Las Vegas Raiders,las-vegas-raiders
Jammie Robinson,S,5,5,5,3.6,3.0,3,5,,,,,5,Buffalo Bills,buffalo-bills
Jaren Hall,QB,5,5,5,5.2,6.0,3,7,,,,,4,New England Patriots,new-england-patriots
Jaxon Smith-Njigba,WR,5,5,5,1.0,1.0,1,1,,,,,4,Green Bay Packers,green-bay-packers
Ji'Ayir Brown,S,5,5,5,3.0,3.0,3,3,,,,,4,Las Vegas Raiders,las-vegas-raiders
Jonah Tavai,DL,5,5,5,5.8,6.0,5,7,,,,,5,Houston Texans,houston-texans
Keion White,EDGE,5,5,5,2.0,2.0,2,2,,,,,5,Jacksonville Jaguars,jacksonville-jaguars
Kendre Miller,RB,5,5,5,4.2,4.0,3,5,,,,,3,Dallas Cowboys,dallas-cowboys
Kenny McIntosh,RB,5,5,5,4.6,5.0,4,5,,,,,4,New England Patriots,new-england-patriots
Lukas Van Ness,EDGE,5,5,5,1.2,1.0,1,2,,,,,5,Atlanta Falcons,atlanta-falcons
Mekhi Garner,CB,5,5,5,5.0,5.0,4,6,,,,,4,Cincinnati Bengals,cincinnati-bengals
Noah Sewell,LB,5,5,5,3.8,4.0,3,5,,,,,4,Cleveland Browns,cleveland-browns
Parker Washington,WR,5,5,5,4.8,5.0,4,5,,,,,5,Atlanta Falcons,atlanta-falcons
Payne Durham,TE,5,5,5,5.4,5.0,5,6,,,,,5,Buffalo Bills,buffalo-bills
Robert Beal Jr.,EDGE,5,5,4,6.4,7.0,4,7,,,,,4,Pittsburgh Steelers,pittsburgh-steelers
Sydney Brown,S,5,5,5,2.6,3.0,2,3,,,,,4,Green Bay Packers,green-bay-packers
Tank Bigsby,RB,5,5,5,3.6,4.0,3,4,,,,,5,Chicago Bears,chicago-bears
Xavier Hutchinson,WR,5,5,5,3.8,4.0,3,5,,,,,5,Chicago Bears,chicago-bears
Zacch Pickens,DL,5,5,5,3.0,3.0,2,4,,,,,3,Chicago Bears,chicago-bears
Aidan O'Connell,QB,4,4,4,6.0,6.0,5,7,,,,,4,Cincinnati Bengals,cincinnati-bengals
Brayden Willis,TE,4,4,4,6.5,6.5,6,7,,,,,3,San Francisco 49ers,san-francisco-49ers
Broderick Jones,OT,4,4,4,1.0,1.0,1,1,,,,,3,New England Patriots,new-england-patriots
Bryan Bresee,DL,4,4,4,1.0,1.0,1,1,,,,,4,Cincinnati Bengals,cincinnati-bengals
Cam Jones,LB,4,4,4,6.25,6.0,6,7,,,,,3,New York Giants,new-york-giants
Carrington Valentine,CB,4,4,4,5.5,5.5,4,7,,,,,4,Cincinnati Bengals,cincinnati-bengals
Charlie Jones,WR,4,4,4,5.0,4.5,4,7,,,,,3,Pittsburgh Steelers,pittsburgh-steelers
Charlie Thomas,LB,4,4,4,7.0,7.0,7,7,,,,,4,Atlanta Falcons,atlanta-falcons
Chase Brown,RB,4,4,4,4.5,4.5,4,5,,,,,4,Chicago Bears,chicago-bears
Christian Gonzalez,CB,4,4,4,1.0,1.0,1,1,,,,,3,Detroit Lions,detroit-lions
D.J. Johnson,EDGE,4,4,4,5.25,5.5,3,7,,,,,2,San Francisco 49ers,san-francisco-49ers
Dee Winters,LB,4,4,4,6.75,7.0,6,7,,,,,3,Dallas Cowboys,dallas-cowboys
Demario Douglas,WR,4,4,4,6.0,6.0,5,7,,,,,3,New England Patriots,new-england-patriots
Desjuan Johnson,DL,4,4,4,6.75,7.0,6,7,,,,,3,Los Angeles Rams,los-angeles-rams
Dontayvion Wicks,WR,4,4,4,6.0,6.5,4,7,,,,,4,Green Bay Packers,green-bay-packers
Drew Sanders,LB,4,4,4,1.75,1.5,1,3,,,,,2,Dallas Cowboys,dallas-cowboys
Earl Bostick Jr.,IOL,4,4,4,6.25,6.5,5,7,,,,,3,San Francisco 49ers,san-francisco-49ers
Elijah Higgins,WR,4,4,4,6.75,7.0,6,7,,,,,4,Buffalo Bills,buffalo-bills
Emil Ekiyor Jr.,IOL,4,4,4,4.0,4.0,4,4,,,,,4,Cincinnati Bengals,cincinnati-bengals
J.L. Skinner,S,4,4,4,3.0,3.0,3,3,,,,,4,Chicago Bears,chicago-bears
Jaelyn Duncan,OT,4,4,4,2.5,2.5,2,3,,,,,3,San Francisco 49ers,san-francisco-49ers
Jalen Redmond,DL,4,4,4,5.5,5.5,5,6,,,,,4,Chicago Bears,chicago-bears
Jarrett Patterson,IOL,4,4,4,5.25,5.0,5,6,,,,,4,Dallas Cowboys,dallas-cowboys
Jay Ward,S,4,4,4,6.0,6.0,5,7,,,,,4,Buffalo Bills,buffalo-bills
Jaylon Jones,CB,4,4,4,4.5,4.0,4,6,,,,,4,Cincinnati Bengals,cincinnati-bengals
Josh Downs,WR,4,4,4,2.0,2.0,2,2,,,,,3,Atlanta Falcons,atlanta-falcons
Kelee Ringo,CB,4,4,4,1.75,2.0,1,2,,,,,3,New York Giants,new-york-giants
Michael Mayer,TE,4,4,4,1.0,1.0,1,1,,,,,4,Cincinnati Bengals,cincinnati-bengals
Michael Turk,P,4,4,4,6.5,7.0,5,7,,,,,1,New England Patriots,new-england-patriots
Michael Wilson,WR,4,4,4,4.25,4.5,3,5,,,,,4,Green Bay Packers,green-bay-packers
Rejzohn Wright,CB,4,4,4,4.75,5.0,3,6,,,,,3,San Francisco 49ers,san-francisco-49ers
Siaki Ika,DL,4,4,4,2.5,2.5,2,3,,,,,4,Detroit Lions,detroit-lions
T.J. Bass,IOL,4,4,4,6.25,6.5,5,7,,,,,4,Chicago Bears,chicago-bears
Travis Dye,RB,4,4,4,6.75,7.0,6,7,,,,,4,Atlanta Falcons,atlanta-falcons
Tre Tucker,WR,4,4,4,6.25,6.0,6,7,,,,,2,Las Vegas Raiders,las-vegas-raiders
Tyler Lacy,DL,4,4,4,6.25,6.5,5,7,,,,,3,Las Vegas Raiders,las-vegas-raiders
Tyree Wilson,EDGE,4,4,4,1.0,1.0,1,1,,,,,4,Atlanta Falcons,atlanta-falcons
Will Levis,QB,4,4,4,1.0,1.0,1,1,,,,,4,Houston Texans,houston-texans
Zach Evans,RB,4,4,4,3.75,4.0,3,4,,,,,3,Kansas City Chiefs,kansas-city-chiefs
Alex Austin,CB,3,3,3,6.0,6.0,5,7,,,,,2,Dallas Cowboys,dallas-cowboys
Alex Forsyth,IOL,3,3,3,6.666666666666667,7.0,6,7,,,,,3,Cleveland Browns,cleveland-browns
Ali Gaye,EDGE,3,3,3,5.333333333333333,5.0,5,6,,,,,3,Las Vegas Raiders,las-vegas-raiders
Anfernee Orji,LB,3,3,3,5.333333333333333,6.0,4,6,,,,,3,Carolina Panthers,carolina-panthers
B.J. Ojulari,EDGE,3,3,3,2.0,2.0,2,2,,,,,3,Carolina Panthers,carolina-panthers
Brenton Strange,TE,3,3,3,5.666666666666667,7.0,3,7,,,,,2,San Francisco 49ers,san-francisco-49ers
Cameron Brown,CB,3,3,3,6.666666666666667,7.0,6,7,,,,,2,Pittsburgh Steelers,pittsburgh-steelers
Carter Warren,OT,3,3,3,5.666666666666667,6.0,4,7,,,,,3,Denver Broncos,denver-broncos
Chris Smith II,S,3,3,3,4.333333333333333,4.0,4,5,,,,,3,Buffalo Bills,buffalo-bills
Colby Wooden,DL,3,3,3,3.6666666666666665,4.0,3,4,,,,,3,Chicago Bears,chicago-bears
Darrell Luter Jr.,CB,3,3,3,6.333333333333333,7.0,5,7,,,,,3,Atlanta Falcons,atlanta-falcons
Davis Allen,TE,3,3,3,6.0,6.0,5,7,,,,,3,Cleveland Browns,cleveland-browns
DeMarcco Hellams,S,3,3,3,7.0,7.0,7,7,,,,,3,Green Bay Packers,green-bay-packers
Deneric Prince,RB,3,3,3,7.0,7.0,7,7,,,,,3,Houston Texans,houston-texans
Devon Achane,RB,3,3,3,2.6666666666666665,3.0,2,3,,,,,2,Philadelphia Eagles,philadelphia-eagles
Drake Thomas,LB,3,3,3,6.666666666666667,7.0,6,7,,,,,3,Cincinnati Bengals,cincinnati-bengals
Dylan Horton,EDGE,3,3,3,6.0,6.0,5,7,,,,,2,Washington Commanders,washington-commanders
Eli Ricks,CB,3,3,3,3.3333333333333335,3.0,3,4,,,,,2,New England Patriots,new-england-patriots
Eric Gray,RB,3,3,3,5.0,5.0,5,5,,,,,3,Indianapolis Colts,indianapolis-colts
Hendon Hooker,QB,3,3,3,2.3333333333333335,3.0,1,3,,,,,3,Detroit Lions,detroit-lions
Jakorian Bennett,CB,3,3,3,5.333333333333333,5.0,5,6,,,,,3,Houston Texans,houston-texans
Jalen Cropper,WR,3,3,3,5.666666666666667,5.0,5,7,,,,,3,Atlanta Falcons,atlanta-falcons
Jartavius Martin,S,3,3,3,4.333333333333333,4.0,4,5,,,,,3,Carolina Panthers,carolina-panthers
Jose Ramirez,EDGE,3,3,3,5.666666666666667,5.0,5,7,,,,,3,Kansas City Chiefs,kansas-city-chiefs
Justin Shorter,WR,3,3,3,6.333333333333333,6.0,6,7,,,,,2,Philadelphia Eagles,philadelphia-eagles
K.J. Henry,EDGE,3,3,3,4.0,4.0,4,4,,,,,3,Buffalo Bills,buffalo-bills
Kahlef Hailassie,CB,3,3,3,7.0,7.0,7,7,,,,,3,New Orleans Saints,new-orleans-saints
Kyu Blu Kelly,CB,3,3,3,4.0,4.0,4,4,,,,,3,Cincinnati Bengals,cincinnati-bengals
Lonnie Phelps,EDGE,3,3,3,6.666666666666667,7.0,6,7,,,,,2,Pittsburgh Steelers,pittsburgh-steelers
McClendon Curtis,IOL,3,3,3,6.0,6.0,6,6,,,,,2,Las Vegas Raiders,las-vegas-raiders
Mekhi Blackmon,CB,3,3,3,6.0,6.0,5,7,,,,,3,Houston Texans,houston-texans
Mohamed Ibrahim,RB,3,3,3,6.666666666666667,7.0,6,7,,,,,2,Chicago Bears,chicago-bears
Myles Brooks,CB,3,3,3,5.666666666666667,6.0,4,7,,,,,3,Chicago Bears,chicago-bears
Noah Gindorff,TE,3,3,3,7.0,7.0,7,7,,,,,3,Chicago Bears,chicago-bears
Owen Pappoe,LB,3,3,3,4.666666666666667,5.0,4,5,,,,,3,Carolina Panthers,carolina-panthers
Quindell Johnson,S,3,3,3,6.0,6.0,5,7,,,,,3,Cleveland Browns,cleveland-browns
Rakim Jarrett,WR,3,3,3,6.0,6.0,5,7,,,,,2,Dallas Cowboys,dallas-cowboys
Sean Tucker,RB,3,3,3,4.666666666666667,5.0,4,5,,,,,3,Green Bay Packers,green-bay-packers
Tanner McKee,QB,3,3,3,3.0,3.0,3,3,,,,,2,Las Vegas Raiders,las-vegas-raiders
Terell Smith,CB,3,3,3,5.333333333333333,5.0,4,7,,,,,3,Indianapolis Colts,indianapolis-colts
Ventrell Miller,LB,3,3,3,6.666666666666667,7.0,6,7,,,,,3,Dallas Cowboys,dallas-cowboys
Will Mallory,TE,3,3,3,6.666666666666667,7.0,6,7,,,,,3,Kansas City Chiefs,kansas-city-chiefs
Yasir Abdullah,LB,3,3,3,5.333333333333333,6.0,4,6,,,,,3,Dallas Cowboys,dallas-cowboys
Adam Korsak,P,2,2,2,6.0,6.0,5,7,,,,,2,Cincinnati Bengals,cincinnati-bengals
Anders Carlson,K,2,2,2,7.0,7.0,7,7,,,,,2,Green Bay Packers,green-bay-packers
Anthony Johnson,CB,2,2,2,7.0,7.0,7,7,,,,,2,Chicago Bears,chicago-bears
Aubrey Miller Jr.,LB,2,2,2,6.5,6.5,6,7,,,,,2,New England Patriots,new-england-patriots
Benny Sapp III,S,2,2,2,6.5,6.5,6,7,,,,,2,Kansas City Chiefs,kansas-city-chiefs
Blake Whiteheart,TE,2,2,2,7.0,7.0,7,7,,,,,2,Cincinnati Bengals,cincinnati-bengals
Brett Neilon,IOL,2,2,2,6.5,6.5,6,7,,,,,2,Houston Texans,houston-texans
Bumper Pool,LB,2,2,2,7.0,7.0,7,7,,,,,2,Chicago Bears,chicago-bears
Byron Young (TN),EDGE,2,2,2,4.0,4.0,4,4,,,,,2,Carolina Panthers,carolina-panthers
Cameron Mitchell,CB,2,2,2,7.0,7.0,7,7,,,,,2,Green Bay Packers,green-bay-packers
Grant DuBose,WR,2,2,2,6.0,6.0,5,7,,,,,2,Green Bay Packers,green-bay-packers
Hunter Luepke,RB,2,2,2,6.5,6.5,6,7,,,,,2,Green Bay Packers,green-bay-packers
Isaiah Land,LB,2,2,2,5.5,5.5,4,7,,,,,2,Dallas Cowboys,dallas-cowboys
Isaiah Moore,LB,2,2,2,7.0,7.0,7,7,,,,,2,New York Giants,new-york-giants
Jake Bobo,WR,2,2,2,7.0,7.0,7,7,,,,,2,Green Bay Packers,green-bay-packers
Jalin Hyatt,WR,2,2,2,2.0,2.0,2,2,,,,,2,Green Bay Packers,green-bay-packers
Jason Brownlee,WR,2,2,2,7.0,7.0,7,7,,,,,2,Cincinnati Bengals,cincinnati-bengals
Jason Taylor II,S,2,2,2,6.0,6.0,5,7,,,,,2,Green Bay Packers,green-bay-packers
