player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Bryce Young,QB,300,299,279,1.0,1.0,1,1,1.3833333333333333,1.0,1,32,8,Carolina Panthers,carolina-panthers
Tyree Wilson,EDGE,300,299,279,1.0033333333333334,1.0,1,2,5.906666666666666,5.0,2,40,14,Seattle Seahawks,seattle-seahawks
Devon Witherspoon,CB,300,299,279,1.0033333333333334,1.0,1,2,7.97,6.0,3,41,16,Detroit Lions,detroit-lions
Peter Skoronski,OT,300,298,278,1.0033333333333334,1.0,1,2,11.466666666666667,11.0,4,43,17,Chicago Bears,chicago-bears
Will Anderson Jr.,EDGE,299,299,279,1.0033444816053512,1.0,1,2,3.448160535117057,3.0,1,38,9,Arizona Cardinals,arizona-cardinals
C.J. Stroud,QB,297,297,277,1.0033670033670035,1.0,1,2,4.491582491582491,4.0,1,33,12,Indianapolis Colts,indianapolis-colts
Jalen Carter,DL,297,297,277,1.0033670033670035,1.0,1,2,6.35016835016835,5.0,2,37,13,Seattle Seahawks,seattle-seahawks
Anthony Richardson,QB,296,296,276,1.0033783783783783,1.0,1,2,7.280405405405405,5.0,1,34,14,Indianapolis Colts,indianapolis-colts
Christian Gonzalez,CB,296,296,276,1.0033783783783783,1.0,1,2,9.942567567567568,8.0,3,35,19,Las Vegas Raiders,las-vegas-raiders
Paris Johnson Jr.,OT,296,296,276,1.0033783783783783,1.0,1,2,9.675675675675675,9.0,3,42,16,Chicago Bears,chicago-bears
Bijan Robinson,RB,294,294,274,1.0034013605442176,1.0,1,2,15.22108843537415,13.0,3,39,20,Atlanta Falcons,atlanta-falcons
Will Levis,QB,293,293,274,1.0034129692832765,1.0,1,2,8.180887372013652,7.0,1,36,14,Indianapolis Colts,indianapolis-colts
Jaxon Smith-Njigba,WR,290,290,271,1.0034482758620689,1.0,1,2,14.017241379310345,13.0,6,51,20,Houston Texans,houston-texans
Joey Porter Jr.,CB,289,289,269,1.0034602076124568,1.0,1,2,18.114186851211073,17.0,6,47,19,Pittsburgh Steelers,pittsburgh-steelers
Broderick Jones,OT,287,287,267,1.0034843205574913,1.0,1,2,15.463414634146341,15.0,7,44,19,New York Jets,new-york-jets
Lukas Van Ness,EDGE,287,287,267,1.0034843205574913,1.0,1,2,17.153310104529616,17.0,6,45,24,Philadelphia Eagles,philadelphia-eagles
Nolan Smith,EDGE,282,282,262,1.00354609929078,1.0,1,2,15.52836879432624,14.0,5,46,22,Philadelphia Eagles,philadelphia-eagles
Darnell Wright,OT,281,281,262,1.00355871886121,1.0,1,2,16.640569395017792,16.0,7,48,22,New York Jets,new-york-jets
Myles Murphy,EDGE,280,280,260,1.0035714285714286,1.0,1,2,20.75357142857143,20.0,5,53,25,Seattle Seahawks,seattle-seahawks
Deonte Banks,CB,271,271,251,1.003690036900369,1.0,1,2,20.804428044280442,22.0,10,49,20,Baltimore Ravens,baltimore-ravens
Michael Mayer,TE,265,265,249,1.0037735849056604,1.0,1,2,22.99245283018868,26.0,13,57,18,Dallas Cowboys,dallas-cowboys
