author_name,mock_name,mocks_scraped,avg_custom_accuracy_score,avg_simple_score_points,avg_simple_score_rate,avg_round_one_player_match_rate,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_correct_player_in_round_rate,avg_same_position_same_round_rate,avg_same_position_plus_minus_one_round_rate,avg_generous_score_points,avg_generous_score_rate,avg_mean_pick_abs_error
Elliot Denton-Singh,Stampede Blue,1,51.85185185185185,14.0,0.5185185185185185,0.1111111111111111,0.0,0.3333333333333333,0.0,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.1111111111111111,14.0,0.5185185185185185,
John Crumpler,Texans Wire,1,47.61904761904761,10.0,0.47619047619047616,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,10.0,0.47619047619047616,
Nate Atkins,Bears Wire,1,47.61904761904761,10.0,0.47619047619047616,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.42857142857142855,10.0,0.47619047619047616,
Matt Levine,TWSN,1,44.44444444444444,4.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,4.0,0.4444444444444444,
Price Carter,Arrowhead Pride,1,44.44444444444444,4.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,4.0,0.4444444444444444,
Jonathan Heitritter,Steelers Depot,1,42.857142857142854,9.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,1.0,0.2857142857142857,0.0,0.42857142857142855,9.0,0.42857142857142855,
John Sigler,Saints Wire,1,42.857142857142854,9.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.5714285714285714,0.14285714285714285,9.0,0.42857142857142855,
Michael Johnson,NFL Spin Zone,1,40.0,6.0,0.4,0.4,0.0,0.2,0.0,0.4,1.0,0.2,0.2,0.2,6.0,0.4,
Alex Barth,98.5 The Sports Hub,1,40.0,12.0,0.4,0.1,0.0,0.2,0.0,0.4,0.7,0.2,0.2,0.2,12.0,0.4,
Ryan Heckman,Da Windy City,1,39.39393939393939,13.0,0.3939393939393939,0.18181818181818182,0.0,0.18181818181818182,0.0,0.36363636363636365,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,13.0,0.3939393939393939,
Anthony Rizzuti,Panthers Wire,1,38.88888888888889,7.0,0.3888888888888889,0.16666666666666666,0.0,0.3333333333333333,0.0,0.8333333333333334,1.0,0.3333333333333333,0.0,0.16666666666666666,7.0,0.3888888888888889,
Mike Mulhern,NBC Sports Philadelphia,1,38.095238095238095,8.0,0.38095238095238093,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.42857142857142855,8.0,0.38095238095238093,
Adam Jahns,The Athletic,1,36.666666666666664,11.0,0.36666666666666664,0.1,0.0,0.1,0.0,0.3,0.8,0.1,0.4,0.0,11.0,0.36666666666666664,
Andrew Freeman,247 Sports,1,36.666666666666664,11.0,0.36666666666666664,0.1,0.0,0.1,0.0,0.3,0.9,0.1,0.4,0.0,11.0,0.36666666666666664,
Dallas Robinson,Pro Football Network,1,35.8974358974359,14.0,0.358974358974359,0.15384615384615385,0.0,0.07692307692307693,0.0,0.3076923076923077,0.6923076923076923,0.07692307692307693,0.3076923076923077,0.23076923076923078,14.0,0.358974358974359,
Matt Conner,Arrowhead Addict,1,33.33333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,3.0,0.3333333333333333,
Hunter Haas,Raider Ramble,1,33.33333333333333,4.0,0.3333333333333333,0.25,0.0,0.25,0.0,0.5,1.0,0.25,0.0,0.25,4.0,0.3333333333333333,
Staff,TWSN,1,33.33333333333333,4.0,0.3333333333333333,0.25,0.0,0.25,0.0,0.5,1.0,0.25,0.0,0.25,4.0,0.3333333333333333,
Spencer Schultz,Steelers Nation,1,33.33333333333333,7.0,0.3333333333333333,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.42857142857142855,0.14285714285714285,7.0,0.3333333333333333,
Brian Sampson,Dairyland Express,1,33.33333333333333,6.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,0.0,0.3333333333333333,0.3333333333333333,6.0,0.3333333333333333,
Justis Mosqueda,Acme Packing Company,1,33.33333333333333,11.0,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.9090909090909091,0.0,0.45454545454545453,0.09090909090909091,11.0,0.3333333333333333,
Cody Roark,Mile High Sports,1,33.33333333333333,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2.0,0.3333333333333333,
Cam Sanderson,TWSN,1,30.952380952380953,13.0,0.30952380952380953,0.21428571428571427,0.0,0.14285714285714285,0.0,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.21428571428571427,13.0,0.30952380952380953,
Kenneth Levy,Battle Red Blog,1,30.303030303030305,10.0,0.30303030303030304,0.2727272727272727,0.0,0.09090909090909091,0.0,0.6363636363636364,0.7272727272727273,0.09090909090909091,0.2727272727272727,0.09090909090909091,10.0,0.30303030303030304,
Matt Barrows,The Athletic,1,30.303030303030305,10.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.18181818181818182,0.9090909090909091,0.0,0.45454545454545453,0.0,10.0,0.30303030303030304,
