year,team_slug,team_name,team_code,team_city,team_page_url,pick,window_name,rank,count,player_name,player_position,college_name,player_url
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,1,95,Will Anderson Jr.,EDGE,Alabama,https://www.nflmockdraftdatabase.com/players/2023/will-anderson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,2,52,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,3,43,Paris Johnson Jr.,OT,Ohio State,https://www.nflmockdraftdatabase.com/players/2023/paris-johnson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,4,9,Jalen Carter,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2023/jalen-carter
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_week,4,8,Other,,,https://www.nflmockdraftdatabase.com
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,1,38,Will Anderson Jr.,EDGE,Alabama,https://www.nflmockdraftdatabase.com/players/2023/will-anderson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,2,8,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,3,3,Jalen Carter,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2023/jalen-carter
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,4,1,Devon Witherspoon,CB,Illinois,https://www.nflmockdraftdatabase.com/players/2023/devon-witherspoon
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_weeks,4,1,Other,,,https://www.nflmockdraftdatabase.com
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,1,86,Will Anderson Jr.,EDGE,Alabama,https://www.nflmockdraftdatabase.com/players/2023/will-anderson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,2,9,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,3,5,Jalen Carter,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2023/jalen-carter
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,4,2,Christian Gonzalez,CB,Oregon,https://www.nflmockdraftdatabase.com/players/2023/christian-gonzalez
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,one_month,4,4,Other,,,https://www.nflmockdraftdatabase.com
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_months,1,120,Will Anderson Jr.,EDGE,Alabama,https://www.nflmockdraftdatabase.com/players/2023/will-anderson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_months,2,16,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_months,3,16,Jalen Carter,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2023/jalen-carter
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_months,4,1,Christian Gonzalez,CB,Oregon,https://www.nflmockdraftdatabase.com/players/2023/christian-gonzalez
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,two_months,4,3,Other,,,https://www.nflmockdraftdatabase.com
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,all_time,1,471,Will Anderson Jr.,EDGE,Alabama,https://www.nflmockdraftdatabase.com/players/2023/will-anderson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,all_time,2,157,Jalen Carter,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2023/jalen-carter
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,all_time,3,96,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,all_time,4,44,Paris Johnson Jr.,OT,Ohio State,https://www.nflmockdraftdatabase.com/players/2023/paris-johnson-jr
2023,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,3,all_time,4,31,Other,,,https://www.nflmockdraftdatabase.com
2023,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,8,one_week,1,79,Bijan Robinson,RB,Texas,https://www.nflmockdraftdatabase.com/players/2023/bijan-robinson
2023,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,8,one_week,2,38,Tyree Wilson,EDGE,Texas Tech,https://www.nflmockdraftdatabase.com/players/2023/tyree-wilson
2023,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,8,one_week,3,33,Nolan Smith,EDGE,Georgia,https://www.nflmockdraftdatabase.com/players/2023/nolan-smith
