section,year,cache_id,mock_relative_url,mock_absolute_url,mock_name,author_name,published_at,description,intro,external_url,rankings_url,completed_url,completion_percentage,completion_place,most_accurate,temporary_mock,scheduled_to_be_deleted,time_left_before_deletion,top_authors_count,twitter,user_mock,user_premium,selection_count,previous_mock_date_count,list_rank
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/sports-gambling-podcast-2023-sean-green?date=2023-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2023/sports-gambling-podcast-2023-sean-green?date=2023-04-24,Sports Gambling Podcast,Sean Green,04/23/23,2023 NFL Mock Draft – Sean Green : A tradition unlike any other time for the release of my 2023 NFL Mock Draft! Sean Green releases his 2023 NFL Mock Draft.,"A tradition unlike any other. It is time for the release of my 2023 NFL Mock Draft! You’ll notice some of the picks don’t necessarily align with some of the NFL Draft prop bets I’ve given out, especially when it comes to long-shot bets. For instance, I gave out the Las Vegas Raiders to draft a RB first overall at 100:1 because the odds are insane, and them taking Bijan Robinson makes way too much sense. I love chasing some long-shot NFL draft props, but for my final mock draft, I’m going to keep it mostly chalky.",https://www.sportsgamblingpodcast.com/2023/04/24/2023-nfl-mock-draft-sean-green/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,29.57%,1st,True,False,False,05/01/2023 11:44pm CDT,1,seantgreen,False,False,31,1,1
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/action-network-2023-sean-koerner?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/action-network-2023-sean-koerner?date=2023-04-27,Action Network,Sean Koerner,04/27/23,"NFL Mock Draft 2023: Koerner's Updated Final Picks for First Round : Check out Sean Koerner's final mock draft for the 2023 NFL Draft, which includes a trade in the top three picks.","The 2023 NFL Draft has arrived, and Thursday’s first round should be wild and unpredictable in many ways. That is, after Alabama quarterback Bryce Young presumably becomes the new franchise quarterback of the Carolina Panthers. He is the overwhelming betting favorite to go first overall. After that, it’s anyone’s guess. Kentucky quarterback Will Levis dominated NFL Draft chatter over the past week as he surprisingly became the betting favorite to go No. 2 to the Houston Texans for a few days. That hype has seemed to fizzle a bit though, with Will Anderson, C.J. Stroud and Tyree Wilson overtaking him in the betting market for No. 2. Beyond what the Texans do with the second pick, there’s also uncertainty about whether the Arizona Cardinals will keep No. 3 or trade it.",https://www.actionnetwork.com/nfl/2023-nfl-mock-draft-final-expert-round-1-picks?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,22.36%,18th,False,False,False,05/05/2023 11:00am CDT,0,The_Oddsmaker,False,False,31,2,2
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/tankathon-2023?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/tankathon-2023?date=2023-04-27,Tankathon,Staff,04/27/23,2023 NFL Mock Draft : 2023 NFL Mock Draft. Order updated after every game. Team needs are factored into the player selections.,,http://www.tankathon.com/nfl/mock_draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,24.04%,6th,False,False,False,05/11/2022 09:19pm CDT,1,tankathon,False,False,32,1,3
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/cbs-2023-ryan-wilson?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-ryan-wilson?date=2023-04-27,CBS,Ryan Wilson,04/27/23,"2023 NFL Mock Draft: Anthony Richardson goes top 5; Will Levis falls, Steelers trade up for OT : This is it, our final mock of the 2023 draft season","We're here, finally. It's officially Draft Day and what better way to celebrate three of the most exciting days of the NFL offseason with one last mock draft (until our 2024 way-too-early mock draft comes out Monday ... we wish we were kidding). We've done way too many, including a seven-rounder and a 'what we would do if we were the GM mock.' We feel pretty good about some of the picks below but let's be honest: this is a crapshoot. It's what makes the whole process so much fun. And while you take all this in ahead of Thursday night's festivities, don't forget to check out 'With the First Pick,'' the NFL Draft podcast we co-host with former Vikings general manager Rick Spielman. We've come to you from the Senior Bowl in Mobile, Alabama, the Super Bowl in Phoenix, the NFL Combine in Indianapolis, and took you along for our Pro Day Tour at Ohio State, Alabama, Kentucky and Florida -- where, it so happens, the top QBs worked out. So, check out our archives, or just what we've done this week 'one final mock draft' a look at some of our favorite players (including sleepers) in this class, and a live night-before-the-draft Q&A with viewers.   ",https://www.cbssports.com/nfl/draft/news/2023-nfl-mock-draft-anthony-richardson-goes-top-5-levis-falls-steelers-trade-up-for-ot/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,11.78%,461st,False,False,False,05/04/2023 04:52pm CDT,0,ryanwilsonCBS,False,False,31,29,4
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/lets-go-wi-2023-zach-brunner?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/lets-go-wi-2023-zach-brunner?date=2023-04-27,Let's Go WI,Zach Brunner,04/27/23,NFL Mock Draft 2023: How High Will Jalen Carter Go? - Let's Go Wisconsin : Zach Brunner's final 2023 NFL Mock Draft before the first round of the draft kicks off tonight. How high will Jalen Carter be drafted?,"It is finally draft day! The first round of the 2023 NFL Draft kicks off tonight, with 31 players having their lives changed forever. We will be live during the entire NFL Draft on our YouTube, Twitch, Facebook and Twitter, so hang out with us while we pass the time between draft picks. As is the case with every media outlet, we have our own 2023 NFL Mock Draft for tonight. FlurrySports had multiple experts conduct a two-round NFL Mock Draft here a couple of days ago, so this one is solely created by me. In what is expected to be a hectic first round, good luck to everyone who tries to predict what is going to happen! As for the Green Bay Packers, there are a number of different directions they could go at No. 13. Let’s jump into it.",https://letsgowi.com/nfl-mock-draft-2023-how-high-will-jalen-carter-go/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,7.69%,834th,False,False,False,05/05/2023 11:00am CDT,0,FantasyFlurry,False,False,31,1,5
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/five-reason-sports-2023-hussam-patel?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/five-reason-sports-2023-hussam-patel?date=2023-04-27,Five Reason Sports,Hussam Patel,04/27/23,"Final 2023 NFL Mock Draft – Five Reasons Sports Network : With the 2023 NFL Draft hours away, here is Hussam Patel's 2023 NFL Mock Draft with his first round draft picks.","Another 2023 NFL Mock Draft! As the hour winds down to Draft night, there’s been a lot of movement in the last 48 hours and things are radio silent in the NFL World. While last night I ran a mock, things have started to shake up a little",https://www.fivereasonssports.com/news/final-2023-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,12.26%,394th,False,False,False,05/04/2023 04:52pm CDT,0,HussamPatel,False,False,31,3,6
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/cbs-2023-pete-prisco?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-pete-prisco?date=2023-04-27,CBS,Pete Prisco,04/27/23,Prisco's final 2023 NFL Mock Draft: Will Levis lands in Houston at No. 2 as five QBs go in Round 1 : Prisco's final word on his last mock draft: Trust no one,"This is my final mock draft, which means good news and bad news. The bad news first: It's as tough a year to place guys into spots as any year in my over three decades of covering the league.  The good news: This mock is done. In the old days, I used to agonize about my final mock, hoping I could get as many right as possible. But now in my older years, I've come to realize how many people lie at this time of the year — even guys I trust. Some of the guys I've known best over the years have even given me blatantly bad information, which I went with and, of course, ended up being wrong. They heard about it.  So I trust very few.",https://www.cbssports.com/nfl/draft/news/pete-priscos-final-2023-nfl-mock-draft-will-levis-lands-in-houston-at-no-2-as-five-qbs-go-in-round-1/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,12.26%,393rd,False,False,False,05/04/2023 02:22pm CDT,0,PriscoCBS,False,False,31,4,7
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/sporting-news-2023-jacob-camenker?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/sporting-news-2023-jacob-camenker?date=2023-04-27,Sporting News,Jacob Camenker,04/27/23,"Live NFL Mock Draft 2023: Updated projections, rumors point to Texans taking Will Anderson, Will Levis sliding & more : The 2023 NFL Draft is here, and the first 31 picks will be unpredictable. Here's Sporting News' best shot at trying to predict the order in which players will be selected on Thursday night.","The 2023 NFL Draft is here, and it is set to be one of the most unpredictable drafts in recent memory. At this point, it seems likely that the Panthers are going to take Bryce Young with the No. 1 pick. After that, it's anyone's guess as to who will come off the board. The draft proverbially starts with the Texans at No. 2. Will they take a top quarterback, or will they eschew the position and take a defensive player? And what will the Cardinals do if they can't trade down from the No. 3 pick?",https://www.sportingnews.com/us/nfl/news/nfl-mock-draft-2023-live-projections-rumors/uta2wybnveeqrgebcicavfbi?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,14.9%,226th,False,False,False,05/04/2023 02:22pm CDT,3,JacobCamenker,False,False,31,2,8
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/barstool-sports-2023-matt-fitzgerald?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/barstool-sports-2023-matt-fitzgerald?date=2023-04-27,Barstool Sports,Matt Fitzgerald,04/27/23,Matt Fitz's Final 2023 NFL Mock Draft That Feels Considerably Less Accurate Than Last Year's Because This Draft Is About To Be NUTS : The day has arrived! One last 2023 NFL mock draft to get us to Thursday night.Tune in for The En Eff El Draft Show. I'll be on to break down the Bengals' options with the 28th overall pick and give my...,The day has arrived! One last 2023 NFL mock draft to get us to Thursday night. Tune in for The En Eff El Draft Show. I'll be on to break down the Bengals' options with the 28th overall pick and give my take on who they end up selecting. Can't wait.,https://www.barstoolsports.com/blog/3464371/matt-fitzs-final-2023-nfl-mock-draft-that-feels-considerably-less-accurate-than-last-years-because-this-draft-is-about-to-be-nuts?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,8.89%,731st,False,False,False,05/04/2023 02:22pm CDT,0,MattFitz_gerald,False,False,31,6,9
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/behind-the-steel-curtain-2023-mike-frazer?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/behind-the-steel-curtain-2023-mike-frazer?date=2023-04-27,Behind The Steel Curtain,Mike Frazer,04/27/23,"2023 NFL Mock Draft: Mike Frazer’s Last-Minute, Predictive, 1st Round mock draft : Guessing how the draft’s first night will play out, as if my entire mock won’t be worthless by the third pick","The 2023 NFL Draft kicks off tonight in Kansas City, Missouri, and for many of us, it’s the pinnacle event of the NFL off-season. We’ve waited impatiently, toiling on the various mock-draft simulators, playing out scenarios from the mundane to the downright ridiculous. Twelve trades by one team? Go for it! Finally, we’ve made it through the stretch between the Super Bowl and this glorious night. Sure, we have things like rookie minicamps, Organized Team Activities (OTAs) and teamwide minicamps in June. But, for the most part, this is the peak of the off-season. From here to training camp, it’s mostly quiet on the football front. Or, to borrow a turn of phrase from the late Douglas Adams (Hitchhiker’s Guide to the Galaxy), we are about to enter “the long, dark tea time of the soul.” So, why not send it off with one last hurrah?",https://www.behindthesteelcurtain.com/2023/4/27/23700201/2023-nfl-mock-draft-mike-frazers-last-minute-predictive-1st-round-mock-draft-news-update?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,4.81%,1052nd,False,False,False,05/04/2023 04:52pm CDT,0,MPFrazer,False,False,30,1,10
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/draft-countdown-2023-brian-bosarge?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/draft-countdown-2023-brian-bosarge?date=2023-04-27,Draft Countdown,Brian Bosarge,04/27/23,"2023 NFL Mock Draft Seven Rounds : In his 12th and final 2023 NFL Mock Draft, Brian Bosarge drops his first ever seven round mock. Before the draft begins check this out!","Here we go! My 12th and final 2023 NFL Mock Draft of the season. And for the first time ever, I go the full seven! We also have several team mock drafts available. In addition to a slew of others.",https://www.draftcountdown.com/nfl-mock-draft/2023-final-nfl-mock-draft-round-1-brian-12-0/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,14.66%,250th,False,False,False,05/04/2023 02:22pm CDT,0,DeepFriedDraft,False,False,31,12,11
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/bucs-nation-2023-mike-kiwak?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/bucs-nation-2023-mike-kiwak?date=2023-04-27,Bucs Nation,Mike Kiwak,04/27/23,Full 2023 First Round NFL Mock Draft : How might the other 30 picks outside of Tampa shake out? Let’s take a swing at them.,"We’re in for a wild NFL Draft this weekend, folks. It’s a class with fewer-than-average bonafide first-rounders but a large pool of Day 2-like talent, which will lead to wide-ranging grades across the league depending on particular preferences. Whether it’s the most accomplished analysts in the industry or a common shlub like me, it seems like everyone has struggled to peg what teams might do in the first round this year. However, one characteristic we all share in common is the love of a good thought exercise. Let’s give it our best attempt! ",https://www.bucsnation.com/2023/4/27/23700037/full-2023-first-round-nfl-mock-draft-bryce-young-buccaneers?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,10.58%,547th,False,False,False,05/04/2023 02:22pm CDT,0,mike_kiwak,False,False,31,1,12
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/sporting-news-2023-vinnie-iyer?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/sporting-news-2023-vinnie-iyer?date=2023-04-27,Sporting News,Vinnie Iyer,04/27/23,"NFL Mock Draft 2023: C.J. Stroud slides out of top 10; Packers go WR with Aaron Rodgers pick in final 3-round projections : The Sporting News' latest NFL mock draft for 2022 spans a complete seven rounds, covering all 262 picks from projected No. 1 overall selection Aidan Hutchinson down to Mr. Irrelevant.","The 2023 NFL Draft is almost, finally, decidedly here and as the time counts down to Thursday night in Kansas City, there is no shortage of mystery regarding almost every team ahead of the first round. The Panthers already made their big move up to No. 1 and have locked into the best overall quarterback prospect on the board. Starting with No. 2 and the Texans, however, the major unpredictability begins, with key trades set to shake things up even further. Our final Sporting News mock draft for this class considers that it's been hard to separate the quarterbacks and also decipher which team likes whom most from one of the many deep, talented positions. Reacting to the newest rumors and trying to cut through the latest smokescreens, here's how SN projects Rounds 1-3 (picks No. 1 through No. 102 overall) to go down on April 27 and 28:",https://www.sportingnews.com/ca/nfl/news/nfl-mock-draft-2023-final-3-round-projections/tigpjsb12jznunezk7dj1yb5?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,18.27%,69th,False,False,False,05/04/2023 11:19am CDT,0,vinnieiyer,False,False,32,18,13
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/4-for-4-2023-anthony-staggs?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/4-for-4-2023-anthony-staggs?date=2023-04-27,4 For 4,Anthony Staggs,04/27/23,2023 NFL Mock Draft: Anthony Staggs' Final Mock Draft 2.0 : 4for4's Anthony Staggs gives his final mock draft ahead of the 2023 NFL Draft.,"We have finally arrived; the draft is upon us and there are no more mocks to be written. Draftniks and sports bettors far and wide have locked in most of their sheets and now it's time to see it all unfold. While there seems to be a 99% lock at the top of the draft, the rest is still up for debate until the cards start walking across the stage after Roger Goodell’s yearly chorus of boos flood the stage. Kansas City is set to host the festivities and there a still a few bombshells set to go off, but that’s what makes the event so exciting. The unknown. The possibilities. The chance for one franchise-altering player to rewrite your team’s future. ",https://www.4for4.com/2023/preseason/2023-nfl-mock-draft-anthony-staggs-final-mock-draft-20?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,8.89%,730th,False,False,False,05/04/2023 04:52pm CDT,0,staggsNFL,False,False,31,2,14
mock-drafts,2023,mocks/Show-0,/mock-drafts/2023/cbs-2023-adam-aizer?date=2023-04-27,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-adam-aizer?date=2023-04-27,CBS,Adam Aizer,04/27/23,2023 NFL Mock Draft: Bryce Young among five quarterbacks drafted; plus more Fantasy Football fallout : The QB landscape is about to get a major shake up if this mock plays out Thursday night,"I don't know about you, but I'm ready for Bijan Robinson to be on my Fantasy teams! First he'll have to be on an NFL team, and that will presumably happen on Thursday night. Robinson is the Fantasy headliner of the 2023 draft class and one of the best overall prospects. Good luck figuring out when he'll be drafted. Do the Falcons take him eighth overall? Does he make it all the way to the Cowboys at 26? He'll be at worst a second-round pick in Fantasy drafts with Top 5 potential if he ends up in the right spot.  While much of the Fantasy-relevant draft picks will be made on Friday, Thursday should provide us plenty of non-Bijan storylines particularly at quarterback as this could be the third time since 2018 that five quarterbacks are selected in the first round. Don't get too excited about the signal callers. The outcomes could range anywhere from Josh Rosen to Josh Allen. My mock draft does have five quarterbacks coming off the board along with a running back, four wide receivers and two tight ends. Based on reports, I'm probably too low on Will Levis, but if he doesn't go second overall he could slide. And don't get lazy! Read the whole thing because we've got some Fantasy fireworks toward the end of the first round. ",https://www.cbssports.com/fantasy/football/news/2023-nfl-mock-draft-bryce-young-among-five-quarterbacks-drafted-plus-more-fantasy-football-fallout/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2023/consensus-big-board-2023,https://www.nflmockdraftdatabase.com/mock-drafts/2023/final-scores,18.03%,74th,False,False,False,05/05/2023 11:00am CDT,0,AdamAizer,False,False,31,1,15
