year,team_slug,team_name,team_code,team_city,team_page_url,pick,window_name,rank,count,player_name,player_position,college_name,player_url
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_week,1,46,George Karlaftis,EDGE,Purdue,https://www.nflmockdraftdatabase.com/players/2022/george-karlaftis
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_week,2,27,Zion Johnson,IOL,Boston College,https://www.nflmockdraftdatabase.com/players/2022/zion-johnson
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_week,3,20,Trent McDuffie,CB,Washington,https://www.nflmockdraftdatabase.com/players/2022/trent-mcduffie
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_week,4,19,Jahan Dotson,WR,Penn State,https://www.nflmockdraftdatabase.com/players/2022/jahan-dotson
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_week,4,104,Other,,,https://www.nflmockdraftdatabase.com
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_weeks,1,11,George Karlaftis,EDGE,Purdue,https://www.nflmockdraftdatabase.com/players/2022/george-karlaftis
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_weeks,2,7,Trent McDuffie,CB,Washington,https://www.nflmockdraftdatabase.com/players/2022/trent-mcduffie
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_weeks,3,7,Devonte Wyatt,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2022/devonte-wyatt
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_weeks,4,5,Treylon Burks,WR,Arkansas,https://www.nflmockdraftdatabase.com/players/2022/treylon-burks
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_weeks,4,38,Other,,,https://www.nflmockdraftdatabase.com
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_month,1,22,George Karlaftis,EDGE,Purdue,https://www.nflmockdraftdatabase.com/players/2022/george-karlaftis
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_month,2,14,Devonte Wyatt,DL,Georgia,https://www.nflmockdraftdatabase.com/players/2022/devonte-wyatt
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_month,3,12,Trent McDuffie,CB,Washington,https://www.nflmockdraftdatabase.com/players/2022/trent-mcduffie
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_month,4,12,Tyler Linderbaum,IOL,Iowa,https://www.nflmockdraftdatabase.com/players/2022/tyler-linderbaum
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,one_month,4,86,Other,,,https://www.nflmockdraftdatabase.com
2022,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,23,two_months,1,25,George Karlaftis,EDGE,Purdue,https://www.nflmockdraftdatabase.com/players/2022/george-karlaftis
