author_name,mock_name,mocks_scraped,avg_custom_accuracy_score,avg_simple_score_points,avg_simple_score_rate,avg_round_one_player_match_rate,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_correct_player_in_round_rate,avg_same_position_same_round_rate,avg_same_position_plus_minus_one_round_rate,avg_generous_score_points,avg_generous_score_rate,avg_mean_pick_abs_error
Chris Pokorny,Dawgs By Nature,1,55.55555555555556,5.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,5.0,0.5555555555555556,
Patricia Traina,SI,1,44.44444444444444,12.0,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.0,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.4444444444444444,12.0,0.4444444444444444,
Ronan Briscoe,Clutch Points,1,44.44444444444444,12.0,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,12.0,0.4444444444444444,
Kelsey Conway,Cincinnati.com,1,44.44444444444444,4.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,4.0,0.4444444444444444,
Ashley Bastock,Cleveland.com,1,44.44444444444444,4.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,4.0,0.4444444444444444,
Nathan Zegura,ClevelandBrowns.com,1,44.44444444444444,4.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,4.0,0.4444444444444444,
Mike Phillips,Fansided,1,40.74074074074074,11.0,0.4074074074074074,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.0,11.0,0.4074074074074074,
Tim Weaver,Seahawks Wire,1,40.0,12.0,0.4,0.2,0.0,0.2,0.0,0.4,0.9,0.2,0.2,0.2,12.0,0.4,
A.J. Fagerlin,NFL Mocks,1,38.095238095238095,8.0,0.38095238095238093,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,8.0,0.38095238095238093,
Bill Richette,Bengals Wire,1,37.5,9.0,0.375,0.125,0.0,0.375,0.0,0.625,0.75,0.375,0.0,0.0,9.0,0.375,
Brian Costello,NY Post,1,33.33333333333333,9.0,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.1111111111111111,9.0,0.3333333333333333,
Tyler Calvaruso,Jets Wire,1,33.33333333333333,9.0,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.1111111111111111,9.0,0.3333333333333333,
Mario Tovar,Just Blog Baby,1,33.33333333333333,5.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.2,0.8,0.2,0.2,0.0,5.0,0.3333333333333333,
Jared Feinberg,Cat Crave,1,33.33333333333333,6.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0,0.3333333333333333,
Tyler Rowland,Titans Wire,1,33.33333333333333,7.0,0.3333333333333333,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,7.0,0.3333333333333333,
Alex Kozora,Steelers Depot,1,33.33333333333333,7.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.0,7.0,0.3333333333333333,
Scott Bair,AtlantaFalcons.com,1,33.33333333333333,8.0,0.3333333333333333,0.25,0.0,0.125,0.0,0.625,0.875,0.125,0.125,0.375,8.0,0.3333333333333333,
Ed Stein,Pacific Northwest Sports,1,33.33333333333333,9.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.0,9.0,0.3333333333333333,
Dan Rogers,Blogging The Boys,1,33.33333333333333,9.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.0,9.0,0.3333333333333333,
Reese Nasser,GMEN HQ,1,33.33333333333333,9.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.5555555555555556,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,9.0,0.3333333333333333,
Jason Pruett,DRAFTPLEX,1,33.33333333333333,9.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.0,9.0,0.3333333333333333,
Graham Tiedtke,Predominately Orange,1,33.33333333333333,9.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,9.0,0.3333333333333333,
