mock_relative_url,selection_count,player_drafted_matches,round_one_player_matches,player_to_team_matches,round_matches,correct_player_in_round_matches,same_position_same_round_matches,same_position_plus_minus_one_round_matches,mean_pick_abs_error,median_pick_abs_error,player_to_pick_matches,team_to_position_matches,player_to_pick_match_rate,player_to_team_match_rate,round_one_player_match_rate,team_to_position_match_rate,round_match_rate,player_drafted_match_rate,correct_player_in_round_rate,same_position_same_round_rate,same_position_plus_minus_one_round_rate,generous_score_points,generous_score_max_points,generous_score_rate,simple_score_points,simple_score_max_points,simple_score_rate,custom_accuracy_score,mock_name,author_name,published_at,external_url,metadata_selection_count
/team-mock-drafts/2022/browns-dawgs-by-nature-2022-chris-pokorny?date=2022-04-28,3,3,0,1,1,1,1,0,,,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,5,9,0.5555555555555556,5,9,0.5555555555555556,55.55555555555556,Dawgs By Nature,Chris Pokorny,04/28/22,https://www.dawgsbynature.com/2022/4/28/23046447/2022-nfl-mock-draft-browns-picks-at-no-44-78-and-99?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2022/giants-si-2022-patricia-traina?date=2022-04-13,9,7,2,2,5,2,1,4,,,0,0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.4444444444444444,12,27,0.4444444444444444,12,27,0.4444444444444444,44.44444444444444,SI,Patricia Traina,04/13/22,https://www.si.com/nfl/giants/draft/patricia-trainas-7-round-new-york-giants-only-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2022/texans-clutch-points-2022-ronan-briscoe?date=2022-04-12,9,6,2,2,6,2,2,2,,,0,0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,12,27,0.4444444444444444,12,27,0.4444444444444444,44.44444444444444,Clutch Points,Ronan Briscoe,04/11/22,https://clutchpoints.com/houston-texans-2022-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2022/bengals-cincinnati-com-2022-kelsey-conway?date=2022-04-20,3,2,1,0,2,0,1,2,,,0,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,4,9,0.4444444444444444,4,9,0.4444444444444444,44.44444444444444,Cincinnati.com,Kelsey Conway,04/20/22,https://www.cincinnati.com/story/sports/nfl/bengals/2022/04/21/cincinnati-bengals-go-defense-3-round-mock-2022-nfl-draft/7384939001/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2022/browns-cleveland-com-2022-ashley-bastock?date=2022-04-21,3,3,0,0,1,0,2,0,,,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,4,9,0.4444444444444444,4,9,0.4444444444444444,44.44444444444444,Cleveland.com,Ashley Bastock,04/21/22,https://www.cleveland.com/browns/2022/04/adding-defensive-line-depth-a-key-ashley-bastocks-browns-mock-draft-4.html?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2022/browns-clevelandbrowns-com-2022-nathan-zegura?date=2022-04-18,3,3,0,0,2,0,1,2,,,0,0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,4,9,0.4444444444444444,4,9,0.4444444444444444,44.44444444444444,ClevelandBrowns.com,Nathan Zegura,04/18/22,https://www.clevelandbrowns.com/news/2022-clevelandbrowns-com-mock-draft-2-0-1-position-3-possible-players-for-pick-n?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,3
/team-mock-drafts/2022/cowboys-fansided-2022-mike-phillips?date=2022-04-10,9,6,1,1,3,1,4,0,,,0,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.0,11,27,0.4074074074074074,11,27,0.4074074074074074,40.74074074074074,Fansided,Mike Phillips,04/10/22,https://fansided.com/2022/04/10/dallas-cowboys-2022-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2022/cowboys-draftwire-2022-luke-easterling?date=2022-04-27,9,8,1,0,3,0,5,1,,,0,0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.8888888888888888,0.0,0.5555555555555556,0.1111111111111111,11,27,0.4074074074074074,11,27,0.4074074074074074,40.74074074074074,Draftwire,Luke Easterling,04/27/22,https://draftwire.usatoday.com/lists/2022-nfl-mock-draft-7-rounds-dallas-cowboys/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,9
/team-mock-drafts/2022/seahawks-seahawks-wire-2022-tim-weaver?date=2022-04-27,10,9,2,2,4,2,2,2,,,0,0,0.0,0.2,0.2,0.0,0.4,0.9,0.2,0.2,0.2,12,30,0.4,12,30,0.4,40.0,Seahawks Wire,Tim Weaver,04/27/22,https://seahawkswire.usatoday.com/lists/seahawks-2022-nfl-mock-draft-the-run-shall-be-established-edition/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,10
/team-mock-drafts/2022/bills-nfl-mocks-2022-a-j-fagerlin?date=2022-04-16,7,7,1,1,4,1,2,1,,,0,0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,8,21,0.38095238095238093,8,21,0.38095238095238093,38.095238095238095,NFL Mocks,A.J. Fagerlin,04/16/22,https://nflmocks.com/2022/04/16/buffalo-bills-make-big-trade-2022-nfl-mock-draft/2/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,7
