player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
George Pickens,WR,31,31,29,1.903225806451613,2.0,1,3,,,,,15,Detroit Lions,detroit-lions
Jelani Woods,TE,18,18,16,3.4444444444444446,3.5,2,4,,,,,9,Dallas Cowboys,dallas-cowboys
Josh Paschal,EDGE,18,18,18,2.5,2.0,1,5,,,,,9,Cleveland Browns,cleveland-browns
Coby Bryant,CB,17,17,16,3.411764705882353,3.0,2,5,,,,,12,Pittsburgh Steelers,pittsburgh-steelers
Tyquan Thornton,WR,17,17,15,5.0,5.0,4,6,,,,,12,Chicago Bears,chicago-bears
Nick Cross,S,16,16,15,2.8125,3.0,2,3,,,,,12,Pittsburgh Steelers,pittsburgh-steelers
Alec Pierce,WR,15,15,15,2.8666666666666667,3.0,2,4,,,,,11,Green Bay Packers,green-bay-packers
Charlie Kolar,TE,15,15,15,4.8,5.0,4,6,,,,,11,New York Giants,new-york-giants
Christian Watson,WR,15,15,12,2.0,2.0,1,3,,,,,9,Kansas City Chiefs,kansas-city-chiefs
Smoke Monday,S,14,14,11,5.857142857142857,6.0,4,7,,,,,12,New England Patriots,new-england-patriots
Alex Wright,EDGE,13,13,12,4.615384615384615,5.0,3,6,,,,,11,Atlanta Falcons,atlanta-falcons
Dylan Parham,IOL,13,13,13,3.4615384615384617,3.0,2,7,,,,,11,New York Giants,new-york-giants
Eric Johnson,DL,13,13,10,5.923076923076923,6.0,4,7,,,,,8,Pittsburgh Steelers,pittsburgh-steelers
Logan Hall,DL,13,13,12,1.8461538461538463,2.0,1,2,,,,,7,Cleveland Browns,cleveland-browns
Cole Strange,IOL,12,12,12,3.3333333333333335,3.0,3,5,,,,,8,New England Patriots,new-england-patriots
Desmond Ridder,QB,12,12,12,1.4166666666666667,1.0,1,2,,,,,4,Pittsburgh Steelers,pittsburgh-steelers
Abraham Lucas,OT,11,11,11,2.8181818181818183,3.0,2,5,,,,,9,Chicago Bears,chicago-bears
Bo Melton,WR,11,11,10,4.636363636363637,4.0,4,6,,,,,10,New England Patriots,new-england-patriots
Daxton Hill,S,11,11,11,1.3636363636363635,1.0,1,2,,,,,6,Green Bay Packers,green-bay-packers
Hassan Haskins,RB,11,11,11,5.454545454545454,5.0,5,6,,,,,9,Dallas Cowboys,dallas-cowboys
Isaiah Thomas,EDGE,11,11,7,5.090909090909091,5.0,4,7,,,,,8,Chicago Bears,chicago-bears
John Metchie III,WR,11,11,10,2.4545454545454546,2.0,2,4,,,,,5,New England Patriots,new-england-patriots
Quay Walker,LB,11,11,11,2.0,2.0,1,3,,,,,9,Seattle Seahawks,seattle-seahawks
Thomas Booker,DL,11,11,8,5.0,5.0,4,6,,,,,8,Cincinnati Bengals,cincinnati-bengals
Trey McBride,TE,11,11,11,2.272727272727273,2.0,1,3,,,,,7,Cincinnati Bengals,cincinnati-bengals
Troy Andersen,LB,11,11,11,2.909090909090909,3.0,2,4,,,,,9,Denver Broncos,denver-broncos
Ahmad Gardner,CB,10,10,10,1.0,1.0,1,1,,,,,7,New York Jets,new-york-jets
Jeremy Ruckert,TE,10,10,10,3.2,3.0,3,4,,,,,7,Tennessee Titans,tennessee-titans
Kayvon Thibodeaux,EDGE,10,10,10,1.0,1.0,1,1,,,,,5,Detroit Lions,detroit-lions
Kenyon Green,IOL,10,10,10,1.0,1.0,1,1,,,,,4,Dallas Cowboys,dallas-cowboys
Marcus Jones,CB,10,10,10,3.3,3.0,3,5,,,,,6,Pittsburgh Steelers,pittsburgh-steelers
Matt Araiza,P,10,10,10,5.7,6.0,5,7,,,,,8,Philadelphia Eagles,philadelphia-eagles
Phidarian Mathis,DL,10,10,9,3.3,3.0,3,4,,,,,8,Kansas City Chiefs,kansas-city-chiefs
Brandon Smith,LB,9,9,9,3.888888888888889,4.0,2,6,,,,,7,Denver Broncos,denver-broncos
