section,year,cache_id,mock_relative_url,mock_absolute_url,mock_name,author_name,published_at,description,intro,external_url,rankings_url,completed_url,completion_percentage,completion_place,most_accurate,temporary_mock,scheduled_to_be_deleted,time_left_before_deletion,top_authors_count,twitter,user_mock,user_premium,selection_count,previous_mock_date_count,list_rank
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/walter-football-2022-charlie-campbell?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/walter-football-2022-charlie-campbell?date=2022-04-28,Walter Football,Charlie Campbell,04/27/22,2022 NFL Mock Draft : Charlie Campbell's  2022 NFL Mock Draft,,https://walterfootball.com/draft2022charlie.php?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,28.37%,1st,True,False,False,11/27/2020 03:23pm CST,5,DraftCampbell,False,False,32,1,1
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/drafttek-2022?date=2022-04-29,https://www.nflmockdraftdatabase.com/mock-drafts/2022/drafttek-2022?date=2022-04-29,Drafttek,Staff,04/28/22,2022 NFL Mock Draft ,,https://www.drafttek.com/2022-NFL-Mock-Draft/2022-NFL-Mock-Draft-Round-1.asp?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,11.78%,316th,False,False,False,08/16/2021 06:26pm CDT,0,Drafttek,False,False,32,1,2
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/draftwire-2022-luke-easterling?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/draftwire-2022-luke-easterling?date=2022-04-28,Draftwire,Luke Easterling,04/28/22,2022 NFL mock draft: Final 1st-round projections : Draft Wire editor Luke Easterling makes his final first-round projections for the 2022 NFL draft,"After months of breaking down film, assessing team needs, compiling testing scores and more, it’s time for one final stab at projecting the first round of the 2022 NFL draft. It’s still anybody’s guess how the top of this year’s draft plays out, but here’s my best guess:",https://draftwire.usatoday.com/lists/2022-nfl-mock-draft-kayvon-thibodeaux-aidan-hutchinson-travon-walker-malik-willis-kenny-pickett/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,16.59%,122nd,False,False,False,05/06/2022 10:10am CDT,1,LukeEasterling,False,False,32,42,3
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/fantasy-law-guy-2022-nick-guarisco?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/fantasy-law-guy-2022-nick-guarisco?date=2022-04-28,Fantasy Law Guy,Nick Guarisco,04/28/22,2022 B.E.S.T. NFL Mock Draft - Fantasy Law Guy ,"Welcome to the 2022 edition of my annual B.E.S.T. NFL Mock Draft, where I can only hope to replicate last year’s results (however unlikely that may be). My 2021 B.E.S.T. NFL Mock Draft was a HUGE success, correctly predicting the team-player match for 13 picks, plus 1 properly slotted pick (right pick, wrong team). In total, my Mock Draft graded out as the 2nd most accurate mock draft in the world, per NFLMockDraftDatabase.com!  Additionally, my Mock Draft correctly identified the drafted player on that team’s “Short List” for a whopping 28/32 picks, meaning only 4 picks were considered totally “unexpected” or “surprising” if you read and followed my Mock!",https://fantasylawguy.com/2022-b-e-s-t-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,20.91%,19th,False,False,False,04/20/2022 10:13pm CDT,3,FantasyLawGuy,False,False,32,1,4
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/cbs-2022-ryan-wilson?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/cbs-2022-ryan-wilson?date=2022-04-28,CBS,Ryan Wilson,04/28/22,"2022 NFL Mock Draft: Derek Stingley goes Top 5; Thibodeaux, Hamilton slide; Falcons, Saints target a QB : This is it, our final mock of the 2022 draft season","We're here, finally. It's officially Draft Day and what better way to celebrate three of the most exciting days of the NFL offseason, beginning at 8 p.m. tonight, with one last mock draft. We've done way too many, including a seven-rounder and a two-round 'what we would do if we were the GM mock.' And if that's not enough, here's our final Top 150 Big Board to keep you occupied until Roger Goodell strolls up to the podium on Thursday night. It's been a wilder ride than most years, primarily because there has been no franchise quarterback to build storylines around. But that's OK, there are plenty of really, really good players in this class, just very few of them are quarterbacks (come back next year though!). So with that in mind, here it is, our final mock draft, the one where we try to predict what will actually happen on draft night.  Also worth noting: This is based on a combination of talking to people around the league and reading the tea leaves (read: trying to sort through the smokescreens for nuggets of some truth).",https://www.cbssports.com/nfl/draft/news/2022-nfl-mock-draft-derek-stingley-goes-top-5-thibodeaux-hamilton-slide-falcons-saints-target-a-qb/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,17.07%,103rd,False,False,False,05/06/2022 10:10am CDT,0,ryanwilsonCBS,False,False,32,37,5
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/tankathon-2022?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/tankathon-2022?date=2022-04-28,Tankathon,Staff,04/28/22,2022 NFL Mock Draft : 2022 NFL Mock Draft. Order updated after every game. Team needs are factored into the player selections.,,http://www.tankathon.com/nfl/mock_draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,17.07%,102nd,False,False,False,05/11/2021 01:49am CDT,1,tankathon,False,False,32,1,6
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/sporting-news-2022-jacob-camenker?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/sporting-news-2022-jacob-camenker?date=2022-04-28,Sporting News,Jacob Camenker,04/28/22,"Live NFL Mock Draft 2022: Updated projections, rumors point to Texans getting Derek Stingley, Jets stealing Ikem Ekwonu & more : The Sporting News will be updating its live mock draft right up until the draft begins at 8 p.m. ET. Stay tuned for the latest rumors, news, updates and pick changes ahead of the 2022 NFL Draft.","The 2022 NFL Draft is very nearly here, and there are still countless questions to be answered about this year's draft class. Who are the Jaguars going to take at No. 1 overall? It's looking like an edge rusher, but it's far from a sure thing. When will the first-round quarterbacks go and how many? It's looking like Malik Willis and Kenny Pickett could slide a bit if the Panthers take an offensive tackle early. And what about trades? Most of the rumors are about teams wanting to move down in this weak draft class. But eventually, some partners that want to move up will likely emerge.",https://www.sportingnews.com/us/nfl/news/nfl-mock-draft-2022-live-projections-rumors/pubrvm5fb8stpklla1qlyfdi?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,19.71%,46th,False,False,False,05/05/2022 05:13pm CDT,3,JacobCamenker,False,False,32,2,7
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/the-aftermath-2022-chris-mcglynn?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/the-aftermath-2022-chris-mcglynn?date=2022-04-28,The Aftermath,Chris McGlynn,04/28/22,"2022 NFL Predictive Mock Draft: Walker goes No. 1, Steelers and Seahawks trade up for quarterbacks : NFL Draft Daily looks at top stories, historical trends, player performances and more all through the lens of the NFL Draft. After all, it is draft day! Check back in tomorrow for another entry. Draft day is finally here! We made it. At the end of the night, we will have a lot more answers…","NFL Draft Daily looks at top stories, historical trends, player performances and more all through the lens of the NFL Draft. After all, it is draft day! Check back in tomorrow for another entry. Draft day is finally here! We made it. At the end of the night, we will have a lot more answers and probably several more questions. I can’t wait. Throughout the entire pre draft process, I have put out mock drafts based on what I would do as the general manager of the team. Now, I am trying to get inside the heads of these GMs with my first and only predictive mock draft. I projected a pair of trades, but let’s be honest, this is nearly an impossible exercise. Hopefully, I get at least one pick right. Let’s get started.",https://aftermathsports.com/2022/04/28/2022-nfl-predictive-mock-draft-walker-goes-no-1-steelers-and-seahawks-trade-up-for-quarterbacks/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,16.35%,126th,False,False,False,05/05/2022 05:13pm CDT,0,cmcglynn84,False,False,32,4,8
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/action-network-2022-sean-koerner?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/action-network-2022-sean-koerner?date=2022-04-28,Action Network,Sean Koerner,04/28/22,"Koerner's Favorite NFL Draft Prop (and Mock Draft!) : Our expert reveals his favorite 2022 NFL Draft props, featuring the over on Garrett Wilson's draft position.","FanDuel has Wilson at +300 odds to be the No. 8 pick (bet $100 to win $300). Those odds sound about right when you factor in the uncertainty of which position the Falcons will target and what order the top three WRs will be selected (though I agree that Wilson is the most likely player the Falcons will draft). Betting the over on Wilson’s draft position essentially buys into that uncertainty. The Seahawks draft at No. 9, and the last need they have right now is wide receiver. So if the Falcons don’t take Wilson, this prop will likely hit. Wilson will likely be drafted at either Nos. 8, 10 or 11.",https://www.actionnetwork.com/nfl/2022-nfl-draft-props-expert-garrett-wilson-bet-mock-draft-predictions?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,20.43%,26th,False,False,False,05/05/2022 05:13pm CDT,0,The_Oddsmaker,False,False,32,1,9
mock-drafts,2022,mocks/Show-0,/mock-drafts/2022/packernet-2022-ryan-schlipp?date=2022-04-28,https://www.nflmockdraftdatabase.com/mock-drafts/2022/packernet-2022-ryan-schlipp?date=2022-04-28,Packernet,Ryan Schlipp,04/28/22,"Final Mock Draft : This mock can be found in more detail in the podcast here. This submission is a quick look for those interested and if I’m being honest, so I can submit it to a few sites in an attempt to reign supreme and the best mock drafter of all time. 1 Jaguars: Travon Walker","This mock can be found in more detail in the podcast here. This submission is a quick look for those interested and if I’m being honest, so I can submit it to a few sites in an attempt to reign supreme and the best mock drafter of all time.",https://packernet.substack.com/p/final-mock-draft?s=r?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2022/consensus-big-board-2022,https://www.nflmockdraftdatabase.com/mock-drafts/2022/final-scores,18.03%,60th,False,False,False,05/05/2022 05:13pm CDT,0,Pack_Daddy,False,False,32,1,10
