team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,EDGE,78,7,1.0128205128205128,1.0,1,2,23.474358974358974,23.0,21,55
arizona-cardinals,Arizona Cardinals,IOL,56,3,1.0,1.0,1,1,23.0,23.0,23,23
arizona-cardinals,Arizona Cardinals,CB,54,4,1.0,1.0,1,1,22.944444444444443,23.0,20,23
arizona-cardinals,Arizona Cardinals,WR,53,7,1.0,1.0,1,1,23.0,23.0,23,23
arizona-cardinals,Arizona Cardinals,DL,18,4,1.0,1.0,1,1,23.0,23.0,23,23
arizona-cardinals,Arizona Cardinals,OT,5,3,1.0,1.0,1,1,23.0,23.0,23,23
arizona-cardinals,Arizona Cardinals,LB,3,2,1.0,1.0,1,1,23.0,23.0,23,23
arizona-cardinals,Arizona Cardinals,RB,1,1,1.0,1.0,1,1,30.0,30.0,30,30
atlanta-falcons,Atlanta Falcons,WR,140,6,1.0,1.0,1,1,8.45,8.0,8,32
atlanta-falcons,Atlanta Falcons,EDGE,64,4,1.0,1.0,1,1,8.46875,8.0,8,26
atlanta-falcons,Atlanta Falcons,QB,45,5,1.0222222222222221,1.0,1,2,15.333333333333334,8.0,4,40
atlanta-falcons,Atlanta Falcons,S,13,1,1.0,1.0,1,1,8.0,8.0,8,8
atlanta-falcons,Atlanta Falcons,CB,12,3,1.0,1.0,1,1,8.0,8.0,8,8
atlanta-falcons,Atlanta Falcons,OT,8,3,1.0,1.0,1,1,8.0,8.0,8,8
atlanta-falcons,Atlanta Falcons,DL,4,2,1.0,1.0,1,1,11.5,8.0,8,22
atlanta-falcons,Atlanta Falcons,LB,2,1,1.0,1.0,1,1,18.5,18.5,8,29
baltimore-ravens,Baltimore Ravens,DL,120,2,1.0083333333333333,1.0,1,2,14.225,14.0,9,46
baltimore-ravens,Baltimore Ravens,EDGE,47,4,1.0,1.0,1,1,14.297872340425531,14.0,7,29
baltimore-ravens,Baltimore Ravens,OT,37,4,1.0,1.0,1,1,14.0,14.0,14,14
baltimore-ravens,Baltimore Ravens,CB,24,6,1.0,1.0,1,1,14.875,14.0,11,30
baltimore-ravens,Baltimore Ravens,IOL,23,2,1.0,1.0,1,1,14.608695652173912,14.0,14,28
baltimore-ravens,Baltimore Ravens,LB,9,2,1.0,1.0,1,1,14.0,14.0,14,14
baltimore-ravens,Baltimore Ravens,S,5,2,1.0,1.0,1,1,15.6,14.0,14,22
baltimore-ravens,Baltimore Ravens,WR,5,3,1.0,1.0,1,1,14.0,14.0,14,14
buffalo-bills,Buffalo Bills,CB,139,7,1.0071942446043165,1.0,1,2,25.12230215827338,25.0,17,57
