year,team_slug,team_name,player_norm,player_name,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,sources,source_count,source_record_count,position_sources,school_sources,visit_type_sources,backfilled_position,backfilled_school,backfilled_visit_type,raw_visit_codes,raw_visit_markers
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,dariusalexander,Darius Alexander,Defensive Tackle,DL,Toledo,top_30_visit|combine_meeting,reported,nfltraderumors|walterfootball,2,3,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,davidwalker,David Walker,DE,DE,Central Arkansas,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,demetriusknight,Demetrius Knight II,Linebacker,LB,South Carolina,top_30_visit,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,donovanezeiruaku,Donovan Ezeiruaku,LB,LB,Boston College,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,donovanmcmillon,Donovan McMillon,S,S,Pitt,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,elicayomanor,Elic Ayomanor,WR,WR,Stanford,top_30_visit,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,greyzabel,Grey Zabel,Offensive Tackle,OL,North Dakota State,combine_meeting,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,COM,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,gunnarhelm,Gunnar Helm,TE,TE,Texas,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,haroldfannin,Harold Fannin,TE,TE,Bowling Green,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jjroberts,J.J. Roberts,Safety,S,Marshall,top_30_visit,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
