year,source,source_priority,source_url,team_slug,team_name,player_name,player_norm,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,section_label,raw_visit_codes,raw_visit_markers,note
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,K'Lavon Chaisson,klavonchaisson,DE,DE,LSU,general_visit,reported,,,,"LSU DE K’Lavon Chaisson said while he didn’t get to make any pre-draft visits, “a lot of teams that you’re seeing select me in mock drafts and whatnot, I’ve spoken with those teams.” The Falcons are a frequent mock destination for Chaisson. ( Justin Melo )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Keith Washington,keithwashington,CB,CB,West Virginia,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Kelly Bryant,kellybryant,QB,QB,Missouri,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Kenneth Murray,kennethmurray,LB,LB,Oklahoma,meeting_unspecified,reported,,,,Oklahoma LB Kenneth Murray had a video interview with the Falcons. ( NFLTR )
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Kenny Willekes,kennywillekes,DE,DE,Michigan State,meeting_unspecified,reported,,,,Michigan State DE Kenny Willekes has had a pre-draft video/phone meeting with the Falcons. ( Justin Melo )
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Kevin Davidson,kevindavidson,QB,QB,Princeton,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Khalil Davis,khalildavis,DT,DT,Nebraska,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,LaDarius Hamilton,ladariushamilton,DE,DE,North Texas,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Logan Wilson,loganwilson,LB,LB,Wyoming,senior_bowl_meeting,reported,,,,Atlanta met with Wyoming LB Logan Wilson and West Virginia OT Colton McKivitz Tuesday at the Senior Bowl. ( Charlie Campbell )
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Logan Wilson,loganwilson,LB,LB,Wyoming,virtual_meeting,scheduled,,,,Wyoming LB Logan Wilson had a private visit scheduled with the Falcons before the shutdown. He ended up having the meeting with Atlanta virtually. ( Vaughn McClure )
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,Marlon Davidson,marlondavidson,DL,DL,Auburn,combine_meeting,reported,,,,"The Falcons have met with Auburn DT Derrick Brown , Auburn DL Marlon Davidson and South Carolina Javon Kinlaw at the Combine. ( William McFadden )"
2020,nfltraderumors,2,https://nfltraderumors.co/2020-nfl-draft-prospect-visit-tracker/,atlanta-falcons,Atlanta Falcons,McTelvin Agim,mctelvinagim,DT,DT,Arkansas,shrine_bowl_meeting,reported,,,,"The Falcons met with Missouri QB Kelly Bryant , Princeton QB Kevin Davidson , Michigan G Michael Onwenu , Michigan OT Jon Runyan , Arkansas DT McTelvin Agim , Nebraska DT Khalil Davis , North Texas DE LaDarius Hamilton , Missouri S&T DT Tershawn Wharton , Miami LB Michael Pinckney , West Virginia CB Keith Washington , Michigan DE Michael Danna and Miami LB Shaquille Quarterman at the Shrine Bowl. ( The Draft Network )"
