year,team_slug,team_name,player_norm,player_name,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,sources,source_count,source_record_count,position_sources,school_sources,visit_type_sources,backfilled_position,backfilled_school,backfilled_visit_type,raw_visit_codes,raw_visit_markers
2026,arizona-cardinals,Arizona Cardinals,daequanwright,Dae'Quan Wright,TE,TE,Ole Miss,pro_day_meeting|private_workout,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,davidbailey,David Bailey,Defensive End,DE,Texas Tech,top_30_visit|combine_meeting,reported,nfltraderumors|walterfootball,2,3,2,2,2,False,False,False,T30,
2026,arizona-cardinals,Arizona Cardinals,drewallar,Drew Allar,Quarterback,QB,Penn State,top_30_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2026,arizona-cardinals,Arizona Cardinals,jakegolday,Jake Golday,LB,LB,Cincinnati,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,jeremiyahlove,Jeremiyah Love,Running Back,RB,Notre Dame,top_30_visit,reported,nfltraderumors|walterfootball,2,2,1,1,2,True,True,False,T30,
2026,arizona-cardinals,Arizona Cardinals,josiahtrotter,Josiah Trotter,LB,LB,Missouri,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,kalebproctor,Kaleb Proctor,Defensive Tackle,DT,Southeastern Louisiana,top_30_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2026,arizona-cardinals,Arizona Cardinals,kaydenmcdonald,Kayden McDonald,DT,DT,Ohio State,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,khaliljacobs,Khalil Jacobs,Inside Linebacker,LB,Missouri,pro_day_or_campus_meeting_workout|pro_day_meeting|private_workout|private_meeting,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,PRO,
2026,arizona-cardinals,Arizona Cardinals,malikbenson,Malik Benson,WR,WR,Oregon,pro_day_meeting|private_workout,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,maxiheanachor,Max Iheanachor,Offensive Tackle,OT,Arizona State,top_30_visit,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2026,arizona-cardinals,Arizona Cardinals,micahmorris,Micah Morris,OL,OL,Georgia,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,reggievirgil,Reggie Virgil,Wide Receiver,WR,Texas Tech,top_30_visit,reported|scheduled,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2026,arizona-cardinals,Arizona Cardinals,ruebenbain,Rueben Bain,DE,DE,Miami,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,travisburke,Travis Burke,OT,OT,Memphis,combine_meeting,scheduled,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,treydanstukes,Treydan Stukes,Cornerback,CB,Arizona,top_30_visit|local_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,LOC|T30,
2026,arizona-cardinals,Arizona Cardinals,tristanleigh,Tristan Leigh,OT,OT,Clemson,combine_meeting|shrine_bowl_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2026,arizona-cardinals,Arizona Cardinals,tysimpson,Ty Simpson,Quarterback,QB,Alabama,top_30_visit|combine_meeting,reported|scheduled,nfltraderumors|walterfootball,2,3,2,2,2,False,False,False,T30,
